### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; hdDist; param
17; 0; 63
18; 0; 63
19; 0; 63
20; 0; 63
21; 0; 63
22; 0; 63
23; 0; 63
24; 0; 63
25; 0; 63
26; 0; 63
27; 0; 63
28; 0; 63
29; 0; 63
30; 0; 63
31; 0; 63
32; 0; 63
33; 0; 63
34; 0; 63
35; 0; 63
36; 0; 63
37; 0; 63
38; 0; 63
39; 0; 63
40; 0; 63
41; 0; 63
42; 0; 63
43; 0; 63
44; 0; 63
45; 0; 63
46; 0; 63
47; 0; 63
48; 0; 63
0; 0; 64
1; 0; 64
2; 0; 64
3; 4.08163; 64
4; 10.2041; 64
5; 10.2041; 64
6; 26.5306; 64
7; 8.16327; 64
8; 14.2857; 64
9; 12.2449; 64
10; 6.12245; 64
11; 4.08163; 64
12; 2.04082; 64
13; 2.04082; 64
14; 0; 64
15; 0; 64
16; 0; 64
17; 0; 64
18; 0; 64
19; 0; 64
20; 0; 64
21; 0; 64
22; 0; 64
23; 0; 64
24; 0; 64
25; 0; 64
26; 0; 64
27; 0; 64
28; 0; 64
29; 0; 64
30; 0; 64
31; 0; 64
32; 0; 64
33; 0; 64
34; 0; 64
35; 0; 64
36; 0; 64
37; 0; 64
38; 0; 64
39; 0; 64
40; 0; 64
41; 0; 64
42; 0; 64
43; 0; 64
44; 0; 64
45; 0; 64
46; 0; 64
47; 0; 64
48; 0; 64
0; 0; 65
1; 0; 65
2; 0; 65
3; 0; 65
4; 8.16327; 65
5; 18.3673; 65
6; 14.2857; 65
7; 36.7347; 65
8; 10.2041; 65
9; 10.2041; 65
10; 0; 65
11; 2.04082; 65
12; 0; 65
13; 0; 65
14; 0; 65
15; 0; 65
16; 0; 65
17; 0; 65
18; 0; 65
19; 0; 65
20; 0; 65
21; 0; 65
22; 0; 65
23; 0; 65
24; 0; 65
25; 0; 65
26; 0; 65
27; 0; 65
28; 0; 65
29; 0; 65
30; 0; 65
31; 0; 65
32; 0; 65
33; 0; 65
34; 0; 65
35; 0; 65
36; 0; 65
37; 0; 65
38; 0; 65
39; 0; 65
40; 0; 65
41; 0; 65
42; 0; 65
43; 0; 65
44; 0; 65
45; 0; 65
46; 0; 65
47; 0; 65
48; 0; 65
0; 0; 66
1; 0; 66
2; 2.04082; 66
3; 16.3265; 66
4; 14.2857; 66
5; 30.6122; 66
6; 24.4898; 66
7; 6.12245; 66
8; 6.12245; 66
9; 0; 66
10; 0; 66
11; 0; 66
12; 0; 66
13; 0; 66
14; 0; 66
15; 0; 66
16; 0; 66
17; 0; 66
18; 0; 66
19; 0; 66
20; 0; 66
21; 0; 66
22; 0; 66
23; 0; 66
24; 0; 66
25; 0; 66
26; 0; 66
27; 0; 66
28; 0; 66
29; 0; 66
30; 0; 66
31; 0; 66
32; 0; 66
33; 0; 66
34; 0; 66
35; 0; 66
36; 0; 66
37; 0; 66
38; 0; 66
39; 0; 66
40; 0; 66
41; 0; 66
42; 0; 66
43; 0; 66
44; 0; 66
45; 0; 66
46; 0; 66
47; 0; 66
48; 0; 66
0; 0; 67
1; 0; 67
2; 2.04082; 67
3; 4.08163; 67
4; 16.3265; 67
5; 22.449; 67
6; 16.3265; 67
7; 28.5714; 67
8; 8.16327; 67
9; 0; 67
10; 0; 67
11; 2.04082; 67
12; 0; 67
13; 0; 67
14; 0; 67
15; 0; 67
16; 0; 67
17; 0; 67
18; 0; 67
19; 0; 67
20; 0; 67
21; 0; 67
22; 0; 67
23; 0; 67
24; 0; 67
25; 0; 67
26; 0; 67
27; 0; 67
28; 0; 67
29; 0; 67
30; 0; 67
31; 0; 67
32; 0; 67
33; 0; 67
34; 0; 67
35; 0; 67
36; 0; 67
37; 0; 67
38; 0; 67
39; 0; 67
40; 0; 67
41; 0; 67
42; 0; 67
43; 0; 67
44; 0; 67
45; 0; 67
46; 0; 67
47; 0; 67
48; 0; 67
0; 0; 68
1; 0; 68
2; 2.04082; 68
3; 2.04082; 68
4; 10.2041; 68
5; 14.2857; 68
6; 24.4898; 68
7; 24.4898; 68
8; 12.2449; 68
9; 8.16327; 68
10; 2.04082; 68
11; 0; 68
12; 0; 68
13; 0; 68
14; 0; 68
15; 0; 68
16; 0; 68
17; 0; 68
18; 0; 68
19; 0; 68
20; 0; 68
21; 0; 68
22; 0; 68
23; 0; 68
24; 0; 68
25; 0; 68
26; 0; 68
27; 0; 68
28; 0; 68
29; 0; 68
30; 0; 68
31; 0; 68
32; 0; 68
33; 0; 68
34; 0; 68
35; 0; 68
36; 0; 68
37; 0; 68
38; 0; 68
39; 0; 68
40; 0; 68
41; 0; 68
42; 0; 68
43; 0; 68
44; 0; 68
45; 0; 68
46; 0; 68
47; 0; 68
48; 0; 68
0; 0; 69
1; 0; 69
2; 10.2041; 69
3; 12.2449; 69
4; 36.7347; 69
5; 24.4898; 69
6; 12.2449; 69
7; 4.08163; 69
8; 0; 69
9; 0; 69
10; 0; 69
11; 0; 69
12; 0; 69
13; 0; 69
14; 0; 69
15; 0; 69
16; 0; 69
17; 0; 69
18; 0; 69
19; 0; 69
20; 0; 69
21; 0; 69
22; 0; 69
23; 0; 69
24; 0; 69
25; 0; 69
26; 0; 69
27; 0; 69
28; 0; 69
29; 0; 69
30; 0; 69
31; 0; 69
32; 0; 69
33; 0; 69
34; 0; 69
35; 0; 69
36; 0; 69
37; 0; 69
38; 0; 69
39; 0; 69
40; 0; 69
41; 0; 69
42; 0; 69
43; 0; 69
44; 0; 69
45; 0; 69
46; 0; 69
47; 0; 69
48; 0; 69
0; 0; 70
1; 0; 70
2; 2.04082; 70
3; 4.08163; 70
4; 20.4082; 70
5; 14.2857; 70
6; 24.4898; 70
7; 20.4082; 70
8; 6.12245; 70
9; 4.08163; 70
10; 2.04082; 70
11; 0; 70
12; 2.04082; 70
13; 0; 70
14; 0; 70
15; 0; 70
16; 0; 70
17; 0; 70
18; 0; 70
19; 0; 70
20; 0; 70
21; 0; 70
22; 0; 70
23; 0; 70
24; 0; 70
25; 0; 70
26; 0; 70
27; 0; 70
28; 0; 70
29; 0; 70
30; 0; 70
31; 0; 70
32; 0; 70
33; 0; 70
34; 0; 70
35; 0; 70
36; 0; 70
37; 0; 70
38; 0; 70
39; 0; 70
40; 0; 70
41; 0; 70
42; 0; 70
43; 0; 70
44; 0; 70
45; 0; 70
46; 0; 70
47; 0; 70
48; 0; 70
0; 0; 71
1; 0; 71
2; 0; 71
3; 0; 71
4; 4.08163; 71
5; 20.4082; 71
6; 20.4082; 71
7; 18.3673; 71
8; 20.4082; 71
9; 8.16327; 71
10; 6.12245; 71
11; 2.04082; 71
12; 0; 71
13; 0; 71
14; 0; 71
15; 0; 71
16; 0; 71
17; 0; 71
18; 0; 71
19; 0; 71
20; 0; 71
21; 0; 71
22; 0; 71
23; 0; 71
24; 0; 71
25; 0; 71
26; 0; 71
27; 0; 71
28; 0; 71
29; 0; 71
30; 0; 71
31; 0; 71
32; 0; 71
33; 0; 71
34; 0; 71
35; 0; 71
36; 0; 71
37; 0; 71
38; 0; 71
39; 0; 71
40; 0; 71
41; 0; 71
42; 0; 71
43; 0; 71
44; 0; 71
45; 0; 71
46; 0; 71
47; 0; 71
48; 0; 71
0; 0; 72
1; 0; 72
2; 4.08163; 72
3; 10.2041; 72
4; 18.3673; 72
5; 24.4898; 72
6; 10.2041; 72
7; 16.3265; 72
8; 4.08163; 72
9; 10.2041; 72
10; 2.04082; 72
11; 0; 72
12; 0; 72
13; 0; 72
14; 0; 72
15; 0; 72
16; 0; 72
17; 0; 72
18; 0; 72
19; 0; 72
20; 0; 72
21; 0; 72
22; 0; 72
23; 0; 72
24; 0; 72
25; 0; 72
26; 0; 72
27; 0; 72
28; 0; 72
29; 0; 72
30; 0; 72
31; 0; 72
32; 0; 72
33; 0; 72
34; 0; 72
35; 0; 72
36; 0; 72
37; 0; 72
38; 0; 72
39; 0; 72
40; 0; 72
41; 0; 72
42; 0; 72
43; 0; 72
44; 0; 72
45; 0; 72
46; 0; 72
47; 0; 72
48; 0; 72
0; 0; 73
1; 0; 73
2; 0; 73
3; 4.08163; 73
4; 2.04082; 73
5; 8.16327; 73
6; 22.449; 73
7; 24.4898; 73
8; 14.2857; 73
9; 6.12245; 73
10; 10.2041; 73
11; 6.12245; 73
12; 0; 73
13; 0; 73
14; 2.04082; 73
15; 0; 73
16; 0; 73
17; 0; 73
18; 0; 73
19; 0; 73
20; 0; 73
21; 0; 73
22; 0; 73
23; 0; 73
24; 0; 73
25; 0; 73
26; 0; 73
27; 0; 73
28; 0; 73
29; 0; 73
30; 0; 73
31; 0; 73
32; 0; 73
33; 0; 73
34; 0; 73
35; 0; 73
36; 0; 73
37; 0; 73
38; 0; 73
39; 0; 73
40; 0; 73
41; 0; 73
42; 0; 73
43; 0; 73
44; 0; 73
45; 0; 73
46; 0; 73
47; 0; 73
48; 0; 73
0; 0; 74
1; 4.08163; 74
2; 2.04082; 74
3; 28.5714; 74
4; 24.4898; 74
5; 24.4898; 74
6; 14.2857; 74
7; 2.04082; 74
8; 0; 74
9; 0; 74
10; 0; 74
11; 0; 74
12; 0; 74
13; 0; 74
14; 0; 74
15; 0; 74
16; 0; 74
17; 0; 74
18; 0; 74
19; 0; 74
20; 0; 74
21; 0; 74
22; 0; 74
23; 0; 74
24; 0; 74
25; 0; 74
26; 0; 74
27; 0; 74
28; 0; 74
29; 0; 74
30; 0; 74
31; 0; 74
32; 0; 74
33; 0; 74
34; 0; 74
35; 0; 74
36; 0; 74
37; 0; 74
38; 0; 74
39; 0; 74
40; 0; 74
41; 0; 74
42; 0; 74
43; 0; 74
44; 0; 74
45; 0; 74
46; 0; 74
47; 0; 74
48; 0; 74
0; 0; 75
1; 0; 75
2; 2.04082; 75
3; 10.2041; 75
4; 10.2041; 75
5; 22.449; 75
6; 24.4898; 75
7; 18.3673; 75
8; 4.08163; 75
9; 6.12245; 75
10; 2.04082; 75
11; 0; 75
12; 0; 75
13; 0; 75
14; 0; 75
15; 0; 75
16; 0; 75
17; 0; 75
18; 0; 75
19; 0; 75
20; 0; 75
21; 0; 75
22; 0; 75
23; 0; 75
24; 0; 75
25; 0; 75
26; 0; 75
27; 0; 75
28; 0; 75
29; 0; 75
30; 0; 75
31; 0; 75
32; 0; 75
33; 0; 75
34; 0; 75
35; 0; 75
36; 0; 75
37; 0; 75
38; 0; 75
39; 0; 75
40; 0; 75
41; 0; 75
42; 0; 75
43; 0; 75
44; 0; 75
45; 0; 75
46; 0; 75
47; 0; 75
48; 0; 75
0; 0; 76
1; 0; 76
2; 0; 76
3; 6.12245; 76
4; 14.2857; 76
5; 20.4082; 76
6; 30.6122; 76
7; 12.2449; 76
8; 10.2041; 76
9; 4.08163; 76
10; 2.04082; 76
11; 0; 76
12; 0; 76
13; 0; 76
14; 0; 76
15; 0; 76
16; 0; 76
17; 0; 76
18; 0; 76
19; 0; 76
20; 0; 76
21; 0; 76
22; 0; 76
23; 0; 76
24; 0; 76
25; 0; 76
26; 0; 76
27; 0; 76
28; 0; 76
29; 0; 76
30; 0; 76
31; 0; 76
32; 0; 76
33; 0; 76
34; 0; 76
35; 0; 76
36; 0; 76
37; 0; 76
38; 0; 76
39; 0; 76
40; 0; 76
41; 0; 76
42; 0; 76
43; 0; 76
44; 0; 76
45; 0; 76
46; 0; 76
47; 0; 76
48; 0; 76
0; 0; 77
1; 0; 77
2; 2.04082; 77
3; 4.08163; 77
4; 6.12245; 77
5; 12.2449; 77
6; 28.5714; 77
7; 12.2449; 77
8; 12.2449; 77
9; 16.3265; 77
10; 6.12245; 77
11; 0; 77
12; 0; 77
13; 0; 77
14; 0; 77
15; 0; 77
16; 0; 77
17; 0; 77
18; 0; 77
19; 0; 77
20; 0; 77
21; 0; 77
22; 0; 77
23; 0; 77
24; 0; 77
25; 0; 77
26; 0; 77
27; 0; 77
28; 0; 77
29; 0; 77
30; 0; 77
31; 0; 77
32; 0; 77
33; 0; 77
34; 0; 77
35; 0; 77
36; 0; 77
37; 0; 77
38; 0; 77
39; 0; 77
40; 0; 77
41; 0; 77
42; 0; 77
43; 0; 77
44; 0; 77
45; 0; 77
46; 0; 77
47; 0; 77
48; 0; 77
0; 0; 78
1; 0; 78
2; 2.04082; 78
3; 2.04082; 78
4; 14.2857; 78
5; 16.3265; 78
6; 14.2857; 78
7; 20.4082; 78
8; 18.3673; 78
9; 8.16327; 78
10; 2.04082; 78
11; 2.04082; 78
12; 0; 78
13; 0; 78
14; 0; 78
15; 0; 78
16; 0; 78
17; 0; 78
18; 0; 78
19; 0; 78
20; 0; 78
21; 0; 78
22; 0; 78
23; 0; 78
24; 0; 78
25; 0; 78
26; 0; 78
27; 0; 78
28; 0; 78
29; 0; 78
30; 0; 78
31; 0; 78
32; 0; 78
33; 0; 78
34; 0; 78
35; 0; 78
36; 0; 78
37; 0; 78
38; 0; 78
39; 0; 78
40; 0; 78
41; 0; 78
42; 0; 78
43; 0; 78
44; 0; 78
45; 0; 78
46; 0; 78
47; 0; 78
48; 0; 78
0; 0; 79
1; 0; 79
2; 0; 79
3; 0; 79
4; 4.08163; 79
5; 8.16327; 79
6; 4.08163; 79
7; 26.5306; 79
8; 22.449; 79
9; 12.2449; 79
10; 8.16327; 79
11; 10.2041; 79
12; 2.04082; 79
13; 0; 79
14; 2.04082; 79
15; 0; 79
16; 0; 79
17; 0; 79
18; 0; 79
19; 0; 79
20; 0; 79
21; 0; 79
22; 0; 79
23; 0; 79
24; 0; 79
25; 0; 79
26; 0; 79
27; 0; 79
28; 0; 79
29; 0; 79
30; 0; 79
31; 0; 79
32; 0; 79
33; 0; 79
34; 0; 79
35; 0; 79
36; 0; 79
37; 0; 79
38; 0; 79
39; 0; 79
40; 0; 79
41; 0; 79
42; 0; 79
43; 0; 79
44; 0; 79
45; 0; 79
46; 0; 79
47; 0; 79
48; 0; 79
0; 0; 80
1; 0; 80
2; 0; 80
3; 0; 80
4; 6.12245; 80
5; 22.449; 80
6; 34.6939; 80
7; 10.2041; 80
8; 18.3673; 80
9; 8.16327; 80
10; 0; 80
11; 0; 80
12; 0; 80
13; 0; 80
14; 0; 80
15; 0; 80
16; 0; 80
17; 0; 80
18; 0; 80
19; 0; 80
20; 0; 80
21; 0; 80
22; 0; 80
23; 0; 80
24; 0; 80
25; 0; 80
26; 0; 80
27; 0; 80
28; 0; 80
29; 0; 80
30; 0; 80
31; 0; 80
32; 0; 80
33; 0; 80
34; 0; 80
35; 0; 80
36; 0; 80
37; 0; 80
38; 0; 80
39; 0; 80
40; 0; 80
41; 0; 80
42; 0; 80
43; 0; 80
44; 0; 80
45; 0; 80
46; 0; 80
47; 0; 80
48; 0; 80
0; 0; 81
1; 0; 81
2; 0; 81
3; 0; 81
4; 0; 81
5; 6.12245; 81
6; 18.3673; 81
7; 32.6531; 81
8; 16.3265; 81
9; 18.3673; 81
10; 4.08163; 81
11; 2.04082; 81
12; 0; 81
13; 2.04082; 81
14; 0; 81
15; 0; 81
16; 0; 81
17; 0; 81
18; 0; 81
19; 0; 81
20; 0; 81
21; 0; 81
22; 0; 81
23; 0; 81
24; 0; 81
25; 0; 81
26; 0; 81
27; 0; 81
28; 0; 81
29; 0; 81
30; 0; 81
31; 0; 81
32; 0; 81
33; 0; 81
34; 0; 81
35; 0; 81
36; 0; 81
37; 0; 81
38; 0; 81
39; 0; 81
40; 0; 81
41; 0; 81
42; 0; 81
43; 0; 81
44; 0; 81
45; 0; 81
46; 0; 81
47; 0; 81
48; 0; 81
0; 0; 82
1; 0; 82
2; 0; 82
3; 2.04082; 82
4; 8.16327; 82
5; 8.16327; 82
6; 20.4082; 82
7; 36.7347; 82
8; 8.16327; 82
9; 14.2857; 82
10; 2.04082; 82
11; 0; 82
12; 0; 82
13; 0; 82
14; 0; 82
15; 0; 82
16; 0; 82
17; 0; 82
18; 0; 82
19; 0; 82
20; 0; 82
21; 0; 82
22; 0; 82
23; 0; 82
24; 0; 82
25; 0; 82
26; 0; 82
27; 0; 82
28; 0; 82
29; 0; 82
30; 0; 82
31; 0; 82
32; 0; 82
33; 0; 82
34; 0; 82
35; 0; 82
36; 0; 82
37; 0; 82
38; 0; 82
39; 0; 82
40; 0; 82
41; 0; 82
42; 0; 82
43; 0; 82
44; 0; 82
45; 0; 82
46; 0; 82
47; 0; 82
48; 0; 82
0; 0; 83
1; 0; 83
2; 0; 83
3; 4.08163; 83
4; 14.2857; 83
5; 12.2449; 83
6; 26.5306; 83
7; 14.2857; 83
8; 8.16327; 83
9; 10.2041; 83
10; 10.2041; 83
11; 0; 83
12; 0; 83
13; 0; 83
14; 0; 83
15; 0; 83
16; 0; 83
17; 0; 83
18; 0; 83
19; 0; 83
20; 0; 83
21; 0; 83
22; 0; 83
23; 0; 83
24; 0; 83
25; 0; 83
26; 0; 83
27; 0; 83
28; 0; 83
29; 0; 83
30; 0; 83
31; 0; 83
32; 0; 83
33; 0; 83
34; 0; 83
35; 0; 83
36; 0; 83
37; 0; 83
38; 0; 83
39; 0; 83
40; 0; 83
41; 0; 83
42; 0; 83
43; 0; 83
44; 0; 83
45; 0; 83
46; 0; 83
47; 0; 83
48; 0; 83
0; 0; 84
1; 0; 84
2; 10.2041; 84
3; 18.3673; 84
4; 30.6122; 84
5; 18.3673; 84
6; 10.2041; 84
7; 4.08163; 84
8; 4.08163; 84
9; 4.08163; 84
10; 0; 84
11; 0; 84
12; 0; 84
13; 0; 84
14; 0; 84
15; 0; 84
16; 0; 84
17; 0; 84
18; 0; 84
19; 0; 84
20; 0; 84
21; 0; 84
22; 0; 84
23; 0; 84
24; 0; 84
25; 0; 84
26; 0; 84
27; 0; 84
28; 0; 84
29; 0; 84
30; 0; 84
31; 0; 84
32; 0; 84
33; 0; 84
34; 0; 84
35; 0; 84
36; 0; 84
37; 0; 84
38; 0; 84
39; 0; 84
40; 0; 84
41; 0; 84
42; 0; 84
43; 0; 84
44; 0; 84
45; 0; 84
46; 0; 84
47; 0; 84
48; 0; 84
0; 0; 85
1; 0; 85
2; 2.04082; 85
3; 8.16327; 85
4; 8.16327; 85
5; 12.2449; 85
6; 32.6531; 85
7; 18.3673; 85
8; 8.16327; 85
9; 8.16327; 85
10; 0; 85
11; 2.04082; 85
12; 0; 85
13; 0; 85
14; 0; 85
15; 0; 85
16; 0; 85
17; 0; 85
18; 0; 85
19; 0; 85
20; 0; 85
21; 0; 85
22; 0; 85
23; 0; 85
24; 0; 85
25; 0; 85
26; 0; 85
27; 0; 85
28; 0; 85
29; 0; 85
30; 0; 85
31; 0; 85
32; 0; 85
33; 0; 85
34; 0; 85
35; 0; 85
36; 0; 85
37; 0; 85
38; 0; 85
39; 0; 85
40; 0; 85
41; 0; 85
42; 0; 85
43; 0; 85
44; 0; 85
45; 0; 85
46; 0; 85
47; 0; 85
48; 0; 85
0; 0; 86
1; 0; 86
2; 0; 86
3; 0; 86
4; 8.16327; 86
5; 4.08163; 86
6; 24.4898; 86
7; 24.4898; 86
8; 16.3265; 86
9; 6.12245; 86
10; 6.12245; 86
11; 8.16327; 86
12; 2.04082; 86
13; 0; 86
14; 0; 86
15; 0; 86
16; 0; 86
17; 0; 86
18; 0; 86
19; 0; 86
20; 0; 86
21; 0; 86
22; 0; 86
23; 0; 86
24; 0; 86
25; 0; 86
26; 0; 86
27; 0; 86
28; 0; 86
29; 0; 86
30; 0; 86
31; 0; 86
32; 0; 86
33; 0; 86
34; 0; 86
35; 0; 86
36; 0; 86
37; 0; 86
38; 0; 86
39; 0; 86
40; 0; 86
41; 0; 86
42; 0; 86
43; 0; 86
44; 0; 86
45; 0; 86
46; 0; 86
47; 0; 86
48; 0; 86
0; 0; 87
1; 0; 87
2; 0; 87
3; 12.2449; 87
4; 22.449; 87
5; 38.7755; 87
6; 22.449; 87
7; 4.08163; 87
8; 0; 87
9; 0; 87
10; 0; 87
11; 0; 87
12; 0; 87
13; 0; 87
14; 0; 87
15; 0; 87
16; 0; 87
17; 0; 87
18; 0; 87
19; 0; 87
20; 0; 87
21; 0; 87
22; 0; 87
23; 0; 87
24; 0; 87
25; 0; 87
26; 0; 87
27; 0; 87
28; 0; 87
29; 0; 87
30; 0; 87
31; 0; 87
32; 0; 87
33; 0; 87
34; 0; 87
35; 0; 87
36; 0; 87
37; 0; 87
38; 0; 87
39; 0; 87
40; 0; 87
41; 0; 87
42; 0; 87
43; 0; 87
44; 0; 87
45; 0; 87
46; 0; 87
47; 0; 87
48; 0; 87
0; 0; 88
1; 0; 88
2; 0; 88
3; 8.16327; 88
4; 4.08163; 88
5; 8.16327; 88
6; 26.5306; 88
7; 18.3673; 88
8; 12.2449; 88
9; 14.2857; 88
10; 6.12245; 88
11; 2.04082; 88
12; 0; 88
13; 0; 88
14; 0; 88
15; 0; 88
16; 0; 88
17; 0; 88
18; 0; 88
19; 0; 88
20; 0; 88
21; 0; 88
22; 0; 88
23; 0; 88
24; 0; 88
25; 0; 88
26; 0; 88
27; 0; 88
28; 0; 88
29; 0; 88
30; 0; 88
31; 0; 88
32; 0; 88
33; 0; 88
34; 0; 88
35; 0; 88
36; 0; 88
37; 0; 88
38; 0; 88
39; 0; 88
40; 0; 88
41; 0; 88
42; 0; 88
43; 0; 88
44; 0; 88
45; 0; 88
46; 0; 88
47; 0; 88
48; 0; 88
0; 0; 89
1; 0; 89
2; 0; 89
3; 2.04082; 89
4; 4.08163; 89
5; 10.2041; 89
6; 26.5306; 89
7; 24.4898; 89
8; 18.3673; 89
9; 10.2041; 89
10; 4.08163; 89
11; 0; 89
12; 0; 89
13; 0; 89
14; 0; 89
15; 0; 89
16; 0; 89
17; 0; 89
18; 0; 89
19; 0; 89
20; 0; 89
21; 0; 89
22; 0; 89
23; 0; 89
24; 0; 89
25; 0; 89
26; 0; 89
27; 0; 89
28; 0; 89
29; 0; 89
30; 0; 89
31; 0; 89
32; 0; 89
33; 0; 89
34; 0; 89
35; 0; 89
36; 0; 89
37; 0; 89
38; 0; 89
39; 0; 89
40; 0; 89
41; 0; 89
42; 0; 89
43; 0; 89
44; 0; 89
45; 0; 89
46; 0; 89
47; 0; 89
48; 0; 89
0; 0; 90
1; 0; 90
2; 0; 90
3; 0; 90
4; 0; 90
5; 6.12245; 90
6; 8.16327; 90
7; 12.2449; 90
8; 16.3265; 90
9; 32.6531; 90
10; 20.4082; 90
11; 2.04082; 90
12; 2.04082; 90
13; 0; 90
14; 0; 90
15; 0; 90
16; 0; 90
17; 0; 90
18; 0; 90
19; 0; 90
20; 0; 90
21; 0; 90
22; 0; 90
23; 0; 90
24; 0; 90
25; 0; 90
26; 0; 90
27; 0; 90
28; 0; 90
29; 0; 90
30; 0; 90
31; 0; 90
32; 0; 90
33; 0; 90
34; 0; 90
35; 0; 90
36; 0; 90
37; 0; 90
38; 0; 90
39; 0; 90
40; 0; 90
41; 0; 90
42; 0; 90
43; 0; 90
44; 0; 90
45; 0; 90
46; 0; 90
47; 0; 90
48; 0; 90
0; 0; 91
1; 0; 91
2; 0; 91
3; 2.04082; 91
4; 14.2857; 91
5; 18.3673; 91
6; 22.449; 91
7; 22.449; 91
8; 8.16327; 91
9; 6.12245; 91
10; 6.12245; 91
11; 0; 91
12; 0; 91
13; 0; 91
14; 0; 91
15; 0; 91
16; 0; 91
17; 0; 91
18; 0; 91
19; 0; 91
20; 0; 91
21; 0; 91
22; 0; 91
23; 0; 91
24; 0; 91
25; 0; 91
26; 0; 91
27; 0; 91
28; 0; 91
29; 0; 91
30; 0; 91
31; 0; 91
32; 0; 91
33; 0; 91
34; 0; 91
35; 0; 91
36; 0; 91
37; 0; 91
38; 0; 91
39; 0; 91
40; 0; 91
41; 0; 91
42; 0; 91
43; 0; 91
44; 0; 91
45; 0; 91
46; 0; 91
47; 0; 91
48; 0; 91
0; 0; 92
1; 0; 92
2; 0; 92
3; 0; 92
4; 6.12245; 92
5; 20.4082; 92
6; 10.2041; 92
7; 26.5306; 92
8; 16.3265; 92
9; 18.3673; 92
10; 2.04082; 92
11; 0; 92
12; 0; 92
13; 0; 92
14; 0; 92
15; 0; 92
16; 0; 92
17; 0; 92
18; 0; 92
19; 0; 92
20; 0; 92
21; 0; 92
22; 0; 92
23; 0; 92
24; 0; 92
25; 0; 92
26; 0; 92
27; 0; 92
28; 0; 92
29; 0; 92
30; 0; 92
31; 0; 92
32; 0; 92
33; 0; 92
34; 0; 92
35; 0; 92
36; 0; 92
37; 0; 92
38; 0; 92
39; 0; 92
40; 0; 92
41; 0; 92
42; 0; 92
43; 0; 92
44; 0; 92
45; 0; 92
46; 0; 92
47; 0; 92
48; 0; 92
0; 0; 93
1; 0; 93
2; 2.04082; 93
3; 0; 93
4; 4.08163; 93
5; 12.2449; 93
6; 26.5306; 93
7; 14.2857; 93
8; 20.4082; 93
9; 12.2449; 93
10; 4.08163; 93
11; 4.08163; 93
12; 0; 93
13; 0; 93
14; 0; 93
15; 0; 93
16; 0; 93
17; 0; 93
18; 0; 93
19; 0; 93
20; 0; 93
21; 0; 93
22; 0; 93
23; 0; 93
24; 0; 93
25; 0; 93
26; 0; 93
27; 0; 93
28; 0; 93
29; 0; 93
30; 0; 93
31; 0; 93
32; 0; 93
33; 0; 93
34; 0; 93
35; 0; 93
36; 0; 93
37; 0; 93
38; 0; 93
39; 0; 93
40; 0; 93
41; 0; 93
42; 0; 93
43; 0; 93
44; 0; 93
45; 0; 93
46; 0; 93
47; 0; 93
48; 0; 93
0; 0; 94
1; 0; 94
2; 0; 94
3; 4.08163; 94
4; 4.08163; 94
5; 8.16327; 94
6; 16.3265; 94
7; 26.5306; 94
8; 18.3673; 94
9; 10.2041; 94
10; 6.12245; 94
11; 6.12245; 94
12; 0; 94
13; 0; 94
14; 0; 94
15; 0; 94
16; 0; 94
17; 0; 94
18; 0; 94
19; 0; 94
20; 0; 94
21; 0; 94
22; 0; 94
23; 0; 94
24; 0; 94
25; 0; 94
26; 0; 94
27; 0; 94
28; 0; 94
29; 0; 94
30; 0; 94
31; 0; 94
32; 0; 94
33; 0; 94
34; 0; 94
35; 0; 94
36; 0; 94
37; 0; 94
38; 0; 94
39; 0; 94
40; 0; 94
41; 0; 94
42; 0; 94
43; 0; 94
44; 0; 94
45; 0; 94
46; 0; 94
47; 0; 94
48; 0; 94
0; 0; 95
1; 0; 95
2; 2.04082; 95
3; 0; 95
4; 2.04082; 95
5; 16.3265; 95
6; 26.5306; 95
7; 16.3265; 95
8; 14.2857; 95
9; 10.2041; 95
10; 8.16327; 95
11; 2.04082; 95
12; 0; 95
13; 2.04082; 95
14; 0; 95
15; 0; 95
16; 0; 95
17; 0; 95
18; 0; 95
19; 0; 95
20; 0; 95
21; 0; 95
22; 0; 95
23; 0; 95
24; 0; 95
25; 0; 95
26; 0; 95
27; 0; 95
28; 0; 95
29; 0; 95
30; 0; 95
31; 0; 95
32; 0; 95
33; 0; 95
34; 0; 95
35; 0; 95
36; 0; 95
37; 0; 95
38; 0; 95
39; 0; 95
40; 0; 95
41; 0; 95
42; 0; 95
43; 0; 95
44; 0; 95
45; 0; 95
46; 0; 95
47; 0; 95
48; 0; 95
0; 0; 96
1; 0; 96
2; 0; 96
3; 2.04082; 96
4; 6.12245; 96
5; 12.2449; 96
6; 26.5306; 96
7; 14.2857; 96
8; 16.3265; 96
