### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; hdDist; param
24; 0; 30
25; 0; 30
26; 0; 30
27; 0; 30
28; 0; 30
29; 0; 30
30; 0; 30
31; 0; 30
32; 0; 30
33; 0; 30
34; 0; 30
35; 0; 30
36; 0; 30
37; 0; 30
38; 0; 30
39; 0; 30
40; 0; 30
41; 0; 30
42; 0; 30
43; 0; 30
44; 0; 30
45; 0; 30
46; 0; 30
47; 0; 30
48; 0; 30
0; 0; 31
1; 0; 31
2; 0; 31
3; 2.04082; 31
4; 14.2857; 31
5; 18.3673; 31
6; 26.5306; 31
7; 20.4082; 31
8; 10.2041; 31
9; 4.08163; 31
10; 4.08163; 31
11; 0; 31
12; 0; 31
13; 0; 31
14; 0; 31
15; 0; 31
16; 0; 31
17; 0; 31
18; 0; 31
19; 0; 31
20; 0; 31
21; 0; 31
22; 0; 31
23; 0; 31
24; 0; 31
25; 0; 31
26; 0; 31
27; 0; 31
28; 0; 31
29; 0; 31
30; 0; 31
31; 0; 31
32; 0; 31
33; 0; 31
34; 0; 31
35; 0; 31
36; 0; 31
37; 0; 31
38; 0; 31
39; 0; 31
40; 0; 31
41; 0; 31
42; 0; 31
43; 0; 31
44; 0; 31
45; 0; 31
46; 0; 31
47; 0; 31
48; 0; 31
0; 0; 32
1; 0; 32
2; 0; 32
3; 0; 32
4; 4.08163; 32
5; 10.2041; 32
6; 28.5714; 32
7; 30.6122; 32
8; 16.3265; 32
9; 6.12245; 32
10; 4.08163; 32
11; 0; 32
12; 0; 32
13; 0; 32
14; 0; 32
15; 0; 32
16; 0; 32
17; 0; 32
18; 0; 32
19; 0; 32
20; 0; 32
21; 0; 32
22; 0; 32
23; 0; 32
24; 0; 32
25; 0; 32
26; 0; 32
27; 0; 32
28; 0; 32
29; 0; 32
30; 0; 32
31; 0; 32
32; 0; 32
33; 0; 32
34; 0; 32
35; 0; 32
36; 0; 32
37; 0; 32
38; 0; 32
39; 0; 32
40; 0; 32
41; 0; 32
42; 0; 32
43; 0; 32
44; 0; 32
45; 0; 32
46; 0; 32
47; 0; 32
48; 0; 32
0; 0; 33
1; 0; 33
2; 6.12245; 33
3; 4.08163; 33
4; 8.16327; 33
5; 22.449; 33
6; 16.3265; 33
7; 14.2857; 33
8; 16.3265; 33
9; 8.16327; 33
10; 4.08163; 33
11; 0; 33
12; 0; 33
13; 0; 33
14; 0; 33
15; 0; 33
16; 0; 33
17; 0; 33
18; 0; 33
19; 0; 33
20; 0; 33
21; 0; 33
22; 0; 33
23; 0; 33
24; 0; 33
25; 0; 33
26; 0; 33
27; 0; 33
28; 0; 33
29; 0; 33
30; 0; 33
31; 0; 33
32; 0; 33
33; 0; 33
34; 0; 33
35; 0; 33
36; 0; 33
37; 0; 33
38; 0; 33
39; 0; 33
40; 0; 33
41; 0; 33
42; 0; 33
43; 0; 33
44; 0; 33
45; 0; 33
46; 0; 33
47; 0; 33
48; 0; 33
0; 0; 34
1; 0; 34
2; 0; 34
3; 0; 34
4; 4.08163; 34
5; 12.2449; 34
6; 20.4082; 34
7; 22.449; 34
8; 22.449; 34
9; 12.2449; 34
10; 4.08163; 34
11; 2.04082; 34
12; 0; 34
13; 0; 34
14; 0; 34
15; 0; 34
16; 0; 34
17; 0; 34
18; 0; 34
19; 0; 34
20; 0; 34
21; 0; 34
22; 0; 34
23; 0; 34
24; 0; 34
25; 0; 34
26; 0; 34
27; 0; 34
28; 0; 34
29; 0; 34
30; 0; 34
31; 0; 34
32; 0; 34
33; 0; 34
34; 0; 34
35; 0; 34
36; 0; 34
37; 0; 34
38; 0; 34
39; 0; 34
40; 0; 34
41; 0; 34
42; 0; 34
43; 0; 34
44; 0; 34
45; 0; 34
46; 0; 34
47; 0; 34
48; 0; 34
0; 0; 35
1; 0; 35
2; 0; 35
3; 4.08163; 35
4; 4.08163; 35
5; 14.2857; 35
6; 22.449; 35
7; 14.2857; 35
8; 26.5306; 35
9; 12.2449; 35
10; 0; 35
11; 0; 35
12; 2.04082; 35
13; 0; 35
14; 0; 35
15; 0; 35
16; 0; 35
17; 0; 35
18; 0; 35
19; 0; 35
20; 0; 35
21; 0; 35
22; 0; 35
23; 0; 35
24; 0; 35
25; 0; 35
26; 0; 35
27; 0; 35
28; 0; 35
29; 0; 35
30; 0; 35
31; 0; 35
32; 0; 35
33; 0; 35
34; 0; 35
35; 0; 35
36; 0; 35
37; 0; 35
38; 0; 35
39; 0; 35
40; 0; 35
41; 0; 35
42; 0; 35
43; 0; 35
44; 0; 35
45; 0; 35
46; 0; 35
47; 0; 35
48; 0; 35
0; 0; 36
1; 0; 36
2; 0; 36
3; 2.04082; 36
4; 10.2041; 36
5; 8.16327; 36
6; 16.3265; 36
7; 28.5714; 36
8; 16.3265; 36
9; 8.16327; 36
10; 6.12245; 36
11; 0; 36
12; 4.08163; 36
13; 0; 36
14; 0; 36
15; 0; 36
16; 0; 36
17; 0; 36
18; 0; 36
19; 0; 36
20; 0; 36
21; 0; 36
22; 0; 36
23; 0; 36
24; 0; 36
25; 0; 36
26; 0; 36
27; 0; 36
28; 0; 36
29; 0; 36
30; 0; 36
31; 0; 36
32; 0; 36
33; 0; 36
34; 0; 36
35; 0; 36
36; 0; 36
37; 0; 36
38; 0; 36
39; 0; 36
40; 0; 36
41; 0; 36
42; 0; 36
43; 0; 36
44; 0; 36
45; 0; 36
46; 0; 36
47; 0; 36
48; 0; 36
0; 0; 37
1; 0; 37
2; 0; 37
3; 6.12245; 37
4; 16.3265; 37
5; 22.449; 37
6; 22.449; 37
7; 20.4082; 37
8; 4.08163; 37
9; 8.16327; 37
10; 0; 37
11; 0; 37
12; 0; 37
13; 0; 37
14; 0; 37
15; 0; 37
16; 0; 37
17; 0; 37
18; 0; 37
19; 0; 37
20; 0; 37
21; 0; 37
22; 0; 37
23; 0; 37
24; 0; 37
25; 0; 37
26; 0; 37
27; 0; 37
28; 0; 37
29; 0; 37
30; 0; 37
31; 0; 37
32; 0; 37
33; 0; 37
34; 0; 37
35; 0; 37
36; 0; 37
37; 0; 37
38; 0; 37
39; 0; 37
40; 0; 37
41; 0; 37
42; 0; 37
43; 0; 37
44; 0; 37
45; 0; 37
46; 0; 37
47; 0; 37
48; 0; 37
0; 0; 38
1; 0; 38
2; 0; 38
3; 4.08163; 38
4; 14.2857; 38
5; 12.2449; 38
6; 26.5306; 38
7; 12.2449; 38
8; 12.2449; 38
9; 12.2449; 38
10; 4.08163; 38
11; 2.04082; 38
12; 0; 38
13; 0; 38
14; 0; 38
15; 0; 38
16; 0; 38
17; 0; 38
18; 0; 38
19; 0; 38
20; 0; 38
21; 0; 38
22; 0; 38
23; 0; 38
24; 0; 38
25; 0; 38
26; 0; 38
27; 0; 38
28; 0; 38
29; 0; 38
30; 0; 38
31; 0; 38
32; 0; 38
33; 0; 38
34; 0; 38
35; 0; 38
36; 0; 38
37; 0; 38
38; 0; 38
39; 0; 38
40; 0; 38
41; 0; 38
42; 0; 38
43; 0; 38
44; 0; 38
45; 0; 38
46; 0; 38
47; 0; 38
48; 0; 38
0; 0; 39
1; 0; 39
2; 0; 39
3; 2.04082; 39
4; 10.2041; 39
5; 14.2857; 39
6; 18.3673; 39
7; 30.6122; 39
8; 14.2857; 39
9; 4.08163; 39
10; 2.04082; 39
11; 2.04082; 39
12; 0; 39
13; 0; 39
14; 2.04082; 39
15; 0; 39
16; 0; 39
17; 0; 39
18; 0; 39
19; 0; 39
20; 0; 39
21; 0; 39
22; 0; 39
23; 0; 39
24; 0; 39
25; 0; 39
26; 0; 39
27; 0; 39
28; 0; 39
29; 0; 39
30; 0; 39
31; 0; 39
32; 0; 39
33; 0; 39
34; 0; 39
35; 0; 39
36; 0; 39
37; 0; 39
38; 0; 39
39; 0; 39
40; 0; 39
41; 0; 39
42; 0; 39
43; 0; 39
44; 0; 39
45; 0; 39
46; 0; 39
47; 0; 39
48; 0; 39
0; 0; 40
1; 0; 40
2; 4.08163; 40
3; 6.12245; 40
4; 22.449; 40
5; 20.4082; 40
6; 22.449; 40
7; 12.2449; 40
8; 10.2041; 40
9; 2.04082; 40
10; 0; 40
11; 0; 40
12; 0; 40
13; 0; 40
14; 0; 40
15; 0; 40
16; 0; 40
17; 0; 40
18; 0; 40
19; 0; 40
20; 0; 40
21; 0; 40
22; 0; 40
23; 0; 40
24; 0; 40
25; 0; 40
26; 0; 40
27; 0; 40
28; 0; 40
29; 0; 40
30; 0; 40
31; 0; 40
32; 0; 40
33; 0; 40
34; 0; 40
35; 0; 40
36; 0; 40
37; 0; 40
38; 0; 40
39; 0; 40
40; 0; 40
41; 0; 40
42; 0; 40
43; 0; 40
44; 0; 40
45; 0; 40
46; 0; 40
47; 0; 40
48; 0; 40
0; 0; 41
1; 0; 41
2; 2.04082; 41
3; 0; 41
4; 4.08163; 41
5; 12.2449; 41
6; 12.2449; 41
7; 28.5714; 41
8; 14.2857; 41
9; 14.2857; 41
10; 8.16327; 41
11; 4.08163; 41
12; 0; 41
13; 0; 41
14; 0; 41
15; 0; 41
16; 0; 41
17; 0; 41
18; 0; 41
19; 0; 41
20; 0; 41
21; 0; 41
22; 0; 41
23; 0; 41
24; 0; 41
25; 0; 41
26; 0; 41
27; 0; 41
28; 0; 41
29; 0; 41
30; 0; 41
31; 0; 41
32; 0; 41
33; 0; 41
34; 0; 41
35; 0; 41
36; 0; 41
37; 0; 41
38; 0; 41
39; 0; 41
40; 0; 41
41; 0; 41
42; 0; 41
43; 0; 41
44; 0; 41
45; 0; 41
46; 0; 41
47; 0; 41
48; 0; 41
0; 0; 42
1; 0; 42
2; 0; 42
3; 2.04082; 42
4; 6.12245; 42
5; 18.3673; 42
6; 14.2857; 42
7; 22.449; 42
8; 24.4898; 42
9; 8.16327; 42
10; 0; 42
11; 0; 42
12; 4.08163; 42
13; 0; 42
14; 0; 42
15; 0; 42
16; 0; 42
17; 0; 42
18; 0; 42
19; 0; 42
20; 0; 42
21; 0; 42
22; 0; 42
23; 0; 42
24; 0; 42
25; 0; 42
26; 0; 42
27; 0; 42
28; 0; 42
29; 0; 42
30; 0; 42
31; 0; 42
32; 0; 42
33; 0; 42
34; 0; 42
35; 0; 42
36; 0; 42
37; 0; 42
38; 0; 42
39; 0; 42
40; 0; 42
41; 0; 42
42; 0; 42
43; 0; 42
44; 0; 42
45; 0; 42
46; 0; 42
47; 0; 42
48; 0; 42
0; 0; 43
1; 0; 43
2; 0; 43
3; 4.08163; 43
4; 14.2857; 43
5; 20.4082; 43
6; 16.3265; 43
7; 26.5306; 43
8; 10.2041; 43
9; 6.12245; 43
10; 2.04082; 43
11; 0; 43
12; 0; 43
13; 0; 43
14; 0; 43
15; 0; 43
16; 0; 43
17; 0; 43
18; 0; 43
19; 0; 43
20; 0; 43
21; 0; 43
22; 0; 43
23; 0; 43
24; 0; 43
25; 0; 43
26; 0; 43
27; 0; 43
28; 0; 43
29; 0; 43
30; 0; 43
31; 0; 43
32; 0; 43
33; 0; 43
34; 0; 43
35; 0; 43
36; 0; 43
37; 0; 43
38; 0; 43
39; 0; 43
40; 0; 43
41; 0; 43
42; 0; 43
43; 0; 43
44; 0; 43
45; 0; 43
46; 0; 43
47; 0; 43
48; 0; 43
0; 0; 44
1; 0; 44
2; 0; 44
3; 0; 44
4; 10.2041; 44
5; 10.2041; 44
6; 22.449; 44
7; 14.2857; 44
8; 16.3265; 44
9; 16.3265; 44
10; 8.16327; 44
11; 2.04082; 44
12; 0; 44
13; 0; 44
14; 0; 44
15; 0; 44
16; 0; 44
17; 0; 44
18; 0; 44
19; 0; 44
20; 0; 44
21; 0; 44
22; 0; 44
23; 0; 44
24; 0; 44
25; 0; 44
26; 0; 44
27; 0; 44
28; 0; 44
29; 0; 44
30; 0; 44
31; 0; 44
32; 0; 44
33; 0; 44
34; 0; 44
35; 0; 44
36; 0; 44
37; 0; 44
38; 0; 44
39; 0; 44
40; 0; 44
41; 0; 44
42; 0; 44
43; 0; 44
44; 0; 44
45; 0; 44
46; 0; 44
47; 0; 44
48; 0; 44
0; 0; 45
1; 2.04082; 45
2; 4.08163; 45
3; 10.2041; 45
4; 20.4082; 45
5; 14.2857; 45
6; 26.5306; 45
7; 14.2857; 45
8; 8.16327; 45
9; 0; 45
10; 0; 45
11; 0; 45
12; 0; 45
13; 0; 45
14; 0; 45
15; 0; 45
16; 0; 45
17; 0; 45
18; 0; 45
19; 0; 45
20; 0; 45
21; 0; 45
22; 0; 45
23; 0; 45
24; 0; 45
25; 0; 45
26; 0; 45
27; 0; 45
28; 0; 45
29; 0; 45
30; 0; 45
31; 0; 45
32; 0; 45
33; 0; 45
34; 0; 45
35; 0; 45
36; 0; 45
37; 0; 45
38; 0; 45
39; 0; 45
40; 0; 45
41; 0; 45
42; 0; 45
43; 0; 45
44; 0; 45
45; 0; 45
46; 0; 45
47; 0; 45
48; 0; 45
0; 0; 46
1; 0; 46
2; 2.04082; 46
3; 0; 46
4; 12.2449; 46
5; 18.3673; 46
6; 34.6939; 46
7; 14.2857; 46
8; 8.16327; 46
9; 8.16327; 46
10; 2.04082; 46
11; 0; 46
12; 0; 46
13; 0; 46
14; 0; 46
15; 0; 46
16; 0; 46
17; 0; 46
18; 0; 46
19; 0; 46
20; 0; 46
21; 0; 46
22; 0; 46
23; 0; 46
24; 0; 46
25; 0; 46
26; 0; 46
27; 0; 46
28; 0; 46
29; 0; 46
30; 0; 46
31; 0; 46
32; 0; 46
33; 0; 46
34; 0; 46
35; 0; 46
36; 0; 46
37; 0; 46
38; 0; 46
39; 0; 46
40; 0; 46
41; 0; 46
42; 0; 46
43; 0; 46
44; 0; 46
45; 0; 46
46; 0; 46
47; 0; 46
48; 0; 46
0; 0; 47
1; 0; 47
2; 2.04082; 47
3; 10.2041; 47
4; 4.08163; 47
5; 18.3673; 47
6; 22.449; 47
7; 16.3265; 47
8; 14.2857; 47
9; 6.12245; 47
10; 6.12245; 47
11; 0; 47
12; 0; 47
13; 0; 47
14; 0; 47
15; 0; 47
16; 0; 47
17; 0; 47
18; 0; 47
19; 0; 47
20; 0; 47
21; 0; 47
22; 0; 47
23; 0; 47
24; 0; 47
25; 0; 47
26; 0; 47
27; 0; 47
28; 0; 47
29; 0; 47
30; 0; 47
31; 0; 47
32; 0; 47
33; 0; 47
34; 0; 47
35; 0; 47
36; 0; 47
37; 0; 47
38; 0; 47
39; 0; 47
40; 0; 47
41; 0; 47
42; 0; 47
43; 0; 47
44; 0; 47
45; 0; 47
46; 0; 47
47; 0; 47
48; 0; 47
0; 0; 48
1; 2.04082; 48
2; 0; 48
3; 0; 48
4; 4.08163; 48
5; 10.2041; 48
6; 14.2857; 48
7; 18.3673; 48
8; 12.2449; 48
9; 16.3265; 48
10; 18.3673; 48
11; 2.04082; 48
12; 0; 48
13; 0; 48
14; 0; 48
15; 2.04082; 48
16; 0; 48
17; 0; 48
18; 0; 48
19; 0; 48
20; 0; 48
21; 0; 48
22; 0; 48
23; 0; 48
24; 0; 48
25; 0; 48
26; 0; 48
27; 0; 48
28; 0; 48
29; 0; 48
30; 0; 48
31; 0; 48
32; 0; 48
33; 0; 48
34; 0; 48
35; 0; 48
36; 0; 48
37; 0; 48
38; 0; 48
39; 0; 48
40; 0; 48
41; 0; 48
42; 0; 48
43; 0; 48
44; 0; 48
45; 0; 48
46; 0; 48
47; 0; 48
48; 0; 48
0; 0; 49
1; 0; 49
2; 0; 49
3; 2.04082; 49
4; 8.16327; 49
5; 12.2449; 49
6; 26.5306; 49
7; 20.4082; 49
8; 16.3265; 49
9; 6.12245; 49
10; 6.12245; 49
11; 2.04082; 49
12; 0; 49
13; 0; 49
14; 0; 49
15; 0; 49
16; 0; 49
17; 0; 49
18; 0; 49
19; 0; 49
20; 0; 49
21; 0; 49
22; 0; 49
23; 0; 49
24; 0; 49
25; 0; 49
26; 0; 49
27; 0; 49
28; 0; 49
29; 0; 49
30; 0; 49
31; 0; 49
32; 0; 49
33; 0; 49
34; 0; 49
35; 0; 49
36; 0; 49
37; 0; 49
38; 0; 49
39; 0; 49
40; 0; 49
41; 0; 49
42; 0; 49
43; 0; 49
44; 0; 49
45; 0; 49
46; 0; 49
47; 0; 49
48; 0; 49
0; 0; 50
1; 0; 50
2; 0; 50
3; 4.08163; 50
4; 14.2857; 50
5; 26.5306; 50
6; 12.2449; 50
7; 26.5306; 50
8; 10.2041; 50
9; 2.04082; 50
10; 4.08163; 50
11; 0; 50
12; 0; 50
13; 0; 50
14; 0; 50
15; 0; 50
16; 0; 50
17; 0; 50
18; 0; 50
19; 0; 50
20; 0; 50
21; 0; 50
22; 0; 50
23; 0; 50
24; 0; 50
25; 0; 50
26; 0; 50
27; 0; 50
28; 0; 50
29; 0; 50
30; 0; 50
31; 0; 50
32; 0; 50
33; 0; 50
34; 0; 50
35; 0; 50
36; 0; 50
37; 0; 50
38; 0; 50
39; 0; 50
40; 0; 50
41; 0; 50
42; 0; 50
43; 0; 50
44; 0; 50
45; 0; 50
46; 0; 50
47; 0; 50
48; 0; 50
0; 0; 51
1; 0; 51
2; 0; 51
3; 2.04082; 51
4; 4.08163; 51
5; 20.4082; 51
6; 24.4898; 51
7; 14.2857; 51
8; 16.3265; 51
9; 12.2449; 51
10; 4.08163; 51
11; 2.04082; 51
12; 0; 51
13; 0; 51
14; 0; 51
15; 0; 51
16; 0; 51
17; 0; 51
18; 0; 51
19; 0; 51
20; 0; 51
21; 0; 51
22; 0; 51
23; 0; 51
24; 0; 51
25; 0; 51
26; 0; 51
27; 0; 51
28; 0; 51
29; 0; 51
30; 0; 51
31; 0; 51
32; 0; 51
33; 0; 51
34; 0; 51
35; 0; 51
36; 0; 51
37; 0; 51
38; 0; 51
39; 0; 51
40; 0; 51
41; 0; 51
42; 0; 51
43; 0; 51
44; 0; 51
45; 0; 51
46; 0; 51
47; 0; 51
48; 0; 51
0; 0; 52
1; 0; 52
2; 0; 52
3; 12.2449; 52
4; 10.2041; 52
5; 6.12245; 52
6; 20.4082; 52
7; 18.3673; 52
8; 12.2449; 52
9; 16.3265; 52
10; 4.08163; 52
11; 0; 52
12; 0; 52
13; 0; 52
14; 0; 52
15; 0; 52
16; 0; 52
17; 0; 52
18; 0; 52
19; 0; 52
20; 0; 52
21; 0; 52
22; 0; 52
23; 0; 52
24; 0; 52
25; 0; 52
26; 0; 52
27; 0; 52
28; 0; 52
29; 0; 52
30; 0; 52
31; 0; 52
32; 0; 52
33; 0; 52
34; 0; 52
35; 0; 52
36; 0; 52
37; 0; 52
38; 0; 52
39; 0; 52
40; 0; 52
41; 0; 52
42; 0; 52
43; 0; 52
44; 0; 52
45; 0; 52
46; 0; 52
47; 0; 52
48; 0; 52
0; 0; 53
1; 2.04082; 53
2; 0; 53
3; 0; 53
4; 14.2857; 53
5; 14.2857; 53
6; 30.6122; 53
7; 18.3673; 53
8; 8.16327; 53
9; 6.12245; 53
10; 6.12245; 53
11; 0; 53
12; 0; 53
13; 0; 53
14; 0; 53
15; 0; 53
16; 0; 53
17; 0; 53
18; 0; 53
19; 0; 53
20; 0; 53
21; 0; 53
22; 0; 53
23; 0; 53
24; 0; 53
25; 0; 53
26; 0; 53
27; 0; 53
28; 0; 53
29; 0; 53
30; 0; 53
31; 0; 53
32; 0; 53
33; 0; 53
34; 0; 53
35; 0; 53
36; 0; 53
37; 0; 53
38; 0; 53
39; 0; 53
40; 0; 53
41; 0; 53
42; 0; 53
43; 0; 53
44; 0; 53
45; 0; 53
46; 0; 53
47; 0; 53
48; 0; 53
0; 0; 54
1; 0; 54
2; 0; 54
3; 2.04082; 54
4; 8.16327; 54
5; 12.2449; 54
6; 14.2857; 54
7; 18.3673; 54
8; 24.4898; 54
9; 12.2449; 54
10; 8.16327; 54
11; 0; 54
12; 0; 54
13; 0; 54
14; 0; 54
15; 0; 54
16; 0; 54
17; 0; 54
18; 0; 54
19; 0; 54
20; 0; 54
21; 0; 54
22; 0; 54
23; 0; 54
24; 0; 54
25; 0; 54
26; 0; 54
27; 0; 54
28; 0; 54
29; 0; 54
30; 0; 54
31; 0; 54
32; 0; 54
33; 0; 54
34; 0; 54
35; 0; 54
36; 0; 54
37; 0; 54
38; 0; 54
39; 0; 54
40; 0; 54
41; 0; 54
42; 0; 54
43; 0; 54
44; 0; 54
45; 0; 54
46; 0; 54
47; 0; 54
48; 0; 54
0; 0; 55
1; 0; 55
2; 0; 55
3; 6.12245; 55
4; 10.2041; 55
5; 20.4082; 55
6; 16.3265; 55
7; 16.3265; 55
8; 18.3673; 55
9; 8.16327; 55
10; 2.04082; 55
11; 2.04082; 55
12; 0; 55
13; 0; 55
14; 0; 55
15; 0; 55
16; 0; 55
17; 0; 55
18; 0; 55
19; 0; 55
20; 0; 55
21; 0; 55
22; 0; 55
23; 0; 55
24; 0; 55
25; 0; 55
26; 0; 55
27; 0; 55
28; 0; 55
29; 0; 55
30; 0; 55
31; 0; 55
32; 0; 55
33; 0; 55
34; 0; 55
35; 0; 55
36; 0; 55
37; 0; 55
38; 0; 55
39; 0; 55
40; 0; 55
41; 0; 55
42; 0; 55
43; 0; 55
44; 0; 55
45; 0; 55
46; 0; 55
47; 0; 55
48; 0; 55
0; 0; 56
1; 0; 56
2; 0; 56
3; 8.16327; 56
4; 6.12245; 56
5; 8.16327; 56
6; 24.4898; 56
7; 34.6939; 56
8; 8.16327; 56
9; 10.2041; 56
10; 0; 56
11; 0; 56
12; 0; 56
13; 0; 56
14; 0; 56
15; 0; 56
16; 0; 56
17; 0; 56
18; 0; 56
19; 0; 56
20; 0; 56
21; 0; 56
22; 0; 56
23; 0; 56
24; 0; 56
25; 0; 56
26; 0; 56
27; 0; 56
28; 0; 56
29; 0; 56
30; 0; 56
31; 0; 56
32; 0; 56
33; 0; 56
34; 0; 56
35; 0; 56
36; 0; 56
37; 0; 56
38; 0; 56
39; 0; 56
40; 0; 56
41; 0; 56
42; 0; 56
43; 0; 56
44; 0; 56
45; 0; 56
46; 0; 56
47; 0; 56
48; 0; 56
0; 0; 57
1; 0; 57
2; 0; 57
3; 0; 57
4; 6.12245; 57
5; 4.08163; 57
6; 6.12245; 57
7; 24.4898; 57
8; 18.3673; 57
9; 30.6122; 57
10; 8.16327; 57
11; 2.04082; 57
12; 0; 57
13; 0; 57
14; 0; 57
15; 0; 57
16; 0; 57
17; 0; 57
18; 0; 57
19; 0; 57
20; 0; 57
21; 0; 57
22; 0; 57
23; 0; 57
24; 0; 57
25; 0; 57
26; 0; 57
27; 0; 57
28; 0; 57
29; 0; 57
30; 0; 57
31; 0; 57
32; 0; 57
33; 0; 57
34; 0; 57
35; 0; 57
36; 0; 57
37; 0; 57
38; 0; 57
39; 0; 57
40; 0; 57
41; 0; 57
42; 0; 57
43; 0; 57
44; 0; 57
45; 0; 57
46; 0; 57
47; 0; 57
48; 0; 57
0; 0; 58
1; 0; 58
2; 0; 58
3; 0; 58
4; 4.08163; 58
5; 16.3265; 58
6; 14.2857; 58
7; 30.6122; 58
8; 20.4082; 58
9; 6.12245; 58
10; 8.16327; 58
11; 0; 58
12; 0; 58
13; 0; 58
14; 0; 58
15; 0; 58
16; 0; 58
17; 0; 58
18; 0; 58
19; 0; 58
20; 0; 58
21; 0; 58
22; 0; 58
23; 0; 58
24; 0; 58
25; 0; 58
26; 0; 58
27; 0; 58
28; 0; 58
29; 0; 58
30; 0; 58
31; 0; 58
32; 0; 58
33; 0; 58
34; 0; 58
35; 0; 58
36; 0; 58
37; 0; 58
38; 0; 58
39; 0; 58
40; 0; 58
41; 0; 58
42; 0; 58
43; 0; 58
44; 0; 58
45; 0; 58
46; 0; 58
47; 0; 58
48; 0; 58
0; 0; 59
1; 0; 59
2; 0; 59
3; 2.04082; 59
4; 4.08163; 59
5; 24.4898; 59
6; 30.6122; 59
7; 20.4082; 59
8; 14.2857; 59
9; 2.04082; 59
10; 2.04082; 59
11; 0; 59
12; 0; 59
13; 0; 59
14; 0; 59
15; 0; 59
16; 0; 59
17; 0; 59
18; 0; 59
19; 0; 59
20; 0; 59
21; 0; 59
22; 0; 59
23; 0; 59
24; 0; 59
25; 0; 59
26; 0; 59
27; 0; 59
28; 0; 59
29; 0; 59
30; 0; 59
31; 0; 59
32; 0; 59
33; 0; 59
34; 0; 59
35; 0; 59
36; 0; 59
37; 0; 59
38; 0; 59
39; 0; 59
40; 0; 59
41; 0; 59
42; 0; 59
43; 0; 59
44; 0; 59
45; 0; 59
46; 0; 59
47; 0; 59
48; 0; 59
0; 0; 60
1; 0; 60
2; 8.16327; 60
3; 8.16327; 60
4; 22.449; 60
5; 14.2857; 60
6; 20.4082; 60
7; 12.2449; 60
8; 10.2041; 60
9; 4.08163; 60
10; 0; 60
11; 0; 60
12; 0; 60
13; 0; 60
14; 0; 60
15; 0; 60
16; 0; 60
17; 0; 60
18; 0; 60
19; 0; 60
20; 0; 60
21; 0; 60
22; 0; 60
23; 0; 60
24; 0; 60
25; 0; 60
26; 0; 60
27; 0; 60
28; 0; 60
29; 0; 60
30; 0; 60
31; 0; 60
32; 0; 60
33; 0; 60
34; 0; 60
35; 0; 60
36; 0; 60
37; 0; 60
38; 0; 60
39; 0; 60
40; 0; 60
41; 0; 60
42; 0; 60
43; 0; 60
44; 0; 60
45; 0; 60
46; 0; 60
47; 0; 60
48; 0; 60
0; 0; 61
1; 0; 61
2; 2.04082; 61
3; 6.12245; 61
4; 20.4082; 61
5; 36.7347; 61
6; 22.449; 61
7; 10.2041; 61
8; 0; 61
9; 2.04082; 61
10; 0; 61
11; 0; 61
12; 0; 61
13; 0; 61
14; 0; 61
15; 0; 61
16; 0; 61
17; 0; 61
18; 0; 61
19; 0; 61
20; 0; 61
21; 0; 61
22; 0; 61
23; 0; 61
24; 0; 61
25; 0; 61
26; 0; 61
27; 0; 61
28; 0; 61
29; 0; 61
30; 0; 61
31; 0; 61
32; 0; 61
33; 0; 61
34; 0; 61
35; 0; 61
36; 0; 61
37; 0; 61
38; 0; 61
39; 0; 61
40; 0; 61
41; 0; 61
42; 0; 61
43; 0; 61
44; 0; 61
45; 0; 61
46; 0; 61
47; 0; 61
48; 0; 61
0; 0; 62
1; 0; 62
2; 0; 62
3; 0; 62
4; 2.04082; 62
5; 8.16327; 62
6; 12.2449; 62
7; 28.5714; 62
8; 24.4898; 62
9; 14.2857; 62
10; 8.16327; 62
11; 2.04082; 62
12; 0; 62
13; 0; 62
14; 0; 62
15; 0; 62
16; 0; 62
17; 0; 62
18; 0; 62
19; 0; 62
20; 0; 62
21; 0; 62
22; 0; 62
23; 0; 62
24; 0; 62
25; 0; 62
26; 0; 62
27; 0; 62
28; 0; 62
29; 0; 62
30; 0; 62
31; 0; 62
32; 0; 62
33; 0; 62
34; 0; 62
35; 0; 62
36; 0; 62
37; 0; 62
38; 0; 62
39; 0; 62
40; 0; 62
41; 0; 62
42; 0; 62
43; 0; 62
44; 0; 62
45; 0; 62
46; 0; 62
47; 0; 62
48; 0; 62
0; 0; 63
1; 0; 63
2; 0; 63
3; 0; 63
4; 6.12245; 63
5; 8.16327; 63
6; 14.2857; 63
7; 20.4082; 63
8; 32.6531; 63
9; 14.2857; 63
10; 2.04082; 63
11; 2.04082; 63
12; 0; 63
13; 0; 63
14; 0; 63
15; 0; 63
16; 0; 63
