### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; productivity; quality; param
0.025; 0; 0; 88
0.075; 0; 0; 88
0.125; 0; 0; 88
0.175; 0; 0; 88
0.225; 0; 0; 88
0.275; 0; 0; 88
0.325; 0; 0.0416493; 88
0.375; 0; 0; 88
0.425; 0.0832986; 27.4051; 88
0.475; 0; 48.1045; 88
0.525; 0; 24.4064; 88
0.575; 0; 0; 88
0.625; 1.29113; 0.0416493; 88
0.675; 82.717; 0; 88
0.725; 15.91; 0; 88
0.775; 0; 0; 88
0.825; 0; 0; 88
0.875; 0; 0; 88
0.925; 0; 0; 88
0.975; 0; 0; 88
0.025; 0; 0; 89
0.075; 0; 0; 89
0.125; 0; 0; 89
0.175; 0; 0; 89
0.225; 0; 0.0416493; 89
0.275; 0; 0; 89
0.325; 0; 0.0832986; 89
0.375; 0; 3.95669; 89
0.425; 0; 15.4102; 89
0.475; 0; 31.8199; 89
0.525; 0.124948; 29.8624; 89
0.575; 1.70762; 18.7838; 89
0.625; 10.0375; 0; 89
0.675; 88.1317; 0; 89
0.725; 0; 0; 89
0.775; 0; 0; 89
0.825; 0; 0; 89
0.875; 0; 0; 89
0.925; 0; 0.0416493; 89
0.975; 0; 0; 89
0.025; 0; 0; 90
0.075; 0; 0; 90
0.125; 0; 0; 90
0.175; 0; 0; 90
0.225; 0; 0; 90
0.275; 0; 0; 90
0.325; 0; 0; 90
0.375; 0; 0; 90
0.425; 0; 0.832986; 90
0.475; 0; 52.2695; 90
0.525; 0; 45.5223; 90
0.575; 0; 0.916285; 90
0.625; 1.91587; 0; 90
0.675; 96.3787; 0.458142; 90
0.725; 1.70762; 0; 90
0.775; 0; 0; 90
0.825; 0; 0; 90
0.875; 0; 0; 90
0.925; 0; 0; 90
0.975; 0; 0; 90
0.025; 0; 0; 91
0.075; 0; 0; 91
0.125; 0; 0; 91
0.175; 0; 0; 91
0.225; 0; 0; 91
0.275; 0; 0; 91
0.325; 0; 0.0416493; 91
0.375; 0.0832986; 0; 91
0.425; 0.0416493; 20.8246; 91
0.475; 0; 45.3557; 91
0.525; 99.8775; 22.8654; 91
0.575; 0; 10.9122; 91
0.625; 0; 0; 91
0.675; 0; 0; 91
0.725; 0; 0; 91
0.775; 0; 0; 91
0.825; 0; 0; 91
0.875; 0; 0; 91
0.925; 0; 0; 91
0.975; 0; 0; 91
0.025; 0; 0; 92
0.075; 0; 0; 92
0.125; 0; 0; 92
0.175; 0; 0; 92
0.225; 0; 0; 92
0.275; 0; 0; 92
0.325; 0; 0; 92
0.375; 0.0416493; 0; 92
0.425; 0.249896; 22.4905; 92
0.475; 0.208247; 56.9762; 92
0.525; 0; 8.24658; 92
0.575; 99.5026; 4.33153; 92
0.625; 0; 7.83009; 92
0.675; 0; 0; 92
0.725; 0; 0; 92
0.775; 0; 0; 92
0.825; 0; 0.124948; 92
0.875; 0; 0; 92
0.925; 0; 0; 92
0.975; 0; 0; 92
0.025; 0; 0; 93
0.075; 0; 0; 93
0.125; 0; 0; 93
0.175; 0; 0; 93
0.225; 0; 0; 93
0.275; 0; 0; 93
0.325; 0; 0; 93
0.375; 0.0832986; 1.87422; 93
0.425; 0; 5.08122; 93
0.475; 0; 37.609; 93
0.525; 0; 48.0629; 93
0.575; 0; 7.28865; 93
0.625; 7.66349; 0; 93
0.675; 92.2552; 0.0832986; 93
0.725; 0; 0; 93
0.775; 0; 0; 93
0.825; 0; 0; 93
0.875; 0; 0; 93
0.925; 0; 0; 93
0.975; 0; 0; 93
0.025; 0; 0; 94
0.075; 0; 0; 94
0.125; 0; 0; 94
0.175; 0; 0; 94
0.225; 0; 0; 94
0.275; 0; 0; 94
0.325; 0; 0; 94
0.375; 0; 1.37443; 94
0.425; 0.0832986; 6.70555; 94
0.475; 0; 51.2283; 94
0.525; 0.58309; 35.36; 94
0.575; 6.70555; 5.33112; 94
0.625; 92.6301; 0; 94
0.675; 0; 0; 94
0.725; 0; 0; 94
0.775; 0; 0; 94
0.825; 0; 0; 94
0.875; 0; 0; 94
0.925; 0; 0; 94
0.975; 0; 0; 94
0.025; 0; 0; 95
0.075; 0; 0; 95
0.125; 0; 0; 95
0.175; 0; 0; 95
0.225; 0; 0; 95
0.275; 0; 0; 95
0.325; 0; 0.124948; 95
0.375; 0; 0; 95
0.425; 0.0832986; 20.3664; 95
0.475; 0; 45.2308; 95
0.525; 0.249896; 26.1973; 95
0.575; 1.37443; 6.62225; 95
0.625; 0; 0; 95
0.675; 16.3265; 0; 95
0.725; 81.9672; 1.37443; 95
0.775; 0; 0; 95
0.825; 0; 0.0832986; 95
0.875; 0; 0; 95
0.925; 0; 0; 95
0.975; 0; 0; 95
0.025; 0; 0; 96
0.075; 0; 0; 96
0.125; 0; 0; 96
0.175; 0; 0; 96
0.225; 0; 0; 96
0.275; 0; 0; 96
0.325; 0; 0; 96
0.375; 0; 3.83174; 96
0.425; 0.0416493; 33.9439; 96
0.475; 0; 21.4077; 96
0.525; 0.0832986; 29.0294; 96
0.575; 4.24823; 11.7868; 96
0.625; 89.3396; 0; 96
0.675; 6.28906; 0; 96
0.725; 0; 0; 96
0.775; 0; 0; 96
0.825; 0; 0; 96
0.875; 0; 0; 96
0.925; 0; 0; 96
0.975; 0; 0; 96
0.025; 0; 0; 97
0.075; 0; 0; 97
0.125; 0; 0; 97
0.175; 0; 0; 97
0.225; 0; 0; 97
0.275; 0; 0; 97
0.325; 0; 0; 97
0.375; 0; 0; 97
0.425; 0.0416493; 4.28988; 97
0.475; 0; 37.6507; 97
0.525; 0.166597; 46.1887; 97
0.575; 0.124948; 11.8701; 97
0.625; 16.3265; 0; 97
0.675; 83.1751; 0; 97
0.725; 0.166597; 0; 97
0.775; 0; 0; 97
0.825; 0; 0; 97
0.875; 0; 0; 97
0.925; 0; 0; 97
0.975; 0; 0; 97
0.025; 0; 0; 98
0.075; 0; 0; 98
0.125; 0; 0; 98
0.175; 0; 0.0416493; 98
0.225; 0; 0; 98
0.275; 0; 0; 98
0.325; 0; 0; 98
0.375; 0; 0; 98
0.425; 0; 10.1625; 98
0.475; 0; 28.7378; 98
0.525; 0.166597; 18.1174; 98
0.575; 88.3816; 26.7804; 98
0.625; 11.4536; 16.1599; 98
0.675; 0; 0; 98
0.725; 0; 0; 98
0.775; 0; 0; 98
0.825; 0; 0; 98
0.875; 0; 0; 98
0.925; 0; 0; 98
0.975; 0; 0; 98
0.025; 0; 0; 99
0.075; 0; 0; 99
0.125; 0; 0; 99
0.175; 0.0416493; 0; 99
0.225; 0; 0; 99
0.275; 1.04123; 0; 99
0.325; 97.2118; 0; 99
0.375; 1.70762; 0.0416493; 99
0.425; 0; 14.3274; 99
0.475; 0; 45.9388; 99
0.525; 0; 39.6915; 99
0.575; 0; 0; 99
0.625; 0; 0; 99
0.675; 0; 0; 99
0.725; 0; 0; 99
0.775; 0; 0; 99
0.825; 0; 0; 99
0.875; 0; 0; 99
0.925; 0; 0; 99
0.975; 0; 0; 99
0.025; 0; 0; 100
0.075; 0; 0; 100
0.125; 0; 0; 100
0.175; 0; 0; 100
0.225; 0.166597; 0; 100
0.275; 0; 0; 100
0.325; 0.0832986; 0; 100
0.375; 0; 0; 100
0.425; 0; 0; 100
0.475; 0; 13.4944; 100
0.525; 0; 51.6448; 100
0.575; 0; 28.9461; 100
0.625; 61.2663; 5.91421; 100
0.675; 38.4837; 0; 100
0.725; 0; 0; 100
0.775; 0; 0; 100
0.825; 0; 0; 100
0.875; 0; 0; 100
0.925; 0; 0; 100
0.975; 0; 0; 100
0.025; 0; 0; 101
0.075; 0; 0; 101
0.125; 0; 0; 101
0.175; 0; 0; 101
0.225; 0; 0; 101
0.275; 0; 0; 101
0.325; 0; 0; 101
0.375; 0; 0; 101
0.425; 0; 0; 101
0.475; 0; 27.4051; 101
0.525; 0; 48.3961; 101
0.575; 23.1153; 24.1981; 101
0.625; 76.8857; 0; 101
0.675; 0; 0; 101
0.725; 0; 0; 101
0.775; 0; 0; 101
0.825; 0; 0; 101
0.875; 0; 0; 101
0.925; 0; 0; 101
0.975; 0; 0; 101
0.025; 0; 0; 102
0.075; 0; 0; 102
0.125; 0; 0; 102
0.175; 0; 0; 102
0.225; 0; 0; 102
0.275; 0; 0; 102
0.325; 0; 0.916285; 102
0.375; 0; 0; 102
0.425; 0; 1.16618; 102
0.475; 0.957934; 32.6945; 102
0.525; 0.0416493; 50.1453; 102
0.575; 0.0832986; 11.287; 102
0.625; 7.78844; 3.79009; 102
0.675; 91.1306; 0; 102
0.725; 0; 0; 102
0.775; 0; 0; 102
0.825; 0; 0; 102
0.875; 0; 0; 102
0.925; 0; 0; 102
0.975; 0; 0; 102
0.025; 0; 0; 103
0.075; 0; 0; 103
0.125; 0; 0; 103
0.175; 0; 0; 103
0.225; 0; 0; 103
0.275; 0; 0; 103
0.325; 0.124948; 0; 103
0.375; 0; 21.9074; 103
0.425; 0; 8.28823; 103
0.475; 76.9274; 16.5764; 103
0.525; 22.9487; 40.5661; 103
0.575; 0; 12.6198; 103
0.625; 0; 0; 103
0.675; 0; 0; 103
0.725; 0; 0.0416493; 103
0.775; 0; 0; 103
0.825; 0; 0; 103
0.875; 0; 0; 103
0.925; 0; 0; 103
0.975; 0; 0; 103
0.025; 0; 0; 104
0.075; 0; 0; 104
0.125; 0; 0; 104
0.175; 0; 0; 104
0.225; 0.124948; 0; 104
0.275; 0; 0; 104
0.325; 0; 0; 104
0.375; 0; 2.08247; 104
0.425; 0; 16.4098; 104
0.475; 0; 35.2351; 104
0.525; 99.8775; 22.5738; 104
0.575; 0; 23.615; 104
0.625; 0; 0; 104
0.675; 0; 0.0832986; 104
0.725; 0; 0; 104
0.775; 0; 0; 104
0.825; 0; 0; 104
0.875; 0; 0; 104
0.925; 0; 0; 104
0.975; 0; 0; 104
0.025; 0; 0; 105
0.075; 0; 0; 105
0.125; 0; 0; 105
0.175; 0; 0; 105
0.225; 0; 0; 105
0.275; 0; 0; 105
0.325; 0; 0; 105
0.375; 0; 0; 105
0.425; 0; 0; 105
0.475; 0; 16.9929; 105
0.525; 0; 37.1509; 105
0.575; 0; 45.8555; 105
0.625; 2.99875; 0; 105
0.675; 83.3834; 0; 105
0.725; 13.6193; 0; 105
0.775; 0; 0; 105
0.825; 0; 0; 105
0.875; 0; 0; 105
0.925; 0; 0; 105
0.975; 0; 0; 105
0.025; 0; 0; 106
0.075; 0; 0; 106
0.125; 0; 0; 106
0.175; 0; 0; 106
0.225; 0; 0; 106
0.275; 0; 0; 106
0.325; 0; 0; 106
0.375; 0; 0; 106
0.425; 0.166597; 18.7005; 106
0.475; 0; 40.4828; 106
0.525; 0.0416493; 26.7387; 106
0.575; 2.58226; 14.0358; 106
0.625; 23.1153; 0; 106
0.675; 65.5981; 0; 106
0.725; 8.49648; 0.0416493; 106
0.775; 0; 0; 106
0.825; 0; 0; 106
0.875; 0; 0; 106
0.925; 0; 0; 106
0.975; 0; 0; 106
0.025; 0; 0; 107
0.075; 0; 0; 107
0.125; 0; 0; 107
0.175; 0; 0; 107
0.225; 0; 0; 107
0.275; 0; 0; 107
0.325; 0; 0; 107
0.375; 0; 0; 107
0.425; 0; 7.83009; 107
0.475; 0; 35.5682; 107
0.525; 0.957934; 21.2827; 107
0.575; 0; 24.9478; 107
0.625; 99.0444; 10.3707; 107
0.675; 0; 0; 107
0.725; 0; 0; 107
0.775; 0; 0; 107
0.825; 0; 0; 107
0.875; 0; 0; 107
0.925; 0; 0; 107
0.975; 0; 0; 107
0.025; 0; 0; 108
0.075; 0; 0; 108
0.125; 0; 0; 108
0.175; 0; 0; 108
0.225; 0; 0.0416493; 108
0.275; 0; 0; 108
0.325; 0; 0; 108
0.375; 0.0416493; 0.166597; 108
0.425; 0.0416493; 17.8259; 108
0.475; 0.0416493; 37.4424; 108
0.525; 0.499792; 34.3604; 108
0.575; 0.916285; 8.32988; 108
0.625; 98.4613; 1.83257; 108
0.675; 0; 0; 108
0.725; 0; 0; 108
0.775; 0; 0; 108
0.825; 0; 0; 108
0.875; 0; 0; 108
0.925; 0; 0; 108
0.975; 0; 0; 108
0.025; 0; 0; 109
0.075; 0; 0; 109
0.125; 0; 0; 109
0.175; 0; 0; 109
0.225; 0.0416493; 0; 109
0.275; 0; 0; 109
0.325; 0.124948; 0.0832986; 109
0.375; 0.0832986; 0.124948; 109
0.425; 0.208247; 18.0758; 109
0.475; 0.416493; 43.065; 109
0.525; 46.4386; 29.4459; 109
0.575; 52.6861; 8.95463; 109
0.625; 0; 0.208247; 109
0.675; 0; 0; 109
0.725; 0; 0; 109
0.775; 0; 0.0416493; 109
0.825; 0; 0; 109
0.875; 0; 0; 109
0.925; 0; 0; 109
0.975; 0; 0; 109
0.025; 0; 0; 110
0.075; 0; 0; 110
0.125; 0; 0; 110
0.175; 0; 0; 110
0.225; 0.166597; 0; 110
0.275; 0.0416493; 0; 110
0.325; 0; 0; 110
0.375; 0; 14.369; 110
0.425; 0; 10.2041; 110
0.475; 0; 17.7009; 110
0.525; 1.83257; 27.655; 110
0.575; 56.4764; 23.2819; 110
0.625; 41.4824; 4.74803; 110
0.675; 0; 2.04082; 110
0.725; 0; 0; 110
0.775; 0; 0; 110
0.825; 0; 0; 110
0.875; 0; 0; 110
0.925; 0; 0; 110
0.975; 0; 0; 110
0.025; 0; 0; 111
0.075; 0; 0; 111
0.125; 0; 0; 111
0.175; 0; 0; 111
0.225; 0; 0; 111
0.275; 0; 0; 111
0.325; 0; 0; 111
0.375; 0; 0; 111
0.425; 0; 32.3196; 111
0.475; 0; 22.1573; 111
0.525; 0; 23.4068; 111
0.575; 0; 21.7409; 111
0.625; 6.41401; 0.374844; 111
0.675; 93.5881; 0; 111
0.725; 0; 0; 111
0.775; 0; 0; 111
0.825; 0; 0; 111
0.875; 0; 0; 111
0.925; 0; 0; 111
0.975; 0; 0; 111
0.025; 0; 0; 112
0.075; 0; 0; 112
0.125; 0; 0; 112
0.175; 0; 0; 112
0.225; 0; 0; 112
0.275; 0; 0; 112
0.325; 0; 0; 112
0.375; 0; 0; 112
0.425; 0; 21.6992; 112
0.475; 0; 55.0602; 112
0.525; 0; 19.4918; 112
0.575; 9.49607; 3.74844; 112
0.625; 90.5058; 0; 112
0.675; 0; 0; 112
0.725; 0; 0; 112
0.775; 0; 0; 112
0.825; 0; 0; 112
0.875; 0; 0; 112
0.925; 0; 0; 112
0.975; 0; 0; 112
0.025; 0; 0; 113
0.075; 0; 0; 113
0.125; 0; 0; 113
0.175; 0; 0; 113
0.225; 0; 0; 113
0.275; 0; 0; 113
0.325; 0; 0; 113
0.375; 0; 1.54102; 113
0.425; 0.124948; 15.1187; 113
0.475; 0.0416493; 29.2376; 113
0.525; 0; 21.0328; 113
0.575; 20.4497; 23.0736; 113
0.625; 79.3848; 9.99586; 113
0.675; 0; 0; 113
0.725; 0; 0; 113
0.775; 0; 0; 113
0.825; 0; 0; 113
0.875; 0; 0; 113
0.925; 0; 0; 113
0.975; 0; 0; 113
0.025; 0; 0; 114
0.075; 0; 0; 114
0.125; 0; 0; 114
0.175; 0; 0; 114
0.225; 0; 0; 114
0.275; 0; 0; 114
0.325; 0; 0; 114
0.375; 0; 0.708038; 114
0.425; 0; 22.2406; 114
0.475; 0.0832986; 42.6485; 114
0.525; 0.0832986; 28.1964; 114
0.575; 0.0416493; 6.03916; 114
0.625; 46.1887; 0; 114
0.675; 53.6024; 0.0416493; 114
0.725; 0; 0.0832986; 114
0.775; 0; 0.0416493; 114
0.825; 0; 0; 114
0.875; 0; 0; 114
0.925; 0; 0; 114
0.975; 0; 0; 114
0.025; 0; 0; 115
0.075; 0; 0; 115
0.125; 0; 0; 115
0.175; 0; 0; 115
0.225; 0; 0; 115
0.275; 0; 0; 115
0.325; 0; 0; 115
0.375; 0; 18.2007; 115
0.425; 0; 11.3703; 115
0.475; 0; 14.0358; 115
0.525; 3.37359; 27.3634; 115
0.575; 49.0208; 29.0294; 115
0.625; 47.6047; 0; 115
0.675; 0; 0; 115
0.725; 0; 0; 115
0.775; 0; 0; 115
0.825; 0; 0; 115
0.875; 0; 0; 115
0.925; 0; 0; 115
0.975; 0; 0; 115
0.025; 0; 0; 116
0.075; 0.0416493; 0; 116
0.125; 0; 0; 116
0.175; 0.749688; 0; 116
0.225; 50.7701; 0.0416493; 116
0.275; 48.4377; 0; 116
0.325; 0; 0; 116
0.375; 0; 9.74597; 116
0.425; 0; 26.6138; 116
0.475; 0; 16.6597; 116
0.525; 0; 21.9491; 116
0.575; 0; 16.4515; 116
0.625; 0; 3.62349; 116
0.675; 0; 4.24823; 116
0.725; 0; 0.666389; 116
0.775; 0; 0; 116
0.825; 0; 0; 116
0.875; 0; 0; 116
0.925; 0; 0; 116
0.975; 0; 0; 116
0.025; 0; 0; 117
0.075; 0; 0; 117
0.125; 0; 0; 117
0.175; 0; 0; 117
0.225; 0; 0; 117
0.275; 0; 0.124948; 117
0.325; 0.0416493; 0; 117
0.375; 0.124948; 0.0416493; 117
0.425; 0.0416493; 26.7387; 117
0.475; 0.124948; 33.4025; 117
0.525; 0; 25.0728; 117
0.575; 0; 12.5781; 117
0.625; 51.1033; 0; 117
0.675; 48.5626; 0; 117
0.725; 0; 2.04082; 117
0.775; 0; 0; 117
0.825; 0; 0; 117
0.875; 0; 0; 117
0.925; 0; 0; 117
0.975; 0; 0; 117
0.025; 0; 0; 118
0.075; 0; 0; 118
0.125; 0; 0; 118
0.175; 0; 0; 118
0.225; 0; 0; 118
0.275; 0.0416493; 0; 118
0.325; 0; 0; 118
0.375; 0; 0; 118
0.425; 0; 11.4536; 118
0.475; 0; 23.7816; 118
0.525; 0; 35.8181; 118
0.575; 82.3004; 24.1565; 118
0.625; 17.6593; 4.78968; 118
0.675; 0; 0; 118
0.725; 0; 0; 118
0.775; 0; 0; 118
0.825; 0; 0; 118
0.875; 0; 0; 118
0.925; 0; 0; 118
0.975; 0; 0; 118
0.025; 0; 0; 119
0.075; 0; 0; 119
0.125; 0; 0; 119
0.175; 0.166597; 0; 119
0.225; 0.0416493; 0; 119
0.275; 0; 0; 119
0.325; 0; 0; 119
0.375; 2.8738; 0.708038; 119
0.425; 96.9202; 9.49607; 119
0.475; 0; 31.3201; 119
0.525; 0; 41.1908; 119
0.575; 0; 9.49607; 119
0.625; 0; 4.74803; 119
0.675; 0; 3.0404; 119
0.725; 0; 0; 119
0.775; 0; 0; 119
0.825; 0; 0; 119
0.875; 0; 0; 119
0.925; 0; 0; 119
0.975; 0; 0; 119
0.025; 0; 0; 120
0.075; 0; 0; 120
0.125; 0; 0; 120
0.175; 0; 0; 120
0.225; 0; 0; 120
0.275; 0; 0; 120
0.325; 0; 0; 120
0.375; 0; 0; 120
0.425; 0; 22.074; 120
0.475; 0.0416493; 31.4867; 120
0.525; 0.458142; 24.0732; 120
0.575; 0.0416493; 19.4918; 120
0.625; 79.4265; 2.45731; 120
0.675; 20.0333; 0.0416493; 120
0.725; 0; 0; 120
0.775; 0; 0.374844; 120
0.825; 0; 0; 120
0.875; 0; 0; 120
0.925; 0; 0; 120
0.975; 0; 0; 120
0.025; 0; 0; 121
0.075; 0; 0; 121
0.125; 0; 0; 121
0.175; 0; 0; 121
0.225; 0; 0; 121
0.275; 0; 0; 121
0.325; 0; 0; 121
0.375; 0; 0; 121
0.425; 0; 19.2003; 121
0.475; 0; 31.2368; 121
0.525; 0.166597; 22.5738; 121
0.575; 5.12287; 15.4935; 121
0.625; 70.9712; 7.58019; 121
0.675; 23.74; 2.24906; 121
0.725; 0; 1.66597; 121
0.775; 0; 0; 121
0.825; 0; 0; 121
0.875; 0; 0; 121
0.925; 0; 0; 121
0.975; 0; 0; 121
0.025; 0; 0; 122
0.075; 0; 0; 122
0.125; 0; 0; 122
0.175; 0.0416493; 0; 122
0.225; 0.166597; 0; 122
0.275; 0; 0; 122
0.325; 0; 0; 122
0.375; 0; 6.8305; 122
0.425; 0; 14.4523; 122
0.475; 34.1938; 37.6507; 122
0.525; 65.5981; 40.8993; 122
0.575; 0; 0; 122
0.625; 0; 0; 122
0.675; 0; 0.166597; 122
0.725; 0; 0; 122
0.775; 0; 0; 122
0.825; 0; 0; 122
0.875; 0; 0; 122
0.925; 0; 0; 122
0.975; 0; 0; 122
0.025; 0; 0; 123
0.075; 0; 0; 123
0.125; 0; 0; 123
0.175; 0; 0; 123
0.225; 0; 0; 123
0.275; 0; 0; 123
0.325; 0; 0; 123
0.375; 0; 9.78762; 123
0.425; 0; 17.1178; 123
0.475; 0.166597; 35.9014; 123
0.525; 99.8358; 27.1968; 123
0.575; 0; 9.99586; 123
0.625; 0; 0; 123
0.675; 0; 0; 123
0.725; 0; 0; 123
0.775; 0; 0; 123
0.825; 0; 0; 123
0.875; 0; 0; 123
0.925; 0; 0; 123
0.975; 0; 0; 123
0.025; 0; 0; 124
0.075; 0; 0; 124
0.125; 0; 0; 124
0.175; 0; 0; 124
0.225; 0; 0; 124
0.275; 0; 0; 124
0.325; 0; 0; 124
0.375; 0; 0; 124
0.425; 0; 11.7868; 124
0.475; 0; 47.4798; 124
0.525; 45.6472; 16.2432; 124
0.575; 54.3521; 16.4098; 124
0.625; 0; 8.07999; 124
0.675; 0; 0; 124
0.725; 0; 0; 124
0.775; 0; 0; 124
0.825; 0; 0; 124
0.875; 0; 0; 124
0.925; 0; 0; 124
0.975; 0; 0; 124
0.025; 0; 0; 125
0.075; 0; 0; 125
0.125; 0; 0; 125
0.175; 0; 0; 125
0.225; 0; 0; 125
0.275; 0; 0; 125
0.325; 0; 0; 125
0.375; 0; 0; 125
0.425; 0; 15.8267; 125
0.475; 0.208247; 27.4467; 125
0.525; 0.0416493; 31.7782; 125
0.575; 1.24948; 14.7439; 125
0.625; 19.2419; 8.95463; 125
0.675; 79.2599; 1.24948; 125
0.725; 0; 0; 125
0.775; 0; 0; 125
0.825; 0; 0; 125
0.875; 0; 0; 125
0.925; 0; 0; 125
0.975; 0; 0; 125
0.025; 0; 0; 126
0.075; 0; 0; 126
0.125; 0; 0; 126
0.175; 0; 0; 126
0.225; 0; 0; 126
0.275; 0; 0; 126
0.325; 0; 0; 126
0.375; 0; 0; 126
0.425; 0.0416493; 33.7357; 126
0.475; 2.24906; 45.6056; 126
0.525; 40.6077; 7.74679; 126
0.575; 57.1011; 5.33112; 126
0.625; 0; 7.58019; 126
0.675; 0; 0; 126
0.725; 0; 0; 126
0.775; 0; 0; 126
0.825; 0; 0; 126
0.875; 0; 0; 126
0.925; 0; 0; 126
0.975; 0; 0; 126
0.025; 0; 0; 127
0.075; 0; 0; 127
0.125; 0; 0; 127
0.175; 0; 0; 127
0.225; 0; 0; 127
0.275; 0; 0; 127
0.325; 0; 0; 127
0.375; 0.0416493; 0; 127
0.425; 40.9826; 22.2823; 127
0.475; 58.9755; 32.0697; 127
0.525; 0; 37.8589; 127
0.575; 0; 7.78844; 127
0.625; 0; 0; 127
0.675; 0; 0; 127
0.725; 0; 0; 127
0.775; 0; 0; 127
0.825; 0; 0; 127
0.875; 0; 0; 127
0.925; 0; 0; 127
0.975; 0; 0; 127
0.025; 0.249896; 0; 128
0.075; 18.2007; 0; 128
0.125; 69.7633; 0; 128
0.175; 11.7868; 0; 128
0.225; 0; 0; 128
0.275; 0; 0; 128
0.325; 0; 0; 128
0.375; 0; 0; 128
0.425; 0; 26.7804; 128
0.475; 0; 39.6498; 128
0.525; 0; 18.4923; 128
0.575; 0; 5.08122; 128
0.625; 0; 9.99586; 128
0.675; 0; 0; 128
0.725; 0; 0; 128
0.775; 0; 0; 128
0.825; 0; 0; 128
0.875; 0; 0; 128
0.925; 0; 0; 128
0.975; 0; 0; 128
0.025; 0; 0; 129
0.075; 0; 0; 129
0.125; 0; 0; 129
0.175; 0; 0; 129
0.225; 0; 0; 129
0.275; 0; 0; 129
0.325; 0; 0; 129
0.375; 0; 0; 129
0.425; 0; 0; 129
0.475; 0; 51.8947; 129
0.525; 0; 48.1045; 129
0.575; 16.9513; 0; 129
0.625; 83.0502; 0; 129
0.675; 0; 0; 129
0.725; 0; 0; 129
0.775; 0; 0; 129
0.825; 0; 0; 129
0.875; 0; 0; 129
0.925; 0; 0; 129
0.975; 0; 0; 129
0.025; 0; 0; 130
0.075; 0; 0; 130
0.125; 0; 0; 130
0.175; 0; 0; 130
0.225; 0; 0; 130
0.275; 0; 0; 130
0.325; 0; 0; 130
0.375; 0; 6.78885; 130
0.425; 0; 15.4935; 130
0.475; 0.0832986; 30.5704; 130
0.525; 0; 47.1049; 130
0.575; 0; 0.0416493; 130
0.625; 15.5352; 0; 130
0.675; 84.383; 0; 130
0.725; 0; 0; 130
0.775; 0; 0; 130
0.825; 0; 0; 130
0.875; 0; 0; 130
0.925; 0; 0; 130
0.975; 0; 0; 130
0.025; 0; 0; 131
0.075; 0; 0; 131
0.125; 0.0832986; 0; 131
0.175; 0.999583; 0; 131
0.225; 0.0416493; 0; 131
0.275; 0; 0.957934; 131
0.325; 0; 0.0416493; 131
0.375; 7.0804; 0; 131
0.425; 91.797; 0; 131
0.475; 0; 2.91545; 131
0.525; 0; 56.4764; 131
0.575; 0; 39.5665; 131
0.625; 0; 0; 131
0.675; 0; 0.0416493; 131
0.725; 0; 0; 131
0.775; 0; 0; 131
0.825; 0; 0; 131
0.875; 0; 0; 131
0.925; 0; 0; 131
0.975; 0; 0; 131
0.025; 0; 0; 132
0.075; 0; 0; 132
0.125; 0; 0; 132
0.175; 0; 0; 132
0.225; 0; 0.0416493; 132
0.275; 0; 0; 132
0.325; 0; 0; 132
0.375; 0; 0.333194; 132
0.425; 0.0416493; 2.8738; 132
0.475; 0.333194; 14.6189; 132
0.525; 3.33195; 51.145; 132
0.575; 82.6753; 28.2381; 132
0.625; 13.6193; 0.749688; 132
0.675; 0; 0; 132
0.725; 0; 1.29113; 132
0.775; 0; 0.708038; 132
0.825; 0; 0; 132
0.875; 0; 0; 132
0.925; 0; 0; 132
0.975; 0; 0; 132
0.025; 0; 0; 133
0.075; 0; 0; 133
0.125; 0; 0; 133
0.175; 0; 0; 133
0.225; 0; 0; 133
0.275; 0; 0; 133
0.325; 0; 0.62474; 133
0.375; 0; 0.832986; 133
0.425; 0.0416493; 11.287; 133
0.475; 0; 36.0264; 133
0.525; 0; 24.6146; 133
0.575; 5.41442; 18.9087; 133
0.625; 78.1353; 7.70514; 133
0.675; 16.4098; 0; 133
0.725; 0; 0; 133
0.775; 0; 0; 133
0.825; 0; 0; 133
0.875; 0; 0; 133
0.925; 0; 0; 133
0.975; 0; 0; 133
0.025; 0; 0; 134
0.075; 0; 0; 134
0.125; 0; 0; 134
0.175; 0; 0; 134
0.225; 0; 0; 134
0.275; 0; 0; 134
0.325; 0; 0; 134
0.375; 0; 0.374844; 134
0.425; 0; 13.1612; 134
0.475; 0; 21.2411; 134
0.525; 0; 16.4515; 134
0.575; 1.83257; 30.1539; 134
0.625; 31.6116; 18.6172; 134
0.675; 66.5561; 0; 134
0.725; 0; 0; 134
0.775; 0; 0; 134
0.825; 0; 0; 134
0.875; 0; 0; 134
0.925; 0; 0; 134
0.975; 0; 0; 134
0.025; 0; 0; 135
0.075; 0; 0; 135
0.125; 0; 0; 135
0.175; 0; 0; 135
0.225; 0; 0; 135
