### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; productivity; quality; param
0.275; 0; 0; 41
0.325; 0; 0; 41
0.375; 0; 0; 41
0.425; 0; 13.4528; 41
0.475; 0.0416493; 37.8589; 41
0.525; 0; 37.1925; 41
0.575; 0.291545; 7.74679; 41
0.625; 27.0302; 3.74844; 41
0.675; 72.6372; 0; 41
0.725; 0; 0; 41
0.775; 0; 0; 41
0.825; 0; 0; 41
0.875; 0; 0; 41
0.925; 0; 0; 41
0.975; 0; 0; 41
0.025; 0; 0; 42
0.075; 0; 0; 42
0.125; 0; 0; 42
0.175; 0; 0; 42
0.225; 0; 0; 42
0.275; 0; 0; 42
0.325; 0; 0; 42
0.375; 0; 1.33278; 42
0.425; 0; 33.7357; 42
0.475; 0; 39.1917; 42
0.525; 0; 25.1561; 42
0.575; 0.58309; 0; 42
0.625; 9.32947; 0; 42
0.675; 90.0893; 0; 42
0.725; 0; 0.58309; 42
0.775; 0; 0; 42
0.825; 0; 0; 42
0.875; 0; 0; 42
0.925; 0; 0; 42
0.975; 0; 0; 42
0.025; 0; 0; 43
0.075; 0; 0; 43
0.125; 0; 0; 43
0.175; 0.0832986; 0; 43
0.225; 0.124948; 0; 43
0.275; 0; 0.0832986; 43
0.325; 0.166597; 0; 43
0.375; 0; 0.166597; 43
0.425; 0; 1.16618; 43
0.475; 98.4197; 29.2793; 43
0.525; 1.20783; 64.4319; 43
0.575; 0; 3.95669; 43
0.625; 0; 0.916285; 43
0.675; 0; 0; 43
0.725; 0; 0; 43
0.775; 0; 0; 43
0.825; 0; 0; 43
0.875; 0; 0; 43
0.925; 0; 0; 43
0.975; 0; 0; 43
0.025; 0; 0; 44
0.075; 0; 0; 44
0.125; 0; 0; 44
0.175; 0; 0; 44
0.225; 0; 0; 44
0.275; 0; 0; 44
0.325; 0; 0.166597; 44
0.375; 0; 1.12453; 44
0.425; 0; 4.95628; 44
0.475; 0; 38.4004; 44
0.525; 0.291545; 29.196; 44
0.575; 0; 24.9895; 44
0.625; 1.66597; 1.08288; 44
0.675; 77.5105; 0; 44
0.725; 20.533; 0; 44
0.775; 0; 0; 44
0.825; 0; 0; 44
0.875; 0; 0; 44
0.925; 0; 0; 44
0.975; 0; 0.0832986; 44
0.025; 0; 0; 45
0.075; 0; 0; 45
0.125; 0; 0; 45
0.175; 0; 0; 45
0.225; 0.0832986; 0; 45
0.275; 0; 0; 45
0.325; 0; 0; 45
0.375; 0; 0; 45
0.425; 66.806; 34.8186; 45
0.475; 20.6163; 20.0333; 45
0.525; 12.4948; 25.9057; 45
0.575; 0; 19.2419; 45
0.625; 0; 0; 45
0.675; 0; 0; 45
0.725; 0; 0; 45
0.775; 0; 0; 45
0.825; 0; 0; 45
0.875; 0; 0; 45
0.925; 0; 0; 45
0.975; 0; 0; 45
0.025; 0; 0; 46
0.075; 0; 0; 46
0.125; 0; 0; 46
0.175; 0; 0; 46
0.225; 0; 0; 46
0.275; 0; 0; 46
0.325; 0; 0; 46
0.375; 0; 1.12453; 46
0.425; 0; 25.4476; 46
0.475; 0; 28.6545; 46
0.525; 12.4115; 17.9092; 46
0.575; 41.1908; 8.12164; 46
0.625; 46.3969; 14.0358; 46
0.675; 0; 4.66473; 46
0.725; 0; 0.0416493; 46
0.775; 0; 0; 46
0.825; 0; 0; 46
0.875; 0; 0; 46
0.925; 0; 0; 46
0.975; 0; 0; 46
0.025; 0; 0; 47
0.075; 0; 0; 47
0.125; 0; 0; 47
0.175; 0; 0; 47
0.225; 0; 0; 47
0.275; 0; 0.0416493; 47
0.325; 0; 0.0416493; 47
0.375; 0.124948; 13.7859; 47
0.425; 0.0416493; 10.3291; 47
0.475; 0.249896; 13.9525; 47
0.525; 0.0832986; 40.6494; 47
0.575; 5.08122; 20.1582; 47
0.625; 72.429; 0.999583; 47
0.675; 21.9907; 0; 47
0.725; 0; 0.0416493; 47
0.775; 0; 0; 47
0.825; 0; 0; 47
0.875; 0; 0; 47
0.925; 0; 0; 47
0.975; 0; 0; 47
0.025; 0; 0; 48
0.075; 0; 0; 48
0.125; 0; 0; 48
0.175; 0; 0; 48
0.225; 0; 0; 48
0.275; 0; 0; 48
0.325; 0; 0.249896; 48
0.375; 0; 2.8738; 48
0.425; 0; 22.5322; 48
0.475; 0; 32.278; 48
0.525; 0.666389; 27.9882; 48
0.575; 0.499792; 12.7447; 48
0.625; 39.3583; 1.33278; 48
0.675; 59.4753; 0; 48
0.725; 0; 0; 48
0.775; 0; 0; 48
0.825; 0; 0; 48
0.875; 0; 0; 48
0.925; 0; 0; 48
0.975; 0; 0; 48
0.025; 0; 0; 49
0.075; 0; 0; 49
0.125; 0; 0; 49
0.175; 0; 0; 49
0.225; 0; 0; 49
0.275; 0; 0.0416493; 49
0.325; 0; 0.0416493; 49
0.375; 0; 0; 49
0.425; 0; 0; 49
0.475; 0.499792; 37.8589; 49
0.525; 0.0832986; 45.2724; 49
0.575; 0.999583; 12.4948; 49
0.625; 82.9669; 3.79009; 49
0.675; 15.4519; 0.499792; 49
0.725; 0; 0; 49
0.775; 0; 0; 49
0.825; 0; 0; 49
0.875; 0; 0; 49
0.925; 0; 0; 49
0.975; 0; 0; 49
0.025; 0; 0; 50
0.075; 0; 0; 50
0.125; 0; 0; 50
0.175; 0.0416493; 0; 50
0.225; 0; 0; 50
0.275; 0; 0.916285; 50
0.325; 0.0416493; 0.0416493; 50
0.375; 0; 0; 50
0.425; 0.916285; 7.83009; 50
0.475; 21.9074; 28.9044; 50
0.525; 77.094; 38.1505; 50
0.575; 0; 24.1148; 50
0.625; 0; 0; 50
0.675; 0; 0.0416493; 50
0.725; 0; 0; 50
0.775; 0; 0; 50
0.825; 0; 0; 50
0.875; 0; 0; 50
0.925; 0; 0; 50
0.975; 0; 0; 50
0.025; 0; 0; 51
0.075; 0; 0; 51
0.125; 0; 0; 51
0.175; 0; 0; 51
0.225; 0; 0; 51
0.275; 0; 0; 51
0.325; 0; 0; 51
0.375; 0; 0; 51
0.425; 0.0832986; 8.62143; 51
0.475; 0; 34.9019; 51
0.525; 0.124948; 40.8576; 51
0.575; 0; 15.5768; 51
0.625; 89.4229; 0; 51
0.675; 10.3707; 0; 51
0.725; 0; 0.0416493; 51
0.775; 0; 0; 51
0.825; 0; 0; 51
0.875; 0; 0; 51
0.925; 0; 0; 51
0.975; 0; 0; 51
0.025; 0; 0; 52
0.075; 0; 0; 52
0.125; 0; 0; 52
0.175; 0; 0; 52
0.225; 0; 0; 52
0.275; 0; 0; 52
0.325; 0.0416493; 0; 52
0.375; 0.208247; 0.957934; 52
0.425; 0.957934; 1.91587; 52
0.475; 14.369; 32.153; 52
0.525; 84.4247; 52.936; 52
0.575; 0; 11.995; 52
0.625; 0; 0; 52
0.675; 0; 0; 52
0.725; 0; 0; 52
0.775; 0; 0; 52
0.825; 0; 0; 52
0.875; 0; 0.0416493; 52
0.925; 0; 0; 52
0.975; 0; 0; 52
0.025; 0; 0; 53
0.075; 0; 0; 53
0.125; 0; 0; 53
0.175; 0; 0; 53
0.225; 0; 0; 53
0.275; 0; 0; 53
0.325; 0; 0; 53
0.375; 0; 0; 53
0.425; 0; 13.1612; 53
0.475; 0; 11.162; 53
0.525; 21.7409; 43.773; 53
0.575; 64.8067; 18.4506; 53
0.625; 13.4528; 4.45648; 53
0.675; 0; 8.99628; 53
0.725; 0; 0; 53
0.775; 0; 0; 53
0.825; 0; 0; 53
0.875; 0; 0; 53
0.925; 0; 0; 53
0.975; 0; 0; 53
0.025; 0; 0; 54
0.075; 0; 0; 54
0.125; 0; 0; 54
0.175; 0; 0.0416493; 54
0.225; 0; 0; 54
0.275; 0; 0; 54
0.325; 0; 0.249896; 54
0.375; 0; 3.1237; 54
0.425; 0; 34.7769; 54
0.475; 0.208247; 22.6571; 54
0.525; 0.0832986; 21.6992; 54
0.575; 0; 17.3261; 54
0.625; 41.4407; 0.0416493; 54
0.675; 58.2674; 0; 54
0.725; 0; 0.0832986; 54
0.775; 0; 0; 54
0.825; 0; 0; 54
0.875; 0; 0; 54
0.925; 0; 0; 54
0.975; 0; 0; 54
0.025; 0; 0; 55
0.075; 0; 0; 55
0.125; 0; 0; 55
0.175; 0; 0; 55
0.225; 0; 0.832986; 55
0.275; 0.0416493; 0; 55
0.325; 0.0416493; 0.62474; 55
0.375; 0.291545; 0.249896; 55
0.425; 0.916285; 33.3192; 55
0.475; 16.2016; 25.5309; 55
0.525; 82.5087; 16.868; 55
0.575; 0; 15.5768; 55
0.625; 0; 6.24741; 55
0.675; 0; 0.749688; 55
0.725; 0; 0; 55
0.775; 0; 0; 55
0.825; 0; 0; 55
0.875; 0; 0; 55
0.925; 0; 0; 55
0.975; 0; 0; 55
0.025; 0; 0; 56
0.075; 0; 0; 56
0.125; 0; 0; 56
0.175; 0; 0; 56
0.225; 0; 0; 56
0.275; 0; 0; 56
0.325; 0.166597; 0; 56
0.375; 0.0832986; 0; 56
0.425; 0.0416493; 0.208247; 56
0.475; 0; 38.2338; 56
0.525; 0; 60.8498; 56
0.575; 14.369; 0.708038; 56
0.625; 73.0121; 0; 56
0.675; 12.3282; 0; 56
0.725; 0; 0; 56
0.775; 0; 0; 56
0.825; 0; 0; 56
0.875; 0; 0; 56
0.925; 0; 0; 56
0.975; 0; 0; 56
0.025; 0; 0; 57
0.075; 0; 0; 57
0.125; 0; 0; 57
0.175; 0; 0; 57
0.225; 0; 0; 57
0.275; 0; 0; 57
0.325; 0; 0.0416493; 57
0.375; 0; 0; 57
0.425; 0.0832986; 14.5356; 57
0.475; 0.0832986; 51.9363; 57
0.525; 0; 21.3244; 57
0.575; 6.58061; 12.12; 57
0.625; 46.6052; 0; 57
0.675; 46.6468; 0; 57
0.725; 0; 0.0416493; 57
0.775; 0; 0; 57
0.825; 0; 0; 57
0.875; 0; 0; 57
0.925; 0; 0; 57
0.975; 0; 0; 57
0.025; 0; 0; 58
0.075; 0; 0; 58
0.125; 0; 0; 58
0.175; 0; 0; 58
0.225; 0; 0; 58
0.275; 0; 0; 58
0.325; 0; 0; 58
0.375; 0; 6.70555; 58
0.425; 0.874635; 22.9903; 58
0.475; 2.37401; 31.7782; 58
0.525; 1.33278; 35.0268; 58
0.575; 47.0216; 0.291545; 58
0.625; 48.3961; 2.20741; 58
0.675; 0; 0.124948; 58
0.725; 0; 0.874635; 58
0.775; 0; 0; 58
0.825; 0; 0; 58
0.875; 0; 0; 58
0.925; 0; 0; 58
0.975; 0; 0; 58
0.025; 0; 0; 59
0.075; 0; 0; 59
0.125; 0; 0; 59
0.175; 0; 0; 59
0.225; 0; 0; 59
0.275; 0.249896; 0; 59
0.325; 0.0416493; 0; 59
0.375; 0; 0; 59
0.425; 0; 0.0832986; 59
0.475; 0; 20.6996; 59
0.525; 99.7109; 57.1011; 59
0.575; 0; 21.9491; 59
0.625; 0; 0.166597; 59
0.675; 0; 0; 59
0.725; 0; 0; 59
0.775; 0; 0; 59
0.825; 0; 0; 59
0.875; 0; 0; 59
0.925; 0; 0; 59
0.975; 0; 0; 59
0.025; 0; 0; 60
0.075; 0.0416493; 0; 60
0.125; 0.124948; 0; 60
0.175; 0.416493; 0; 60
0.225; 0.374844; 0; 60
0.275; 14.9105; 0; 60
0.325; 52.811; 0.416493; 60
0.375; 31.3201; 2.20741; 60
0.425; 0; 8.99628; 60
0.475; 0; 18.7838; 60
0.525; 0; 54.1022; 60
0.575; 0; 12.1616; 60
0.625; 0; 3.33195; 60
0.675; 0; 0; 60
0.725; 0; 0; 60
0.775; 0; 0; 60
0.825; 0; 0; 60
0.875; 0; 0; 60
0.925; 0; 0; 60
0.975; 0; 0; 60
0.025; 0; 0; 61
0.075; 0; 0; 61
0.125; 0; 0; 61
0.175; 0; 0; 61
0.225; 0.0416493; 0; 61
0.275; 0; 0; 61
0.325; 0.0832986; 0; 61
0.375; 0; 0.0832986; 61
0.425; 0; 0; 61
0.475; 0; 13.1196; 61
0.525; 19.4085; 40.7743; 61
0.575; 24.8645; 46.0221; 61
0.625; 55.6017; 0; 61
0.675; 0; 0; 61
0.725; 0; 0; 61
0.775; 0; 0; 61
0.825; 0; 0; 61
0.875; 0; 0; 61
0.925; 0; 0; 61
0.975; 0; 0; 61
0.025; 0; 0; 62
0.075; 0; 0; 62
0.125; 0; 0; 62
0.175; 0; 0; 62
0.225; 0; 0; 62
0.275; 0; 0; 62
0.325; 0; 3.66514; 62
0.375; 0; 12.0783; 62
0.425; 0.166597; 17.7009; 62
0.475; 0.0416493; 33.694; 62
0.525; 1.54102; 27.4884; 62
0.575; 13.5361; 4.70638; 62
0.625; 84.7162; 0.291545; 62
0.675; 0; 0.333194; 62
0.725; 0; 0; 62
0.775; 0; 0; 62
0.825; 0; 0.0416493; 62
0.875; 0; 0; 62
0.925; 0; 0; 62
0.975; 0; 0; 62
0.025; 0; 0; 63
0.075; 0; 0; 63
0.125; 0; 0; 63
0.175; 0; 0; 63
0.225; 0; 0; 63
0.275; 0; 0; 63
0.325; 0; 0; 63
0.375; 0; 0; 63
0.425; 0.0416493; 17.8675; 63
0.475; 0.0416493; 26.2389; 63
0.525; 0; 20.9079; 63
0.575; 0; 14.0775; 63
0.625; 54.5604; 20.9079; 63
0.675; 42.0654; 0; 63
0.725; 3.2903; 0; 63
0.775; 0; 0; 63
0.825; 0; 0; 63
0.875; 0; 0; 63
0.925; 0; 0; 63
0.975; 0; 0; 63
0.025; 0; 0; 64
0.075; 0; 0; 64
0.125; 0; 0; 64
0.175; 0; 0; 64
0.225; 0; 0.0416493; 64
0.275; 0; 0; 64
0.325; 0; 0; 64
0.375; 0; 2.24906; 64
0.425; 0; 20.3664; 64
0.475; 0; 28.7378; 64
0.525; 0.166597; 40.2329; 64
0.575; 0.333194; 3.95669; 64
0.625; 2.7905; 2.66556; 64
0.675; 79.01; 0.0416493; 64
0.725; 17.7009; 1.70762; 64
0.775; 0; 0; 64
0.825; 0; 0; 64
0.875; 0; 0; 64
0.925; 0; 0; 64
0.975; 0; 0; 64
0.025; 0; 0; 65
0.075; 0; 0; 65
0.125; 0; 0; 65
0.175; 0; 0; 65
0.225; 0; 0; 65
0.275; 0; 0; 65
0.325; 0; 0; 65
0.375; 0; 0.0416493; 65
0.425; 0.0416493; 0; 65
0.475; 0; 2.9571; 65
0.525; 0; 58.3924; 65
0.575; 0; 38.6086; 65
0.625; 99.9608; 0; 65
0.675; 0; 0; 65
0.725; 0; 0; 65
0.775; 0; 0; 65
0.825; 0; 0; 65
0.875; 0; 0; 65
0.925; 0; 0; 65
0.975; 0; 0; 65
0.025; 0; 0; 66
0.075; 0; 0; 66
0.125; 0; 0; 66
0.175; 0; 0; 66
0.225; 0.0832986; 0; 66
0.275; 0.0416493; 0; 66
0.325; 0; 0; 66
0.375; 0; 13.4528; 66
0.425; 0; 19.0753; 66
0.475; 84.1748; 35.1934; 66
0.525; 15.7018; 32.278; 66
0.575; 0; 0; 66
0.625; 0; 0; 66
0.675; 0; 0; 66
0.725; 0; 0; 66
0.775; 0; 0; 66
0.825; 0; 0; 66
0.875; 0; 0; 66
0.925; 0; 0; 66
0.975; 0; 0; 66
0.025; 0; 0; 67
0.075; 0; 0; 67
0.125; 0; 0; 67
0.175; 0; 0; 67
0.225; 0; 0; 67
0.275; 0.0416493; 0; 67
0.325; 0; 0; 67
0.375; 0; 7.95504; 67
0.425; 0; 12.7864; 67
0.475; 99.9608; 22.6988; 67
0.525; 0; 56.5597; 67
0.575; 0; 0; 67
0.625; 0; 0; 67
0.675; 0; 0; 67
0.725; 0; 0; 67
0.775; 0; 0; 67
0.825; 0; 0; 67
0.875; 0; 0; 67
0.925; 0; 0; 67
0.975; 0; 0; 67
0.025; 0; 0; 68
0.075; 0; 0; 68
0.125; 0; 0; 68
0.175; 0; 0; 68
0.225; 0; 0; 68
0.275; 0; 0; 68
0.325; 0; 0; 68
0.375; 0.0416493; 0; 68
0.425; 0; 21.7825; 68
0.475; 0; 21.1578; 68
0.525; 0; 23.5318; 68
0.575; 0; 33.4858; 68
0.625; 99.9608; 0.0416493; 68
0.675; 0; 0; 68
0.725; 0; 0; 68
0.775; 0; 0; 68
0.825; 0; 0; 68
0.875; 0; 0; 68
0.925; 0; 0; 68
0.975; 0; 0; 68
0.025; 0; 0; 69
0.075; 0; 0; 69
0.125; 0; 0; 69
0.175; 0; 0; 69
0.225; 0; 0; 69
0.275; 0.0832986; 0; 69
0.325; 0; 0; 69
0.375; 0; 0; 69
0.425; 99.9191; 29.196; 69
0.475; 0; 32.8194; 69
0.525; 0; 37.9839; 69
0.575; 0; 0; 69
0.625; 0; 0; 69
0.675; 0; 0; 69
0.725; 0; 0; 69
0.775; 0; 0; 69
0.825; 0; 0; 69
0.875; 0; 0; 69
0.925; 0; 0; 69
0.975; 0; 0; 69
0.025; 0; 0; 70
0.075; 0; 0; 70
0.125; 0; 0; 70
0.175; 0; 0; 70
0.225; 0; 0; 70
0.275; 0; 0; 70
0.325; 0; 0; 70
0.375; 0; 1.24948; 70
0.425; 0.0416493; 16.3265; 70
0.475; 0; 24.0732; 70
0.525; 52.1029; 16.6597; 70
0.575; 47.8546; 32.0697; 70
0.625; 0; 9.62102; 70
0.675; 0; 0; 70
0.725; 0; 0; 70
0.775; 0; 0; 70
0.825; 0; 0; 70
0.875; 0; 0; 70
0.925; 0; 0; 70
0.975; 0; 0; 70
0.025; 0; 0.0832986; 71
0.075; 0; 0; 71
0.125; 0; 0; 71
0.175; 0; 0; 71
0.225; 0; 0; 71
0.275; 0; 0.416493; 71
0.325; 0; 0; 71
0.375; 0; 0.541441; 71
0.425; 0; 15.91; 71
0.475; 0.0416493; 18.8671; 71
0.525; 0.416493; 26.7387; 71
0.575; 0.499792; 23.7816; 71
0.625; 99.0444; 13.6193; 71
0.675; 0; 0; 71
0.725; 0; 0.0416493; 71
0.775; 0; 0; 71
0.825; 0; 0; 71
0.875; 0; 0; 71
0.925; 0; 0; 71
0.975; 0; 0; 71
0.025; 0; 0; 72
0.075; 0; 0; 72
0.125; 0; 0; 72
0.175; 0; 0; 72
0.225; 0.166597; 0; 72
0.275; 0; 0; 72
0.325; 0; 0; 72
0.375; 0; 1.83257; 72
0.425; 0; 14.5773; 72
0.475; 98.0031; 14.2024; 72
0.525; 1.83257; 22.7821; 72
0.575; 0; 46.4802; 72
0.625; 0; 0.0832986; 72
0.675; 0; 0.0416493; 72
0.725; 0; 0; 72
0.775; 0; 0; 72
0.825; 0; 0; 72
0.875; 0; 0; 72
0.925; 0; 0; 72
0.975; 0; 0; 72
0.025; 0; 0; 73
0.075; 0; 0; 73
0.125; 0; 0; 73
0.175; 0; 0; 73
0.225; 0; 0; 73
0.275; 0; 0; 73
0.325; 0.0416493; 0; 73
0.375; 0.0416493; 0; 73
0.425; 0; 16.7847; 73
0.475; 0; 21.491; 73
0.525; 0; 23.6567; 73
0.575; 3.49854; 18.4506; 73
0.625; 73.262; 19.6168; 73
0.675; 23.1569; 0; 73
0.725; 0; 0; 73
0.775; 0; 0; 73
0.825; 0; 0; 73
0.875; 0; 0; 73
0.925; 0; 0; 73
0.975; 0; 0; 73
0.025; 0; 0; 74
0.075; 0.0416493; 0; 74
0.125; 0; 0; 74
0.175; 0.0416493; 0; 74
0.225; 97.0035; 0; 74
0.275; 2.91545; 4.45648; 74
0.325; 0; 4.24823; 74
0.375; 0; 3.74844; 74
0.425; 0; 17.0345; 74
0.475; 0; 17.9925; 74
0.525; 0; 32.2363; 74
0.575; 0; 20.2831; 74
0.625; 0; 0; 74
0.675; 0; 0; 74
0.725; 0; 0; 74
0.775; 0; 0; 74
0.825; 0; 0; 74
0.875; 0; 0; 74
0.925; 0; 0; 74
0.975; 0; 0; 74
0.025; 0; 0; 75
0.075; 0; 0; 75
0.125; 0; 0; 75
0.175; 0; 0; 75
0.225; 0; 0; 75
0.275; 0; 0; 75
0.325; 0; 8.41318; 75
0.375; 0.0416493; 12.0783; 75
0.425; 0; 16.3682; 75
0.475; 0.249896; 22.8237; 75
0.525; 33.9439; 19.9083; 75
0.575; 65.7647; 19.95; 75
0.625; 0; 0.458142; 75
0.675; 0; 0; 75
0.725; 0; 0; 75
0.775; 0; 0; 75
0.825; 0; 0; 75
0.875; 0; 0; 75
0.925; 0; 0; 75
0.975; 0; 0; 75
0.025; 0; 0; 76
0.075; 0; 0; 76
0.125; 0; 0; 76
0.175; 0; 0; 76
0.225; 0; 0; 76
0.275; 0; 0; 76
0.325; 0; 0; 76
0.375; 0; 0; 76
0.425; 0; 1.04123; 76
0.475; 0; 35.7765; 76
0.525; 0.291545; 46.147; 76
0.575; 14.6606; 17.0345; 76
0.625; 85.0495; 0; 76
0.675; 0; 0; 76
0.725; 0; 0; 76
0.775; 0; 0; 76
0.825; 0; 0; 76
0.875; 0; 0; 76
0.925; 0; 0; 76
0.975; 0; 0; 76
0.025; 0; 0; 77
0.075; 0; 0; 77
0.125; 0; 0; 77
0.175; 0; 0; 77
0.225; 0; 0; 77
0.275; 0; 0; 77
0.325; 0; 0; 77
0.375; 0; 0; 77
0.425; 0; 31.5283; 77
0.475; 0; 43.19; 77
0.525; 0; 19.6168; 77
0.575; 1.04123; 5.66432; 77
0.625; 0; 0; 77
0.675; 52.8527; 0; 77
0.725; 46.1054; 0; 77
0.775; 0; 0; 77
0.825; 0; 0; 77
0.875; 0; 0; 77
0.925; 0; 0; 77
0.975; 0; 0; 77
0.025; 0; 0; 78
0.075; 0; 0; 78
0.125; 0; 0; 78
0.175; 0; 0.0832986; 78
0.225; 0; 0; 78
0.275; 0; 0; 78
0.325; 0; 0; 78
0.375; 0; 1.87422; 78
0.425; 0.957934; 20.658; 78
0.475; 0.0416493; 19.2003; 78
0.525; 0.499792; 44.3561; 78
0.575; 12.9946; 13.0779; 78
0.625; 85.5076; 0; 78
0.675; 0; 0; 78
0.725; 0; 0.749688; 78
0.775; 0; 0; 78
0.825; 0; 0; 78
0.875; 0; 0; 78
0.925; 0; 0; 78
0.975; 0; 0; 78
0.025; 0; 0; 79
0.075; 0; 0; 79
0.125; 0; 0; 79
0.175; 0; 0; 79
0.225; 0; 0; 79
0.275; 0; 0; 79
0.325; 0; 0; 79
0.375; 0; 2.33236; 79
0.425; 0; 8.66308; 79
0.475; 0; 29.9873; 79
0.525; 0.0416493; 39.275; 79
0.575; 0.0416493; 19.7001; 79
0.625; 0.791337; 0; 79
0.675; 91.5055; 0.0416493; 79
0.725; 7.62184; 0; 79
0.775; 0; 0; 79
0.825; 0; 0; 79
0.875; 0; 0; 79
0.925; 0; 0; 79
0.975; 0; 0; 79
0.025; 0; 0; 80
0.075; 0; 0; 80
0.125; 0; 0; 80
0.175; 0; 0; 80
0.225; 0; 0; 80
0.275; 0; 0; 80
0.325; 0.0416493; 0; 80
0.375; 0; 0; 80
0.425; 0.0832986; 16.8263; 80
0.475; 0; 81.0925; 80
0.525; 0; 2.04082; 80
0.575; 0; 0; 80
0.625; 2.04082; 0; 80
0.675; 83.9249; 0; 80
0.725; 13.9109; 0.0416493; 80
0.775; 0; 0; 80
0.825; 0; 0; 80
0.875; 0; 0; 80
0.925; 0; 0; 80
0.975; 0; 0; 80
0.025; 0; 0; 81
0.075; 0; 0; 81
0.125; 0; 0; 81
0.175; 0; 0; 81
0.225; 0; 0; 81
0.275; 0; 0; 81
0.325; 0; 0; 81
0.375; 0; 0.832986; 81
0.425; 0; 0; 81
0.475; 0; 26.7387; 81
0.525; 0.874635; 34.0272; 81
0.575; 0.166597; 23.032; 81
0.625; 9.91256; 15.202; 81
0.675; 89.048; 0.166597; 81
0.725; 0; 0; 81
0.775; 0; 0; 81
0.825; 0; 0; 81
0.875; 0; 0; 81
0.925; 0; 0; 81
0.975; 0; 0; 81
0.025; 0; 0; 82
0.075; 0; 0; 82
0.125; 0; 0; 82
0.175; 0; 0; 82
0.225; 0; 0; 82
0.275; 0; 0; 82
0.325; 0; 1.33278; 82
0.375; 0.0416493; 0.0416493; 82
0.425; 1.33278; 12.5781; 82
0.475; 11.4536; 25.6975; 82
0.525; 63.0157; 31.6533; 82
0.575; 24.1565; 28.6962; 82
0.625; 0; 0; 82
0.675; 0; 0; 82
0.725; 0; 0; 82
0.775; 0; 0; 82
0.825; 0; 0; 82
0.875; 0; 0; 82
0.925; 0; 0; 82
0.975; 0; 0; 82
0.025; 0; 0; 83
0.075; 0; 0; 83
0.125; 0; 0; 83
0.175; 0; 0; 83
0.225; 0; 0; 83
0.275; 0; 0; 83
0.325; 0; 0; 83
0.375; 0.0832986; 19.825; 83
0.425; 0; 13.0779; 83
0.475; 0; 34.4854; 83
0.525; 0.291545; 30.2372; 83
0.575; 17.3677; 2.37401; 83
0.625; 60.9748; 0; 83
0.675; 21.2827; 0; 83
0.725; 0; 0; 83
0.775; 0; 0; 83
0.825; 0; 0; 83
0.875; 0; 0; 83
0.925; 0; 0; 83
0.975; 0; 0; 83
0.025; 0; 0; 84
0.075; 0; 0; 84
0.125; 0; 0; 84
0.175; 0; 0; 84
0.225; 0.0416493; 0.0416493; 84
0.275; 38.8168; 0; 84
0.325; 48.521; 0; 84
0.375; 12.6198; 9.12122; 84
0.425; 0; 24.1981; 84
0.475; 0; 13.4111; 84
0.525; 0; 34.3188; 84
0.575; 0; 11.995; 84
0.625; 0; 6.9138; 84
0.675; 0; 0; 84
0.725; 0; 0; 84
0.775; 0; 0; 84
0.825; 0; 0; 84
0.875; 0; 0; 84
0.925; 0; 0; 84
0.975; 0; 0; 84
0.025; 0; 0; 85
0.075; 0; 0; 85
0.125; 0; 0; 85
0.175; 0; 0; 85
0.225; 0; 0; 85
0.275; 0; 0.291545; 85
0.325; 0; 0; 85
0.375; 0.208247; 0; 85
0.425; 0.124948; 4.53978; 85
0.475; 2.04082; 42.1904; 85
0.525; 1.20783; 32.278; 85
0.575; 96.4204; 17.4927; 85
0.625; 0; 0.916285; 85
0.675; 0; 0.333194; 85
0.725; 0; 0.666389; 85
0.775; 0; 0; 85
0.825; 0; 1.29113; 85
0.875; 0; 0; 85
0.925; 0; 0; 85
0.975; 0; 0; 85
0.025; 0; 0; 86
0.075; 0; 0; 86
0.125; 0; 0; 86
0.175; 0; 0; 86
0.225; 0; 0; 86
0.275; 0; 0; 86
0.325; 0; 0.124948; 86
0.375; 0; 1.33278; 86
0.425; 0.0416493; 3.87339; 86
0.475; 0.124948; 20.7413; 86
0.525; 0.0416493; 31.1951; 86
0.575; 0; 40.7743; 86
0.625; 5.53937; 1.91587; 86
0.675; 54.1022; 0; 86
0.725; 40.1496; 0; 86
0.775; 0; 0.0416493; 86
0.825; 0; 0; 86
0.875; 0; 0; 86
0.925; 0; 0; 86
0.975; 0; 0; 86
0.025; 0; 0; 87
0.075; 0.0832986; 0; 87
0.125; 0.0416493; 0; 87
0.175; 0; 0; 87
0.225; 0; 0; 87
0.275; 0; 0; 87
0.325; 0; 0; 87
0.375; 0; 0; 87
0.425; 0; 0; 87
0.475; 0; 0; 87
0.525; 57.5177; 50.187; 87
0.575; 42.357; 49.7288; 87
0.625; 0; 0; 87
0.675; 0; 0.0832986; 87
0.725; 0; 0; 87
0.775; 0; 0; 87
0.825; 0; 0; 87
0.875; 0; 0; 87
0.925; 0; 0; 87
0.975; 0; 0; 87
