### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.02, INSIDETRADELIMIT = 0.001, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 200, TIMEINTERVAL = 5, NRUN = 500 ###

time; nVar; meanDU; param
30; 50.766; 17.7221; 0.001
35; 50.856; 15.5316; 0.001
40; 50.826; 13.356; 0.001
45; 50.634; 11.1696; 0.001
50; 49.914; 8.97897; 0.001
55; 47.954; 6.83143; 0.001
60; 43.926; 4.88588; 0.001
65; 37.71; 3.38922; 0.001
70; 30.624; 2.48677; 0.001
75; 24.938; 2.03988; 0.001
80; 21.322; 1.81665; 0.001
85; 19.264; 1.70082; 0.001
90; 18.048; 1.62486; 0.001
95; 17.25; 1.58282; 0.001
100; 16.674; 1.54127; 0.001
105; 16.188; 1.5158; 0.001
110; 15.818; 1.48318; 0.001
115; 15.37; 1.45294; 0.001
120; 14.912; 1.42122; 0.001
125; 14.634; 1.40992; 0.001
130; 14.412; 1.39412; 0.001
135; 14.27; 1.39212; 0.001
140; 14.184; 1.38078; 0.001
145; 14.118; 1.38286; 0.001
150; 14.046; 1.37184; 0.001
155; 13.964; 1.37302; 0.001
160; 13.914; 1.36261; 0.001
165; 13.864; 1.36396; 0.001
170; 13.814; 1.35751; 0.001
175; 13.788; 1.36102; 0.001
180; 13.766; 1.35445; 0.001
185; 13.76; 1.35951; 0.001
190; 13.734; 1.35302; 0.001
195; 13.74; 1.35894; 0.001
