### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

quantity; frequency; param
0.262789; 0; 59
0.416493; 0; 59
0.660097; 0; 59
1.04618; 9.09091; 59
1.65809; 9.09091; 59
2.62789; 13.6364; 59
4.16493; 9.09091; 59
6.60097; 27.2727; 59
10.4618; 4.54545; 59
16.5809; 0; 59
26.2789; 0; 59
41.6493; 0; 59
66.0097; 0; 59
0.0416493; 0; 60
0.0660097; 0; 60
0.104618; 8; 60
0.165809; 4; 60
0.262789; 12; 60
0.416493; 0; 60
0.660097; 12; 60
1.04618; 8; 60
1.65809; 4; 60
2.62789; 16; 60
4.16493; 24; 60
6.60097; 8; 60
10.4618; 4; 60
16.5809; 0; 60
26.2789; 0; 60
41.6493; 0; 60
66.0097; 0; 60
0.0416493; 0; 61
0.0660097; 0; 61
0.104618; 8.33333; 61
0.165809; 0; 61
0.262789; 0; 61
0.416493; 8.33333; 61
0.660097; 0; 61
1.04618; 0; 61
1.65809; 16.6667; 61
2.62789; 25; 61
4.16493; 8.33333; 61
6.60097; 8.33333; 61
10.4618; 0; 61
16.5809; 25; 61
26.2789; 0; 61
41.6493; 0; 61
66.0097; 0; 61
0.0416493; 11.1111; 62
0.0660097; 0; 62
0.104618; 5.55556; 62
0.165809; 5.55556; 62
0.262789; 8.33333; 62
0.416493; 2.77778; 62
0.660097; 0; 62
1.04618; 13.8889; 62
1.65809; 8.33333; 62
2.62789; 16.6667; 62
4.16493; 27.7778; 62
6.60097; 0; 62
10.4618; 0; 62
16.5809; 0; 62
26.2789; 0; 62
41.6493; 0; 62
66.0097; 0; 62
0.0416493; 7.40741; 63
0.0660097; 0; 63
0.104618; 0; 63
0.165809; 0; 63
0.262789; 3.7037; 63
0.416493; 0; 63
0.660097; 7.40741; 63
1.04618; 11.1111; 63
1.65809; 14.8148; 63
2.62789; 22.2222; 63
4.16493; 22.2222; 63
6.60097; 11.1111; 63
10.4618; 0; 63
16.5809; 0; 63
26.2789; 0; 63
41.6493; 0; 63
66.0097; 0; 63
0.0416493; 7.14286; 64
0.0660097; 0; 64
0.104618; 3.57143; 64
0.165809; 7.14286; 64
0.262789; 3.57143; 64
0.416493; 0; 64
0.660097; 3.57143; 64
1.04618; 14.2857; 64
1.65809; 17.8571; 64
2.62789; 17.8571; 64
4.16493; 10.7143; 64
6.60097; 10.7143; 64
10.4618; 3.57143; 64
16.5809; 0; 64
26.2789; 0; 64
41.6493; 0; 64
66.0097; 0; 64
0.0416493; 6.25; 65
0.0660097; 0; 65
0.104618; 0; 65
0.165809; 0; 65
0.262789; 0; 65
0.416493; 0; 65
0.660097; 6.25; 65
1.04618; 0; 65
1.65809; 6.25; 65
2.62789; 18.75; 65
4.16493; 12.5; 65
6.60097; 37.5; 65
10.4618; 12.5; 65
16.5809; 0; 65
26.2789; 0; 65
41.6493; 0; 65
66.0097; 0; 65
0.0416493; 6.66667; 66
0.0660097; 6.66667; 66
0.104618; 0; 66
0.165809; 0; 66
0.262789; 0; 66
0.416493; 0; 66
0.660097; 0; 66
1.04618; 0; 66
1.65809; 0; 66
2.62789; 6.66667; 66
4.16493; 40; 66
6.60097; 33.3333; 66
10.4618; 6.66667; 66
16.5809; 0; 66
26.2789; 0; 66
41.6493; 0; 66
66.0097; 0; 66
0.0416493; 5.55556; 67
0.0660097; 0; 67
0.104618; 0; 67
0.165809; 0; 67
0.262789; 0; 67
0.416493; 0; 67
0.660097; 0; 67
1.04618; 11.1111; 67
1.65809; 5.55556; 67
2.62789; 22.2222; 67
4.16493; 16.6667; 67
6.60097; 38.8889; 67
10.4618; 0; 67
16.5809; 0; 67
26.2789; 0; 67
41.6493; 0; 67
66.0097; 0; 67
0.0416493; 12.5; 68
0.0660097; 0; 68
0.104618; 0; 68
0.165809; 0; 68
0.262789; 0; 68
0.416493; 0; 68
0.660097; 0; 68
1.04618; 0; 68
1.65809; 6.25; 68
2.62789; 18.75; 68
4.16493; 18.75; 68
6.60097; 37.5; 68
10.4618; 6.25; 68
16.5809; 0; 68
26.2789; 0; 68
41.6493; 0; 68
66.0097; 0; 68
0.0416493; 0; 69
0.0660097; 10; 69
0.104618; 0; 69
0.165809; 0; 69
0.262789; 0; 69
0.416493; 0; 69
0.660097; 10; 69
1.04618; 0; 69
1.65809; 0; 69
2.62789; 0; 69
4.16493; 20; 69
6.60097; 20; 69
10.4618; 30; 69
16.5809; 10; 69
26.2789; 0; 69
41.6493; 0; 69
66.0097; 0; 69
0.0416493; 5; 70
0.0660097; 0; 70
0.104618; 0; 70
0.165809; 0; 70
0.262789; 5; 70
0.416493; 0; 70
0.660097; 5; 70
1.04618; 0; 70
1.65809; 20; 70
2.62789; 5; 70
4.16493; 35; 70
6.60097; 25; 70
10.4618; 0; 70
16.5809; 0; 70
26.2789; 0; 70
41.6493; 0; 70
66.0097; 0; 70
0.0416493; 3.7037; 71
0.0660097; 7.40741; 71
0.104618; 0; 71
0.165809; 3.7037; 71
0.262789; 3.7037; 71
0.416493; 3.7037; 71
0.660097; 3.7037; 71
1.04618; 0; 71
1.65809; 0; 71
2.62789; 33.3333; 71
4.16493; 37.037; 71
6.60097; 3.7037; 71
10.4618; 0; 71
16.5809; 0; 71
26.2789; 0; 71
41.6493; 0; 71
66.0097; 0; 71
0.0416493; 8.33333; 72
0.0660097; 4.16667; 72
0.104618; 0; 72
0.165809; 0; 72
0.262789; 0; 72
0.416493; 4.16667; 72
0.660097; 12.5; 72
1.04618; 4.16667; 72
1.65809; 16.6667; 72
2.62789; 8.33333; 72
4.16493; 20.8333; 72
6.60097; 20.8333; 72
10.4618; 0; 72
16.5809; 0; 72
26.2789; 0; 72
41.6493; 0; 72
66.0097; 0; 72
0.0416493; 4.7619; 73
0.0660097; 0; 73
0.104618; 0; 73
0.165809; 0; 73
0.262789; 4.7619; 73
0.416493; 0; 73
0.660097; 4.7619; 73
1.04618; 0; 73
1.65809; 0; 73
2.62789; 28.5714; 73
4.16493; 42.8571; 73
6.60097; 14.2857; 73
10.4618; 0; 73
16.5809; 0; 73
26.2789; 0; 73
41.6493; 0; 73
66.0097; 0; 73
0.0416493; 12.5; 74
0.0660097; 0; 74
0.104618; 0; 74
0.165809; 0; 74
0.262789; 0; 74
0.416493; 0; 74
0.660097; 0; 74
1.04618; 0; 74
1.65809; 12.5; 74
2.62789; 6.25; 74
4.16493; 37.5; 74
6.60097; 25; 74
10.4618; 6.25; 74
16.5809; 0; 74
26.2789; 0; 74
41.6493; 0; 74
66.0097; 0; 74
0.0416493; 6.25; 75
0.0660097; 0; 75
0.104618; 0; 75
0.165809; 6.25; 75
0.262789; 0; 75
0.416493; 0; 75
0.660097; 6.25; 75
1.04618; 6.25; 75
1.65809; 0; 75
2.62789; 12.5; 75
4.16493; 18.75; 75
6.60097; 37.5; 75
10.4618; 6.25; 75
16.5809; 0; 75
26.2789; 0; 75
41.6493; 0; 75
66.0097; 0; 75
0.0416493; 5.55556; 76
0.0660097; 0; 76
0.104618; 0; 76
0.165809; 11.1111; 76
0.262789; 0; 76
0.416493; 0; 76
0.660097; 0; 76
1.04618; 5.55556; 76
1.65809; 22.2222; 76
2.62789; 5.55556; 76
4.16493; 22.2222; 76
6.60097; 11.1111; 76
10.4618; 16.6667; 76
16.5809; 0; 76
26.2789; 0; 76
41.6493; 0; 76
66.0097; 0; 76
0.0416493; 0; 77
0.0660097; 0; 77
0.104618; 0; 77
0.165809; 5.88235; 77
0.262789; 0; 77
0.416493; 0; 77
0.660097; 0; 77
1.04618; 5.88235; 77
1.65809; 17.6471; 77
2.62789; 17.6471; 77
4.16493; 17.6471; 77
6.60097; 23.5294; 77
10.4618; 11.7647; 77
16.5809; 0; 77
26.2789; 0; 77
41.6493; 0; 77
66.0097; 0; 77
0.0416493; 14.2857; 78
0.0660097; 0; 78
0.104618; 3.57143; 78
0.165809; 7.14286; 78
0.262789; 0; 78
0.416493; 10.7143; 78
0.660097; 7.14286; 78
1.04618; 7.14286; 78
1.65809; 0; 78
2.62789; 17.8571; 78
4.16493; 14.2857; 78
6.60097; 14.2857; 78
10.4618; 3.57143; 78
16.5809; 0; 78
26.2789; 0; 78
41.6493; 0; 78
66.0097; 0; 78
0.0416493; 3.44828; 79
0.0660097; 3.44828; 79
0.104618; 3.44828; 79
0.165809; 3.44828; 79
0.262789; 0; 79
0.416493; 0; 79
0.660097; 6.89655; 79
1.04618; 13.7931; 79
1.65809; 10.3448; 79
2.62789; 27.5862; 79
4.16493; 17.2414; 79
6.60097; 10.3448; 79
10.4618; 0; 79
16.5809; 0; 79
26.2789; 0; 79
41.6493; 0; 79
66.0097; 0; 79
0.0416493; 7.69231; 80
0.0660097; 0; 80
0.104618; 0; 80
0.165809; 7.69231; 80
0.262789; 0; 80
0.416493; 0; 80
0.660097; 7.69231; 80
1.04618; 0; 80
1.65809; 7.69231; 80
2.62789; 0; 80
4.16493; 7.69231; 80
6.60097; 38.4615; 80
10.4618; 23.0769; 80
16.5809; 0; 80
26.2789; 0; 80
41.6493; 0; 80
66.0097; 0; 80
0.0416493; 6.66667; 81
0.0660097; 0; 81
0.104618; 3.33333; 81
0.165809; 6.66667; 81
0.262789; 0; 81
0.416493; 0; 81
0.660097; 13.3333; 81
1.04618; 3.33333; 81
1.65809; 20; 81
2.62789; 20; 81
4.16493; 16.6667; 81
6.60097; 10; 81
10.4618; 0; 81
16.5809; 0; 81
26.2789; 0; 81
41.6493; 0; 81
66.0097; 0; 81
0.0416493; 4.7619; 82
0.0660097; 0; 82
0.104618; 0; 82
0.165809; 0; 82
0.262789; 0; 82
0.416493; 4.7619; 82
0.660097; 4.7619; 82
1.04618; 4.7619; 82
1.65809; 9.52381; 82
2.62789; 14.2857; 82
4.16493; 38.0952; 82
6.60097; 19.0476; 82
10.4618; 0; 82
16.5809; 0; 82
26.2789; 0; 82
41.6493; 0; 82
66.0097; 0; 82
0.0416493; 5.55556; 83
0.0660097; 0; 83
0.104618; 0; 83
0.165809; 5.55556; 83
0.262789; 0; 83
0.416493; 0; 83
0.660097; 5.55556; 83
1.04618; 0; 83
1.65809; 5.55556; 83
2.62789; 16.6667; 83
4.16493; 27.7778; 83
6.60097; 33.3333; 83
10.4618; 0; 83
16.5809; 0; 83
26.2789; 0; 83
41.6493; 0; 83
66.0097; 0; 83
0.0416493; 0; 84
0.0660097; 0; 84
0.104618; 0; 84
0.165809; 0; 84
0.262789; 5.88235; 84
0.416493; 5.88235; 84
0.660097; 11.7647; 84
1.04618; 0; 84
1.65809; 5.88235; 84
2.62789; 17.6471; 84
4.16493; 23.5294; 84
6.60097; 23.5294; 84
10.4618; 5.88235; 84
16.5809; 0; 84
26.2789; 0; 84
41.6493; 0; 84
66.0097; 0; 84
0.0416493; 7.69231; 85
0.0660097; 11.5385; 85
0.104618; 0; 85
0.165809; 11.5385; 85
0.262789; 3.84615; 85
0.416493; 0; 85
0.660097; 7.69231; 85
1.04618; 3.84615; 85
1.65809; 3.84615; 85
2.62789; 11.5385; 85
4.16493; 15.3846; 85
6.60097; 19.2308; 85
10.4618; 3.84615; 85
16.5809; 0; 85
26.2789; 0; 85
41.6493; 0; 85
66.0097; 0; 85
0.0416493; 12.5; 86
0.0660097; 0; 86
0.104618; 4.16667; 86
0.165809; 0; 86
0.262789; 0; 86
0.416493; 4.16667; 86
0.660097; 8.33333; 86
1.04618; 4.16667; 86
1.65809; 12.5; 86
2.62789; 8.33333; 86
4.16493; 20.8333; 86
6.60097; 25; 86
10.4618; 0; 86
16.5809; 0; 86
26.2789; 0; 86
41.6493; 0; 86
66.0097; 0; 86
0.0416493; 11.1111; 87
0.0660097; 11.1111; 87
0.104618; 0; 87
0.165809; 0; 87
0.262789; 0; 87
0.416493; 0; 87
0.660097; 0; 87
1.04618; 0; 87
1.65809; 0; 87
2.62789; 0; 87
4.16493; 0; 87
6.60097; 22.2222; 87
10.4618; 44.4444; 87
16.5809; 11.1111; 87
26.2789; 0; 87
41.6493; 0; 87
66.0097; 0; 87
0.0416493; 10.5263; 88
0.0660097; 0; 88
0.104618; 0; 88
0.165809; 0; 88
0.262789; 0; 88
0.416493; 0; 88
0.660097; 5.26316; 88
1.04618; 5.26316; 88
1.65809; 21.0526; 88
2.62789; 10.5263; 88
4.16493; 15.7895; 88
6.60097; 15.7895; 88
10.4618; 15.7895; 88
16.5809; 0; 88
26.2789; 0; 88
41.6493; 0; 88
66.0097; 0; 88
0.0416493; 12; 89
0.0660097; 4; 89
0.104618; 0; 89
0.165809; 0; 89
0.262789; 4; 89
0.416493; 0; 89
0.660097; 8; 89
1.04618; 4; 89
1.65809; 16; 89
2.62789; 12; 89
4.16493; 16; 89
6.60097; 24; 89
10.4618; 0; 89
16.5809; 0; 89
26.2789; 0; 89
41.6493; 0; 89
66.0097; 0; 89
0.0416493; 0; 90
0.0660097; 0; 90
0.104618; 0; 90
0.165809; 0; 90
0.262789; 9.52381; 90
0.416493; 4.7619; 90
0.660097; 9.52381; 90
1.04618; 0; 90
1.65809; 0; 90
2.62789; 19.0476; 90
4.16493; 23.8095; 90
6.60097; 33.3333; 90
10.4618; 0; 90
16.5809; 0; 90
26.2789; 0; 90
41.6493; 0; 90
66.0097; 0; 90
0.0416493; 8.33333; 91
0.0660097; 0; 91
0.104618; 0; 91
0.165809; 0; 91
0.262789; 0; 91
0.416493; 0; 91
0.660097; 12.5; 91
1.04618; 0; 91
1.65809; 16.6667; 91
2.62789; 20.8333; 91
4.16493; 33.3333; 91
6.60097; 8.33333; 91
10.4618; 0; 91
16.5809; 0; 91
26.2789; 0; 91
41.6493; 0; 91
66.0097; 0; 91
0.0416493; 3.33333; 92
0.0660097; 3.33333; 92
0.104618; 3.33333; 92
0.165809; 3.33333; 92
0.262789; 3.33333; 92
0.416493; 10; 92
0.660097; 3.33333; 92
1.04618; 13.3333; 92
1.65809; 10; 92
2.62789; 20; 92
4.16493; 16.6667; 92
6.60097; 10; 92
10.4618; 0; 92
16.5809; 0; 92
26.2789; 0; 92
41.6493; 0; 92
66.0097; 0; 92
0.0416493; 0; 93
0.0660097; 4.16667; 93
0.104618; 0; 93
0.165809; 0; 93
0.262789; 0; 93
0.416493; 16.6667; 93
0.660097; 12.5; 93
1.04618; 4.16667; 93
1.65809; 8.33333; 93
2.62789; 16.6667; 93
4.16493; 16.6667; 93
6.60097; 16.6667; 93
10.4618; 4.16667; 93
16.5809; 0; 93
26.2789; 0; 93
41.6493; 0; 93
66.0097; 0; 93
0.0416493; 0; 94
0.0660097; 4; 94
0.104618; 0; 94
0.165809; 0; 94
0.262789; 4; 94
0.416493; 4; 94
0.660097; 4; 94
1.04618; 12; 94
1.65809; 12; 94
2.62789; 20; 94
4.16493; 20; 94
6.60097; 20; 94
10.4618; 0; 94
16.5809; 0; 94
26.2789; 0; 94
41.6493; 0; 94
66.0097; 0; 94
0.0416493; 8.33333; 95
0.0660097; 4.16667; 95
0.104618; 4.16667; 95
0.165809; 0; 95
0.262789; 0; 95
0.416493; 4.16667; 95
0.660097; 8.33333; 95
1.04618; 12.5; 95
1.65809; 4.16667; 95
2.62789; 16.6667; 95
4.16493; 12.5; 95
6.60097; 16.6667; 95
10.4618; 8.33333; 95
16.5809; 0; 95
26.2789; 0; 95
41.6493; 0; 95
66.0097; 0; 95
0.0416493; 0; 96
0.0660097; 3.125; 96
0.104618; 0; 96
0.165809; 0; 96
0.262789; 0; 96
0.416493; 6.25; 96
0.660097; 3.125; 96
1.04618; 15.625; 96
1.65809; 28.125; 96
2.62789; 21.875; 96
4.16493; 21.875; 96
6.60097; 0; 96
10.4618; 0; 96
16.5809; 0; 96
26.2789; 0; 96
41.6493; 0; 96
66.0097; 0; 96
0.0416493; 8; 97
0.0660097; 0; 97
0.104618; 4; 97
0.165809; 4; 97
0.262789; 4; 97
0.416493; 0; 97
0.660097; 8; 97
1.04618; 8; 97
1.65809; 8; 97
2.62789; 16; 97
4.16493; 20; 97
6.60097; 20; 97
10.4618; 0; 97
16.5809; 0; 97
26.2789; 0; 97
41.6493; 0; 97
66.0097; 0; 97
0.0416493; 3.44828; 98
0.0660097; 3.44828; 98
0.104618; 3.44828; 98
0.165809; 0; 98
0.262789; 0; 98
0.416493; 6.89655; 98
0.660097; 6.89655; 98
1.04618; 6.89655; 98
1.65809; 13.7931; 98
2.62789; 20.6897; 98
4.16493; 27.5862; 98
6.60097; 6.89655; 98
10.4618; 0; 98
16.5809; 0; 98
26.2789; 0; 98
41.6493; 0; 98
66.0097; 0; 98
0.0416493; 0; 99
0.0660097; 0; 99
0.104618; 0; 99
0.165809; 0; 99
0.262789; 0; 99
0.416493; 7.14286; 99
0.660097; 0; 99
1.04618; 14.2857; 99
1.65809; 0; 99
2.62789; 14.2857; 99
4.16493; 21.4286; 99
6.60097; 28.5714; 99
10.4618; 14.2857; 99
16.5809; 0; 99
26.2789; 0; 99
41.6493; 0; 99
66.0097; 0; 99
0.0416493; 8.69565; 100
0.0660097; 0; 100
0.104618; 4.34783; 100
0.165809; 4.34783; 100
0.262789; 4.34783; 100
0.416493; 0; 100
0.660097; 4.34783; 100
1.04618; 0; 100
1.65809; 8.69565; 100
2.62789; 21.7391; 100
4.16493; 21.7391; 100
6.60097; 17.3913; 100
10.4618; 4.34783; 100
16.5809; 0; 100
26.2789; 0; 100
41.6493; 0; 100
66.0097; 0; 100
0.0416493; 0; 101
0.0660097; 0; 101
0.104618; 0; 101
0.165809; 0; 101
0.262789; 0; 101
0.416493; 14.2857; 101
0.660097; 7.14286; 101
1.04618; 0; 101
1.65809; 0; 101
2.62789; 21.4286; 101
4.16493; 14.2857; 101
6.60097; 21.4286; 101
10.4618; 21.4286; 101
16.5809; 0; 101
26.2789; 0; 101
41.6493; 0; 101
66.0097; 0; 101
0.0416493; 7.40741; 102
0.0660097; 0; 102
0.104618; 3.7037; 102
0.165809; 0; 102
0.262789; 7.40741; 102
0.416493; 0; 102
0.660097; 0; 102
1.04618; 7.40741; 102
1.65809; 18.5185; 102
2.62789; 18.5185; 102
4.16493; 29.6296; 102
6.60097; 7.40741; 102
10.4618; 0; 102
16.5809; 0; 102
26.2789; 0; 102
41.6493; 0; 102
66.0097; 0; 102
0.0416493; 4.54545; 103
0.0660097; 4.54545; 103
0.104618; 0; 103
0.165809; 0; 103
0.262789; 4.54545; 103
0.416493; 0; 103
0.660097; 4.54545; 103
1.04618; 9.09091; 103
1.65809; 4.54545; 103
2.62789; 22.7273; 103
4.16493; 22.7273; 103
6.60097; 22.7273; 103
10.4618; 0; 103
16.5809; 0; 103
26.2789; 0; 103
41.6493; 0; 103
66.0097; 0; 103
0.0416493; 13.3333; 104
0.0660097; 0; 104
0.104618; 0; 104
0.165809; 0; 104
0.262789; 0; 104
0.416493; 0; 104
0.660097; 0; 104
1.04618; 0; 104
1.65809; 13.3333; 104
2.62789; 13.3333; 104
4.16493; 20; 104
6.60097; 26.6667; 104
10.4618; 13.3333; 104
16.5809; 0; 104
26.2789; 0; 104
41.6493; 0; 104
66.0097; 0; 104
0.0416493; 0; 105
0.0660097; 0; 105
0.104618; 0; 105
0.165809; 5; 105
0.262789; 5; 105
0.416493; 5; 105
0.660097; 0; 105
1.04618; 0; 105
1.65809; 20; 105
2.62789; 10; 105
4.16493; 25; 105
6.60097; 25; 105
10.4618; 5; 105
16.5809; 0; 105
26.2789; 0; 105
41.6493; 0; 105
66.0097; 0; 105
0.0416493; 22.7273; 106
0.0660097; 0; 106
0.104618; 0; 106
0.165809; 0; 106
0.262789; 0; 106
0.416493; 0; 106
0.660097; 4.54545; 106
1.04618; 0; 106
1.65809; 4.54545; 106
2.62789; 9.09091; 106
4.16493; 36.3636; 106
6.60097; 22.7273; 106
10.4618; 0; 106
16.5809; 0; 106
26.2789; 0; 106
41.6493; 0; 106
66.0097; 0; 106
0.0416493; 0; 107
0.0660097; 0; 107
0.104618; 0; 107
0.165809; 0; 107
0.262789; 0; 107
0.416493; 0; 107
0.660097; 0; 107
1.04618; 10.5263; 107
1.65809; 10.5263; 107
2.62789; 15.7895; 107
4.16493; 42.1053; 107
6.60097; 21.0526; 107
10.4618; 0; 107
16.5809; 0; 107
26.2789; 0; 107
41.6493; 0; 107
66.0097; 0; 107
0.0416493; 10.3448; 108
0.0660097; 0; 108
0.104618; 0; 108
0.165809; 3.44828; 108
0.262789; 3.44828; 108
0.416493; 6.89655; 108
0.660097; 17.2414; 108
1.04618; 0; 108
1.65809; 10.3448; 108
2.62789; 17.2414; 108
4.16493; 17.2414; 108
6.60097; 13.7931; 108
10.4618; 0; 108
16.5809; 0; 108
26.2789; 0; 108
41.6493; 0; 108
66.0097; 0; 108
0.0416493; 5; 109
0.0660097; 0; 109
0.104618; 5; 109
0.165809; 5; 109
0.262789; 0; 109
0.416493; 0; 109
0.660097; 0; 109
1.04618; 5; 109
1.65809; 10; 109
2.62789; 15; 109
4.16493; 25; 109
6.60097; 25; 109
10.4618; 5; 109
16.5809; 0; 109
26.2789; 0; 109
41.6493; 0; 109
66.0097; 0; 109
0.0416493; 4; 110
0.0660097; 4; 110
0.104618; 0; 110
0.165809; 4; 110
0.262789; 0; 110
0.416493; 0; 110
0.660097; 4; 110
1.04618; 12; 110
1.65809; 24; 110
2.62789; 20; 110
4.16493; 12; 110
6.60097; 12; 110
10.4618; 4; 110
16.5809; 0; 110
26.2789; 0; 110
41.6493; 0; 110
66.0097; 0; 110
0.0416493; 0; 111
0.0660097; 0; 111
0.104618; 0; 111
0.165809; 0; 111
0.262789; 0; 111
0.416493; 0; 111
0.660097; 5; 111
1.04618; 0; 111
1.65809; 15; 111
2.62789; 30; 111
4.16493; 30; 111
6.60097; 20; 111
10.4618; 0; 111
16.5809; 0; 111
26.2789; 0; 111
41.6493; 0; 111
66.0097; 0; 111
0.0416493; 5.55556; 112
0.0660097; 0; 112
0.104618; 0; 112
0.165809; 0; 112
0.262789; 0; 112
0.416493; 0; 112
0.660097; 0; 112
1.04618; 11.1111; 112
1.65809; 16.6667; 112
2.62789; 11.1111; 112
4.16493; 22.2222; 112
6.60097; 27.7778; 112
10.4618; 5.55556; 112
16.5809; 0; 112
26.2789; 0; 112
41.6493; 0; 112
66.0097; 0; 112
0.0416493; 9.52381; 113
0.0660097; 4.7619; 113
0.104618; 0; 113
0.165809; 0; 113
0.262789; 0; 113
0.416493; 0; 113
0.660097; 9.52381; 113
1.04618; 0; 113
1.65809; 4.7619; 113
2.62789; 9.52381; 113
4.16493; 38.0952; 113
6.60097; 23.8095; 113
10.4618; 0; 113
16.5809; 0; 113
26.2789; 0; 113
41.6493; 0; 113
66.0097; 0; 113
0.0416493; 13.6364; 114
0.0660097; 0; 114
0.104618; 0; 114
0.165809; 0; 114
0.262789; 0; 114
0.416493; 4.54545; 114
0.660097; 4.54545; 114
1.04618; 4.54545; 114
1.65809; 9.09091; 114
2.62789; 13.6364; 114
4.16493; 18.1818; 114
6.60097; 31.8182; 114
10.4618; 0; 114
16.5809; 0; 114
26.2789; 0; 114
41.6493; 0; 114
66.0097; 0; 114
0.0416493; 4.16667; 115
0.0660097; 0; 115
0.104618; 0; 115
0.165809; 4.16667; 115
0.262789; 0; 115
0.416493; 4.16667; 115
0.660097; 12.5; 115
1.04618; 8.33333; 115
1.65809; 16.6667; 115
2.62789; 8.33333; 115
4.16493; 20.8333; 115
6.60097; 16.6667; 115
10.4618; 4.16667; 115
16.5809; 0; 115
26.2789; 0; 115
41.6493; 0; 115
66.0097; 0; 115
0.0416493; 4; 116
0.0660097; 4; 116
0.104618; 0; 116
0.165809; 0; 116
0.262789; 0; 116
0.416493; 8; 116
0.660097; 4; 116
1.04618; 16; 116
1.65809; 4; 116
2.62789; 24; 116
4.16493; 20; 116
6.60097; 16; 116
10.4618; 0; 116
16.5809; 0; 116
26.2789; 0; 116
41.6493; 0; 116
66.0097; 0; 116
0.0416493; 13.0435; 117
0.0660097; 0; 117
0.104618; 4.34783; 117
0.165809; 0; 117
0.262789; 0; 117
0.416493; 4.34783; 117
0.660097; 17.3913; 117
1.04618; 0; 117
1.65809; 8.69565; 117
2.62789; 8.69565; 117
4.16493; 21.7391; 117
6.60097; 8.69565; 117
10.4618; 13.0435; 117
16.5809; 0; 117
26.2789; 0; 117
41.6493; 0; 117
66.0097; 0; 117
0.0416493; 5.55556; 118
0.0660097; 0; 118
0.104618; 0; 118
0.165809; 0; 118
0.262789; 0; 118
0.416493; 0; 118
0.660097; 0; 118
1.04618; 0; 118
1.65809; 5.55556; 118
2.62789; 27.7778; 118
4.16493; 33.3333; 118
6.60097; 27.7778; 118
10.4618; 0; 118
16.5809; 0; 118
26.2789; 0; 118
41.6493; 0; 118
66.0097; 0; 118
0.0416493; 6.25; 119
0.0660097; 0; 119
0.104618; 6.25; 119
0.165809; 0; 119
0.262789; 0; 119
0.416493; 0; 119
0.660097; 6.25; 119
1.04618; 0; 119
1.65809; 12.5; 119
2.62789; 12.5; 119
4.16493; 18.75; 119
6.60097; 25; 119
10.4618; 12.5; 119
16.5809; 0; 119
26.2789; 0; 119
41.6493; 0; 119
66.0097; 0; 119
0.0416493; 15.3846; 120
0.0660097; 0; 120
0.104618; 0; 120
0.165809; 3.84615; 120
0.262789; 3.84615; 120
0.416493; 3.84615; 120
0.660097; 3.84615; 120
1.04618; 7.69231; 120
1.65809; 3.84615; 120
2.62789; 23.0769; 120
4.16493; 15.3846; 120
6.60097; 15.3846; 120
10.4618; 3.84615; 120
16.5809; 0; 120
26.2789; 0; 120
41.6493; 0; 120
66.0097; 0; 120
0.0416493; 8.33333; 121
0.0660097; 0; 121
0.104618; 0; 121
0.165809; 0; 121
0.262789; 4.16667; 121
0.416493; 0; 121
0.660097; 4.16667; 121
1.04618; 25; 121
1.65809; 4.16667; 121
2.62789; 20.8333; 121
4.16493; 4.16667; 121
6.60097; 29.1667; 121
10.4618; 0; 121
16.5809; 0; 121
26.2789; 0; 121
41.6493; 0; 121
66.0097; 0; 121
0.0416493; 7.14286; 122
0.0660097; 0; 122
0.104618; 7.14286; 122
0.165809; 0; 122
0.262789; 0; 122
0.416493; 0; 122
0.660097; 0; 122
1.04618; 0; 122
1.65809; 14.2857; 122
2.62789; 14.2857; 122
4.16493; 14.2857; 122
6.60097; 21.4286; 122
10.4618; 14.2857; 122
16.5809; 7.14286; 122
26.2789; 0; 122
41.6493; 0; 122
66.0097; 0; 122
0.0416493; 0; 123
0.0660097; 4.54545; 123
0.104618; 4.54545; 123
0.165809; 0; 123
0.262789; 0; 123
0.416493; 0; 123
0.660097; 0; 123
1.04618; 4.54545; 123
1.65809; 18.1818; 123
2.62789; 22.7273; 123
4.16493; 27.2727; 123
6.60097; 18.1818; 123
10.4618; 0; 123
16.5809; 0; 123
26.2789; 0; 123
41.6493; 0; 123
66.0097; 0; 123
0.0416493; 5.26316; 124
0.0660097; 0; 124
0.104618; 0; 124
0.165809; 0; 124
0.262789; 0; 124
0.416493; 5.26316; 124
0.660097; 5.26316; 124
1.04618; 5.26316; 124
1.65809; 10.5263; 124
2.62789; 10.5263; 124
4.16493; 26.3158; 124
6.60097; 26.3158; 124
10.4618; 5.26316; 124
16.5809; 0; 124
26.2789; 0; 124
41.6493; 0; 124
66.0097; 0; 124
0.0416493; 6.89655; 125
0.0660097; 0; 125
0.104618; 0; 125
