### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 200 ###

time; nVar; meanHD; totalPunctuation; productivityPunctuation; qualityPunctuation; bergerCommunity; simpsonCommunity; shannonCommunity; bergerHD; simpsonHD; shannonHD; param
2010; 30.32; 6.11092; 0.605431; 0.291146; 0.314285; 0.100283; 0.937804; 0.886938; 0.392526; 0.247037; 0.779492; 3
2040; 30.115; 6.10541; 0.605812; 0.291506; 0.314306; 0.102055; 0.937389; 0.886814; 0.38925; 0.245218; 0.782651; 3
2070; 30.01; 6.13194; 0.605906; 0.291558; 0.314348; 0.0995169; 0.937632; 0.889221; 0.389561; 0.24548; 0.781623; 3
2100; 29.71; 6.09143; 0.605884; 0.291871; 0.314013; 0.101258; 0.937068; 0.888085; 0.391499; 0.246455; 0.780824; 3
2130; 29.69; 6.10796; 0.606399; 0.292207; 0.314192; 0.101718; 0.937076; 0.888774; 0.389935; 0.245828; 0.781395; 3
2160; 29.56; 6.10918; 0.606481; 0.292306; 0.314175; 0.100335; 0.938085; 0.891994; 0.391928; 0.247082; 0.779752; 3
2190; 29.37; 6.14725; 0.606067; 0.292284; 0.313783; 0.0985756; 0.937939; 0.889141; 0.388952; 0.244556; 0.781176; 3
2220; 29.545; 6.14531; 0.606733; 0.292736; 0.313996; 0.0998417; 0.937745; 0.887786; 0.389609; 0.24494; 0.780548; 3
2250; 29.645; 6.13806; 0.60702; 0.292987; 0.314033; 0.0990671; 0.937931; 0.886928; 0.390254; 0.245425; 0.781088; 3
2280; 29.76; 6.14592; 0.607205; 0.293283; 0.313922; 0.0979967; 0.938248; 0.890036; 0.388911; 0.244519; 0.781265; 3
2310; 29.48; 6.15347; 0.607329; 0.293406; 0.313923; 0.0987797; 0.938055; 0.889479; 0.389425; 0.245081; 0.781217; 3
2340; 29.545; 6.15479; 0.608127; 0.293884; 0.314243; 0.0986755; 0.93849; 0.890866; 0.389446; 0.245205; 0.781672; 3
2370; 29.53; 6.14225; 0.608205; 0.293974; 0.314231; 0.0972158; 0.938305; 0.890465; 0.388684; 0.244458; 0.782974; 3
2400; 29.425; 6.13428; 0.60787; 0.29386; 0.31401; 0.0985589; 0.938084; 0.887027; 0.388292; 0.244764; 0.783474; 3
2430; 29.635; 6.14388; 0.608334; 0.294156; 0.314177; 0.0978009; 0.938061; 0.887104; 0.388576; 0.244943; 0.781917; 3
2460; 29.695; 6.15469; 0.608308; 0.29422; 0.314088; 0.0988692; 0.937723; 0.888527; 0.387686; 0.243924; 0.781721; 3
2490; 29.395; 6.13653; 0.609078; 0.294742; 0.314337; 0.100048; 0.937249; 0.891109; 0.390429; 0.245741; 0.781904; 3
2520; 28.83; 6.12826; 0.609054; 0.294776; 0.314277; 0.0981945; 0.937627; 0.891032; 0.387284; 0.244182; 0.782998; 3
2550; 28.975; 6.16245; 0.609542; 0.295023; 0.314519; 0.0990816; 0.937735; 0.890171; 0.388463; 0.244116; 0.782546; 3
2580; 29.27; 6.14653; 0.609551; 0.29524; 0.314311; 0.0994107; 0.937364; 0.88768; 0.389115; 0.245086; 0.781515; 3
2610; 29.1; 6.14377; 0.610095; 0.295772; 0.314322; 0.099771; 0.937286; 0.889094; 0.389359; 0.244912; 0.782796; 3
2640; 29.19; 6.13102; 0.609179; 0.295465; 0.313714; 0.10085; 0.936514; 0.887892; 0.387888; 0.244109; 0.782006; 3
2670; 28.99; 6.12459; 0.610651; 0.296315; 0.314336; 0.0990858; 0.93705; 0.888793; 0.390004; 0.245621; 0.782283; 3
2700; 29.12; 6.13949; 0.610369; 0.296212; 0.314157; 0.100308; 0.936514; 0.888873; 0.388317; 0.244685; 0.782083; 3
2730; 28.85; 6.12816; 0.610498; 0.296594; 0.313904; 0.0994419; 0.936649; 0.887815; 0.390329; 0.245607; 0.783031; 3
2760; 29.035; 6.13367; 0.610629; 0.296684; 0.313945; 0.101299; 0.936288; 0.88912; 0.388894; 0.244852; 0.782341; 3
2790; 28.85; 6.15847; 0.611758; 0.297474; 0.314285; 0.100502; 0.936567; 0.888205; 0.389381; 0.244684; 0.782637; 3
2820; 28.95; 6.13367; 0.611235; 0.297196; 0.314039; 0.0997126; 0.936516; 0.889857; 0.388013; 0.244583; 0.782731; 3
2850; 28.865; 6.13979; 0.61211; 0.297616; 0.314493; 0.100714; 0.936424; 0.887999; 0.388794; 0.245037; 0.783956; 3
2880; 29.01; 6.16388; 0.611331; 0.297538; 0.313793; 0.099494; 0.936457; 0.889796; 0.388765; 0.244216; 0.78324; 3
2910; 28.805; 6.15939; 0.611989; 0.298121; 0.313868; 0.101874; 0.935655; 0.888271; 0.388661; 0.244255; 0.784785; 3
2940; 28.665; 6.14929; 0.612401; 0.298398; 0.314003; 0.102543; 0.9361; 0.890162; 0.387182; 0.244008; 0.784735; 3
2970; 28.745; 6.14255; 0.612701; 0.298451; 0.314249; 0.101174; 0.936061; 0.888419; 0.389213; 0.245163; 0.782628; 3
0; 9.99; 4.1001; 0.448965; 0.20226; 0.246705; 0.116047; 0.895747; 0.991016; 0.337903; 0.222899; 0.902756; 5
30; 12.025; 4.56602; 0.531044; 0.223199; 0.307845; 0.182332; 0.898233; 0.78422; 0.464381; 0.317971; 0.758748; 5
60; 33.105; 5.13398; 0.539137; 0.227846; 0.311291; 0.138047; 0.930647; 0.830404; 0.435112; 0.288435; 0.758522; 5
90; 42.33; 5.46041; 0.543996; 0.230944; 0.313052; 0.110937; 0.944607; 0.856867; 0.418838; 0.271876; 0.7624; 5
120; 46.455; 5.65877; 0.547916; 0.233796; 0.31412; 0.0998834; 0.950198; 0.868112; 0.415006; 0.266942; 0.759063; 5
150; 49.02; 5.69031; 0.550884; 0.236396; 0.314488; 0.0946148; 0.952444; 0.873329; 0.412116; 0.264438; 0.760769; 5
180; 49.345; 5.74163; 0.553837; 0.239077; 0.31476; 0.0930966; 0.952912; 0.87549; 0.41051; 0.262144; 0.76095; 5
210; 49.3; 5.77612; 0.556549; 0.241756; 0.314794; 0.0910058; 0.95351; 0.877997; 0.410496; 0.262601; 0.762156; 5
240; 48.99; 5.80939; 0.55896; 0.244066; 0.314894; 0.09202; 0.953311; 0.879326; 0.407126; 0.260165; 0.763518; 5
270; 48.295; 5.86; 0.560164; 0.245805; 0.314358; 0.0917409; 0.953216; 0.878639; 0.406545; 0.258503; 0.76252; 5
300; 48.26; 5.85061; 0.562794; 0.247845; 0.314949; 0.0917222; 0.95296; 0.87824; 0.406239; 0.258499; 0.765606; 5
330; 47.845; 5.86857; 0.564966; 0.249581; 0.315385; 0.0898355; 0.952889; 0.880357; 0.407928; 0.259808; 0.763489; 5
360; 47.02; 5.87541; 0.566019; 0.251034; 0.314985; 0.0905144; 0.952261; 0.881532; 0.403875; 0.256411; 0.766635; 5
390; 46.175; 5.87; 0.567506; 0.252531; 0.314974; 0.0909413; 0.951874; 0.882499; 0.402801; 0.256737; 0.768252; 5
420; 44.955; 5.88704; 0.568849; 0.2537; 0.315149; 0.0900687; 0.951877; 0.883391; 0.402139; 0.255731; 0.768456; 5
450; 44.48; 5.89449; 0.569627; 0.255007; 0.31462; 0.0892461; 0.951514; 0.884694; 0.403203; 0.256165; 0.767137; 5
480; 43.665; 5.9351; 0.570904; 0.256272; 0.314632; 0.0879696; 0.951151; 0.884322; 0.399844; 0.253823; 0.768403; 5
510; 42.7; 5.90377; 0.572406; 0.257552; 0.314855; 0.0896294; 0.950917; 0.885521; 0.403848; 0.256315; 0.767529; 5
540; 42.355; 5.93122; 0.573365; 0.258582; 0.314783; 0.0906643; 0.950778; 0.88682; 0.400081; 0.254118; 0.768796; 5
570; 41.905; 5.91367; 0.574452; 0.259743; 0.314709; 0.091085; 0.950214; 0.884509; 0.40065; 0.254705; 0.770696; 5
600; 42.05; 5.96051; 0.574737; 0.260355; 0.314382; 0.0919659; 0.949733; 0.884824; 0.399346; 0.253001; 0.769168; 5
630; 41.425; 5.92551; 0.577034; 0.262001; 0.315034; 0.0910954; 0.949851; 0.885932; 0.402399; 0.255563; 0.76923; 5
660; 40.93; 5.96031; 0.576889; 0.262271; 0.314618; 0.0883944; 0.950305; 0.886374; 0.398946; 0.252696; 0.770181; 5
690; 40.75; 5.94612; 0.577678; 0.263106; 0.314572; 0.0888901; 0.949564; 0.887554; 0.39944; 0.253587; 0.771107; 5
720; 40.085; 5.95622; 0.579221; 0.264229; 0.314992; 0.0897459; 0.949544; 0.887602; 0.400441; 0.254225; 0.770145; 5
750; 39.895; 5.96612; 0.57921; 0.264732; 0.314478; 0.0899126; 0.949073; 0.885916; 0.399423; 0.253191; 0.770566; 5
780; 39.79; 6.01306; 0.580406; 0.265625; 0.314782; 0.0906831; 0.948886; 0.884982; 0.399088; 0.252953; 0.769316; 5
810; 39.615; 6.00337; 0.580384; 0.265889; 0.314495; 0.0901312; 0.949211; 0.88955; 0.396325; 0.250841; 0.77028; 5
840; 39.17; 5.99306; 0.581295; 0.266712; 0.314583; 0.0908955; 0.948468; 0.889296; 0.398615; 0.252427; 0.771127; 5
870; 38.435; 5.97153; 0.581702; 0.267295; 0.314407; 0.08904; 0.94841; 0.890043; 0.397561; 0.252133; 0.772931; 5
900; 38.155; 5.97174; 0.581716; 0.267646; 0.31407; 0.0890504; 0.94865; 0.890328; 0.399111; 0.252666; 0.770918; 5
930; 38.07; 6.00877; 0.583148; 0.268708; 0.31444; 0.0896543; 0.94801; 0.88934; 0.397093; 0.25125; 0.771673; 5
960; 37.72; 5.97918; 0.583674; 0.269262; 0.314412; 0.0902103; 0.9478; 0.891188; 0.398853; 0.252346; 0.772329; 5
990; 37.005; 6.00531; 0.584237; 0.269806; 0.314431; 0.0885464; 0.947951; 0.890542; 0.397461; 0.251775; 0.7723; 5
1020; 37.04; 6.04041; 0.583858; 0.269722; 0.314136; 0.0875198; 0.948703; 0.892871; 0.396689; 0.250254; 0.772002; 5
1050; 37.28; 6.01306; 0.58506; 0.270608; 0.314452; 0.0880238; 0.94798; 0.891292; 0.395298; 0.249922; 0.77368; 5
1080; 37.105; 6.0649; 0.585565; 0.270951; 0.314614; 0.0891462; 0.947807; 0.891459; 0.393182; 0.248357; 0.775427; 5
1110; 36.9; 6.04816; 0.585689; 0.271198; 0.314491; 0.0887131; 0.947694; 0.890391; 0.396862; 0.250892; 0.772453; 5
1140; 36.705; 6.03275; 0.585669; 0.271575; 0.314094; 0.0897293; 0.947524; 0.889576; 0.396333; 0.250177; 0.773387; 5
1170; 36.76; 6.02745; 0.586437; 0.272158; 0.314279; 0.0890775; 0.947639; 0.891219; 0.397093; 0.251556; 0.77183; 5
1200; 36.315; 6.05398; 0.586972; 0.27249; 0.314481; 0.0885756; 0.947743; 0.89285; 0.395348; 0.249585; 0.773871; 5
1230; 36.19; 6.03643; 0.587501; 0.272937; 0.314564; 0.0885111; 0.947731; 0.890977; 0.395287; 0.249881; 0.77471; 5
1260; 36.445; 6.0352; 0.587299; 0.273158; 0.314141; 0.0888692; 0.947313; 0.892168; 0.395552; 0.249589; 0.773956; 5
1290; 36.07; 6.02051; 0.587767; 0.273575; 0.314192; 0.0890858; 0.94746; 0.892807; 0.396177; 0.25077; 0.773122; 5
1320; 35.795; 6.02694; 0.588354; 0.273987; 0.314367; 0.0884319; 0.947531; 0.894361; 0.395083; 0.249652; 0.775078; 5
1350; 35.515; 6.05153; 0.588469; 0.27444; 0.314028; 0.0886172; 0.947163; 0.894968; 0.393195; 0.248597; 0.775671; 5
1380; 35.315; 6.02429; 0.589343; 0.274992; 0.314351; 0.0901437; 0.946595; 0.892225; 0.394973; 0.249919; 0.775827; 5
1410; 35.37; 6.07459; 0.589058; 0.275083; 0.313975; 0.0900167; 0.9466; 0.891008; 0.394436; 0.248629; 0.77367; 5
1440; 35.47; 6.01704; 0.58997; 0.275715; 0.314255; 0.0902561; 0.946174; 0.892401; 0.395456; 0.250084; 0.77557; 5
1470; 35.15; 6.03898; 0.590385; 0.27608; 0.314304; 0.0914223; 0.945799; 0.8939; 0.395627; 0.25002; 0.773663; 5
1500; 34.6; 6.02888; 0.590606; 0.276385; 0.314222; 0.0913952; 0.945706; 0.89296; 0.394432; 0.249251; 0.775574; 5
1530; 34.32; 6.05224; 0.591416; 0.276918; 0.314498; 0.0900979; 0.946287; 0.894408; 0.393701; 0.248807; 0.775507; 5
1560; 34.395; 6.06224; 0.590832; 0.276847; 0.313985; 0.0899729; 0.945945; 0.892898; 0.394727; 0.248387; 0.773409; 5
1590; 34.535; 6.07561; 0.590732; 0.277059; 0.313672; 0.0907934; 0.94573; 0.893141; 0.392661; 0.247168; 0.773907; 5
1620; 34.315; 6.03398; 0.592498; 0.278112; 0.314386; 0.0918159; 0.945441; 0.889434; 0.394808; 0.24996; 0.774985; 5
1650; 34.515; 6.05418; 0.592551; 0.278479; 0.314072; 0.0931528; 0.945058; 0.890384; 0.393332; 0.248562; 0.776456; 5
1680; 34.415; 6.07122; 0.593398; 0.278968; 0.31443; 0.093232; 0.944908; 0.891369; 0.395106; 0.250167; 0.774632; 5
1710; 34.16; 6.09051; 0.593074; 0.278818; 0.314256; 0.0904123; 0.945561; 0.893452; 0.394844; 0.248628; 0.774016; 5
1740; 34.075; 6.09082; 0.593471; 0.27922; 0.314251; 0.0912745; 0.94565; 0.893947; 0.393836; 0.247995; 0.775679; 5
1770; 33.91; 6.04602; 0.594151; 0.279837; 0.314314; 0.0911245; 0.945222; 0.892039; 0.395354; 0.249608; 0.775202; 5
1800; 34.185; 6.06296; 0.594614; 0.280141; 0.314473; 0.0892607; 0.945177; 0.892921; 0.393557; 0.24865; 0.775847; 5
1830; 33.95; 6.05337; 0.594971; 0.280573; 0.314398; 0.0929821; 0.943971; 0.89055; 0.394509; 0.249098; 0.774376; 5
1860; 33.68; 6.06612; 0.595585; 0.281043; 0.314542; 0.0930217; 0.944238; 0.890955; 0.39258; 0.248534; 0.776967; 5
1890; 33.455; 6.1; 0.595838; 0.281413; 0.314425; 0.0930529; 0.944112; 0.891452; 0.393946; 0.248567; 0.775151; 5
1920; 33.405; 6.07377; 0.596297; 0.281763; 0.314534; 0.0907289; 0.944695; 0.895487; 0.394415; 0.249475; 0.776394; 5
1950; 33.24; 6.06122; 0.596629; 0.282031; 0.314598; 0.0926822; 0.944255; 0.893545; 0.395229; 0.250276; 0.77515; 5
1980; 33.205; 6.10582; 0.59608; 0.281985; 0.314095; 0.0915119; 0.944105; 0.892966; 0.393815; 0.248058; 0.774449; 5
2010; 33.065; 6.07245; 0.597022; 0.282617; 0.314405; 0.0930279; 0.943856; 0.893067; 0.39242; 0.248103; 0.777185; 5
2040; 32.84; 6.10776; 0.597227; 0.282831; 0.314396; 0.0931424; 0.943626; 0.891335; 0.392239; 0.247703; 0.775858; 5
2070; 32.84; 6.09959; 0.597576; 0.283115; 0.314461; 0.0920804; 0.94402; 0.893455; 0.392676; 0.24791; 0.777057; 5
2100; 32.85; 6.09245; 0.597292; 0.282957; 0.314334; 0.0916285; 0.943908; 0.893292; 0.393276; 0.248593; 0.77625; 5
2130; 32.635; 6.06123; 0.597598; 0.283244; 0.314354; 0.0924594; 0.943674; 0.89198; 0.393398; 0.248601; 0.777327; 5
2160; 32.685; 6.08918; 0.598191; 0.283697; 0.314494; 0.0919742; 0.943676; 0.893718; 0.39293; 0.248443; 0.777025; 5
2190; 32.255; 6.10796; 0.598469; 0.283963; 0.314506; 0.0937151; 0.943485; 0.893856; 0.393265; 0.248095; 0.77518; 5
2220; 32.325; 6.08347; 0.598396; 0.283891; 0.314505; 0.0924948; 0.943449; 0.892642; 0.393182; 0.247844; 0.77631; 5
2250; 32.55; 6.11021; 0.598681; 0.284257; 0.314424; 0.0918138; 0.943737; 0.894936; 0.394257; 0.248628; 0.775136; 5
2280; 32.25; 6.06214; 0.598595; 0.284411; 0.314185; 0.0919783; 0.943425; 0.893526; 0.39383; 0.248701; 0.776128; 5
2310; 32.11; 6.09153; 0.598927; 0.284724; 0.314203; 0.0934361; 0.943258; 0.892444; 0.392743; 0.24781; 0.776749; 5
2340; 32.18; 6.09847; 0.599072; 0.284927; 0.314146; 0.0929592; 0.94301; 0.893569; 0.390583; 0.246597; 0.778476; 5
2370; 31.845; 6.06776; 0.599655; 0.285226; 0.314428; 0.0936922; 0.942925; 0.894769; 0.39409; 0.248552; 0.776911; 5
2400; 31.68; 6.07745; 0.599587; 0.285251; 0.314336; 0.0939796; 0.94272; 0.894692; 0.392616; 0.247686; 0.777099; 5
2430; 31.585; 6.10632; 0.600037; 0.285681; 0.314356; 0.093536; 0.942621; 0.894723; 0.392405; 0.247524; 0.777145; 5
2460; 31.505; 6.12439; 0.599909; 0.285711; 0.314198; 0.0910975; 0.943047; 0.896723; 0.390993; 0.246825; 0.778091; 5
2490; 31.215; 6.11592; 0.60038; 0.285954; 0.314426; 0.0906893; 0.943077; 0.895919; 0.392087; 0.24682; 0.7769; 5
2520; 31.27; 6.09429; 0.600314; 0.286055; 0.314259; 0.0925156; 0.94332; 0.89921; 0.39152; 0.247154; 0.779354; 5
2550; 30.935; 6.11469; 0.600372; 0.286046; 0.314325; 0.0924802; 0.943228; 0.897396; 0.393884; 0.248267; 0.775667; 5
2580; 31.1; 6.10755; 0.600355; 0.286319; 0.314036; 0.0924074; 0.943022; 0.897636; 0.392605; 0.247221; 0.77738; 5
2610; 30.92; 6.11153; 0.600674; 0.286604; 0.31407; 0.0920179; 0.942831; 0.89345; 0.393617; 0.247969; 0.776629; 5
2640; 31.38; 6.09939; 0.600831; 0.286642; 0.314188; 0.0896189; 0.943331; 0.895738; 0.391281; 0.246727; 0.778246; 5
2670; 31.335; 6.11714; 0.600848; 0.28664; 0.314208; 0.0917722; 0.942786; 0.894546; 0.392357; 0.247176; 0.777775; 5
2700; 31.325; 6.10225; 0.601104; 0.286711; 0.314393; 0.0913807; 0.943006; 0.89744; 0.391389; 0.24744; 0.778342; 5
2730; 30.88; 6.09214; 0.601751; 0.287194; 0.314556; 0.0912474; 0.942735; 0.895237; 0.392066; 0.247732; 0.778355; 5
2760; 31.11; 6.08418; 0.600778; 0.286895; 0.313883; 0.0905956; 0.942621; 0.89735; 0.391395; 0.246676; 0.778282; 5
2790; 30.7; 6.09929; 0.601767; 0.287401; 0.314366; 0.0916389; 0.942469; 0.897776; 0.392855; 0.247636; 0.777274; 5
2820; 30.53; 6.10653; 0.601453; 0.287476; 0.313977; 0.0923865; 0.942105; 0.894202; 0.390546; 0.246482; 0.778976; 5
2850; 30.715; 6.07633; 0.602003; 0.287633; 0.31437; 0.0914327; 0.942527; 0.899332; 0.392126; 0.247685; 0.779034; 5
2880; 30.265; 6.12724; 0.602148; 0.287747; 0.314401; 0.0917347; 0.942255; 0.895843; 0.389513; 0.245662; 0.777817; 5
2910; 30.475; 6.09388; 0.602187; 0.28803; 0.314157; 0.0923594; 0.942356; 0.89804; 0.39071; 0.246177; 0.778815; 5
2940; 30.5; 6.13704; 0.602798; 0.288295; 0.314502; 0.0929446; 0.942514; 0.895456; 0.390748; 0.246394; 0.777973; 5
2970; 30.83; 6.14898; 0.602437; 0.288179; 0.314257; 0.0935235; 0.942568; 0.894564; 0.391139; 0.246199; 0.776684; 5
