### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 500, TIMEINTERVAL = 5, NRUN = 500 ###

DU;Type;difference;Time
36;1;0.24108;1
37;0;-0.00123206;1
37;1;0.218077;1
5;0;-0.0105861;1
5;1;0.19751;1
32;0;0.012399;1
32;1;0.255919;1
46;0;0.00359938;1
46;1;0.238606;1
7;0;0.0326871;1
7;1;0.240467;1
15;0;0.0257981;1
15;1;0.207788;1
45;0;0.0193463;1
45;1;0.22172;1
14;0;0.0107599;1
14;1;0.252012;1
42;0;0.00316748;1
42;1;0.235469;1
12;0;0.0232433;1
12;1;0.223476;1
43;0;0.023538;1
43;1;0.220218;1
28;0;0.0233404;1
28;1;0.215564;1
21;0;-0.00440717;1
21;1;0.23066;1
22;0;0.00510871;1
22;1;0.218077;1
24;0;0.00915694;1
24;1;0.241844;1
30;0;0.0199715;1
30;1;0.237328;1
18;0;0.0375168;1
18;1;0.249191;1
16;0;0.0226094;1
16;1;0.269839;1
9;0;-0.0052059;1
9;1;0.236099;1
20;0;0.0298464;1
20;1;0.233053;1
34;0;-0.00482279;1
34;1;0.255919;1
38;0;0.0278004;1
38;1;0.243737;1
35;0;0.0210754;1
35;1;0.248334;1
2;0;0.00446746;1
2;1;0.248652;1
25;0;0.000480115;1
25;1;0.2461;1
48;0;0.0248999;1
48;1;0.223997;1
33;0;0.0248648;1
33;1;0.2461;1
40;0;0.01675;1
40;1;0.219312;1
4;0;0.0105861;1
4;1;0.228988;1
8;0;0.0273681;1
8;1;0.24108;1
47;0;-0.00359938;1
47;1;0.22436;1
28;0;0.024326;2
28;1;0.211386;2
8;0;0.0286719;2
8;1;0.235323;2
45;0;0.0234258;2
45;1;0.22172;2
35;0;0.0217994;2
35;1;0.2461;2
23;0;0.0303896;2
23;1;0.245869;2
11;0;0.0270908;2
11;1;0.211808;2
19;0;0.0177508;2
19;1;0.246537;2
17;0;-0.0177508;2
17;1;0.208092;2
22;0;0.00595769;2
22;1;0.209869;2
3;0;0.0283602;2
3;1;0.240755;2
9;0;-0.006015;2
9;1;0.210805;2
43;0;0.023538;2
43;1;0.220218;2
34;0;-0.00502926;2
34;1;0.255532;2
20;0;0.0310268;2
20;1;0.230996;2
0;0;0.0156981;2
0;1;0.246537;2
37;0;0.00295824;2
37;1;0.218077;2
6;0;0.0318169;2
6;1;0.24105;2
31;0;0.0322951;2
31;1;0.247824;2
48;0;0.0290527;2
48;1;0.223997;2
24;0;0.00874507;2
24;1;0.23478;2
47;0;-0.00767893;2
47;1;0.210723;2
10;0;0.006015;2
10;1;0.226271;2
41;0;0.0113249;2
41;1;0.230721;2
18;0;0.0374969;2
18;1;0.241954;2
2;0;0.00421706;2
2;1;0.233913;2
15;0;0.0261924;2
15;1;0.206939;2
39;0;0.00969687;2
39;1;0.23922;2
40;0;0.0128994;2
40;1;0.215855;2
42;0;0.00316748;2
42;1;0.235469;2
44;0;0.0008066;2
44;1;0.229517;2
16;0;0.0260972;2
16;1;0.269839;2
21;0;-0.00595769;2
21;1;0.230342;2
46;0;0.00767893;2
46;1;0.238606;2
26;0;0.00575608;2
26;1;0.255919;2
25;0;-0.00374436;2
25;1;0.22992;2
27;0;0.0147034;2
27;1;0.248403;2
12;0;0.0271769;2
12;1;0.223476;2
33;0;0.0256618;2
33;1;0.234414;2
4;0;0.0094077;2
4;1;0.223632;2
14;0;0.0116968;2
14;1;0.250857;2
29;0;-0.0147034;2
29;1;0.214849;2
36;0;0.00502926;2
36;1;0.238097;2
30;0;0.0239539;2
30;1;0.237328;2
1;0;-0.00421706;2
1;1;0.245272;2
13;0;-0.0116968;2
13;1;0.248652;2
32;0;0.0124599;2
32;1;0.231941;2
7;0;0.0361565;2
7;1;0.240467;2
5;0;-0.0094077;2
5;1;0.184923;2
38;0;0.0274509;2
38;1;0.24105;2
24;0;0.00462395;3
24;1;0.232368;3
23;0;0.0317713;3
23;1;0.243811;3
25;0;0.00121507;3
25;1;0.22992;3
8;0;0.029376;3
8;1;0.233061;3
27;0;0.00974399;3
27;1;0.210123;3
2;0;0.00876153;3
2;1;0.233913;3
22;0;0.0108121;3
22;1;0.209869;3
5;0;-0.0126754;3
5;1;0.184605;3
12;0;0.0275192;3
12;1;0.219458;3
40;0;0.0127484;3
40;1;0.204084;3
7;0;0.0359817;3
7;1;0.230425;3
48;0;0.0305025;3
48;1;0.222446;3
6;0;0.0312113;3
6;1;0.2292;3
9;0;-0.00641689;3
9;1;0.200756;3
30;0;0.0239539;3
30;1;0.237328;3
34;0;-0.000652879;3
34;1;0.255532;3
44;0;-0.00410867;3
44;1;0.219458;3
36;0;0.000652879;3
36;1;0.235322;3
4;0;0.0126754;3
4;1;0.223632;3
10;0;0.00641689;3
10;1;0.221783;3
13;0;-0.012746;3
13;1;0.237423;3
17;0;-0.0122762;3
17;1;0.208092;3
26;0;0.00325191;3
26;1;0.252012;3
41;0;0.0151944;3
41;1;0.230721;3
0;0;0.0162625;3
0;1;0.235589;3
11;0;0.0312689;3
11;1;0.211808;3
14;0;0.012746;3
14;1;0.231941;3
35;0;0.0179618;3
35;1;0.243933;3
37;0;0.00376534;3
37;1;0.209869;3
47;0;-0.00767893;3
47;1;0.210723;3
43;0;0.0245944;3
43;1;0.219401;3
33;0;0.0256618;3
33;1;0.234414;3
31;0;0.0290895;3
31;1;0.243423;3
28;0;0.0212706;3
28;1;0.209329;3
45;0;0.019202;3
45;1;0.205678;3
19;0;0.0122762;3
19;1;0.239966;3
29;0;-0.00974399;3
29;1;0.214849;3
39;0;0.00976363;3
39;1;0.239125;3
21;0;-0.00830597;3
21;1;0.212339;3
18;0;0.0374969;3
18;1;0.241954;3
16;0;0.0217357;3
16;1;0.256884;3
1;0;-0.00876153;3
1;1;0.237007;3
38;0;0.0318272;3
38;1;0.24105;3
20;0;0.0323716;3
20;1;0.213257;3
15;0;0.0261924;3
15;1;0.206939;3
46;0;0.00767893;3
46;1;0.238606;3
32;0;0.00867057;3
32;1;0.229707;3
3;0;0.0316279;3
3;1;0.240755;3
42;0;0.00421324;3
42;1;0.231068;3
40;0;0.0167292;4
40;1;0.204084;4
2;0;0.00445172;4
2;1;0.220049;4
33;0;0.0268885;4
33;1;0.232357;4
6;0;0.0347093;4
6;1;0.2292;4
1;0;-0.00445172;4
1;1;0.237007;4
23;0;0.0362939;4
23;1;0.243811;4
27;0;0.0139301;4
27;1;0.210123;4
12;0;0.0239903;4
12;1;0.2137;4
19;0;0.010188;4
19;1;0.228181;4
5;0;-0.0161734;4
5;1;0.178551;4
0;0;0.0123788;4
0;1;0.233356;4
45;0;0.023099;4
45;1;0.205678;4
44;0;-0.00478557;4
44;1;0.189764;4
30;0;0.0281401;4
30;1;0.237328;4
15;0;0.0264938;4
15;1;0.201077;4
16;0;0.0211055;4
16;1;0.244727;4
38;0;0.0283885;4
38;1;0.240922;4
7;0;0.0400971;4
7;1;0.230425;4
41;0;0.0153722;4
41;1;0.227977;4
42;0;0.00513858;4
42;1;0.214812;4
34;0;-0.00532982;4
34;1;0.238148;4
36;0;0.00532982;4
36;1;0.235322;4
37;0;0.00376534;4
37;1;0.209869;4
4;0;0.0161734;4
4;1;0.223632;4
21;0;-0.00715488;4
21;1;0.209545;4
11;0;0.0353843;4
11;1;0.211808;4
25;0;0.00121507;4
25;1;0.22992;4
22;0;0.0116958;4
22;1;0.202445;4
13;0;-0.00958207;4
13;1;0.237423;4
39;0;0.00604522;4
39;1;0.237368;4
28;0;0.0222662;4
28;1;0.208706;4
26;0;0.00325191;4
26;1;0.252012;4
29;0;-0.0139301;4
29;1;0.202661;4
46;0;0.00734669;4
46;1;0.225365;4
32;0;0.00936025;4
32;1;0.22754;4
17;0;-0.010188;4
17;1;0.203033;4
24;0;0.00826287;4
24;1;0.232368;4
9;0;-0.0105323;4
9;1;0.194703;4
18;0;0.0375818;4
18;1;0.240784;4
35;0;0.0186176;4
35;1;0.234592;4
8;0;0.0298662;4
8;1;0.22521;4
43;0;0.0295005;4
43;1;0.219401;4
14;0;0.00958207;4
14;1;0.229868;4
20;0;0.0368942;4
20;1;0.213257;4
48;0;0.0272582;4
48;1;0.216146;4
10;0;0.0105323;4
10;1;0.221783;4
3;0;0.0351259;4
3;1;0.240755;4
31;0;0.0300071;4
31;1;0.234766;4
47;0;-0.00734669;4
47;1;0.198136;4
27;0;0.0141113;5
27;1;0.205106;5
46;0;0.0110784;5
46;1;0.225365;5
1;0;-0.00902459;5
1;1;0.227269;5
12;0;0.0242917;5
12;1;0.208939;5
19;0;0.00628525;5
19;1;0.201439;5
48;0;0.031831;5
48;1;0.216146;5
22;0;0.0128453;5
22;1;0.1892;5
16;0;0.0170229;5
16;1;0.243247;5
31;0;0.0308568;5
31;1;0.228181;5
43;0;0.0335782;5
43;1;0.219401;5
33;0;0.0276714;5
33;1;0.230957;5
26;0;0.00712058;5
26;1;0.252012;5
29;0;-0.0141113;5
29;1;0.190811;5
42;0;0.00552151;5
42;1;0.207937;5
21;0;-0.00628525;5
21;1;0.208432;5
35;0;0.0230177;5
35;1;0.234592;5
25;0;0.00111705;5
25;1;0.214692;5
4;0;0.0149082;5
4;1;0.208916;5
0;0;0.0169517;5
0;1;0.233356;5
8;0;0.0340654;5
8;1;0.22521;5
36;0;0.00972995;5
36;1;0.235322;5
40;0;0.0165589;5
40;1;0.197827;5
18;0;0.0375818;5
18;1;0.240784;5
38;0;0.024717;5
38;1;0.2292;5
28;0;0.0229269;5
28;1;0.207929;5
30;0;0.0284567;5
30;1;0.237007;5
6;0;0.0345169;5
6;1;0.227443;5
32;0;0.00954983;5
32;1;0.224277;5
5;0;-0.0149082;5
5;1;0.17496;5
44;0;-0.00552151;5
44;1;0.187707;5
24;0;0.00755939;5
24;1;0.221539;5
47;0;-0.0110784;5
47;1;0.197818;5
37;0;0.000232965;5
37;1;0.19247;5
41;0;0.0150839;5
41;1;0.218417;5
17;0;-0.0045352;5
17;1;0.203033;5
2;0;0.00902459;5
2;1;0.220049;5
23;0;0.0374414;5
23;1;0.242411;5
20;0;0.0385799;5
20;1;0.212264;5
45;0;0.0228881;5
45;1;0.197827;5
9;0;-0.0108564;5
9;1;0.158553;5
15;0;0.0231834;5
15;1;0.199809;5
7;0;0.0405473;5
7;1;0.229577;5
39;0;0.0095776;5
39;1;0.237368;5
11;0;0.0360255;5
11;1;0.209751;5
34;0;-0.00954983;5
34;1;0.231941;5
14;0;0.0140699;5
14;1;0.229868;5
13;0;-0.0140699;5
13;1;0.235245;5
10;0;0.0108564;5
10;1;0.204362;5
3;0;0.0345436;5
3;1;0.236354;5
15;0;0.0268418;6
15;1;0.199809;6
35;0;0.0235339;6
35;1;0.231135;6
6;0;0.0381902;6
6;1;0.227443;6
18;0;0.0412401;6
18;1;0.240784;6
3;0;0.0339636;6
3;1;0.234876;6
19;0;0.00655499;6
19;1;0.198694;6
31;0;0.0276629;6
31;1;0.214067;6
27;0;0.0101338;6
27;1;0.196877;6
11;0;0.0391145;6
11;1;0.209751;6
30;0;0.0244684;6
30;1;0.2322;6
38;0;0.0276473;6
38;1;0.2292;6
34;0;-0.00962558;6
34;1;0.227958;6
24;0;0.00670883;6
24;1;0.219781;6
48;0;0.0363828;6
48;1;0.216146;6
42;0;0.00552151;6
42;1;0.207937;6
0;0;0.0174353;6
0;1;0.231188;6
44;0;-0.00146717;6
44;1;0.187707;6
10;0;0.0103928;6
10;1;0.196488;6
16;0;0.016351;6
16;1;0.23066;6
46;0;0.00368226;6
46;1;0.224288;6
13;0;-0.0155167;6
13;1;0.230439;6
8;0;0.0335493;6
8;1;0.222465;6
2;0;0.00946829;6
2;1;0.213841;6
40;0;0.0126298;6
40;1;0.197499;6
20;0;0.0437306;6
20;1;0.212264;6
9;0;-0.0103928;6
9;1;0.156542;6
29;0;-0.0101338;6
29;1;0.190811;6
12;0;0.028291;6
12;1;0.208939;6
17;0;-0.00331262;6
17;1;0.199904;6
37;0;-0.00293034;6
37;1;0.185697;6
7;0;0.0396412;6
7;1;0.207565;6
43;0;0.0335782;6
43;1;0.219401;6
1;0;-0.00946829;6
1;1;0.225136;6
41;0;0.0111623;6
41;1;0.21437;6
32;0;0.00962558;6
32;1;0.21087;6
36;0;0.0142226;6
36;1;0.235322;6
45;0;0.0228881;6
45;1;0.197827;6
22;0;0.0145923;6
22;1;0.182427;6
33;0;0.0283385;6
33;1;0.219186;6
26;0;0.0072684;6
26;1;0.238148;6
23;0;0.038754;6
23;1;0.238522;6
47;0;-0.00368226;6
47;1;0.197818;6
14;0;0.0155167;6
14;1;0.22754;6
28;0;0.0193235;6
28;1;0.205961;6
4;0;0.0185815;6
4;1;0.208916;6
5;0;-0.0185815;6
5;1;0.168187;6
39;0;0.00883928;6
39;1;0.23209;6
25;0;0.00137934;6
25;1;0.213257;6
21;0;-0.00655499;6
21;1;0.188361;6
41;0;0.00708875;7
41;1;0.207357;7
1;0;-0.0100898;7
1;1;0.211895;7
23;0;0.0347807;7
23;1;0.236354;7
6;0;0.0379498;7
6;1;0.212317;7
0;0;0.0179712;7
0;1;0.214067;7
40;0;0.0126298;7
40;1;0.197499;7
11;0;0.0353822;7
11;1;0.197629;7
12;0;0.0246321;7
12;1;0.207182;7
21;0;-0.00655499;7
21;1;0.188361;7
46;0;-0.000601798;7
46;1;0.212339;7
3;0;0.0331472;7
3;1;0.231418;7
26;0;0.00760493;7
26;1;0.229707;7
25;0;0.00141603;7
25;1;0.212264;7
45;0;0.019546;7
45;1;0.197769;7
35;0;0.0235339;7
35;1;0.231135;7
42;0;0.00552151;7
42;1;0.207937;7
20;0;0.0437306;7
20;1;0.212264;7
4;0;0.017684;7
4;1;0.203351;7
48;0;0.0379421;7
48;1;0.216088;7
31;0;0.0286463;7
31;1;0.212747;7
34;0;-0.00962558;7
34;1;0.227958;7
18;0;0.0413531;7
18;1;0.233577;7
44;0;0.00281689;7
44;1;0.187707;7
38;0;0.0293069;7
38;1;0.2292;7
30;0;0.0242736;7
30;1;0.225136;7
47;0;0.000601798;7
47;1;0.197818;7
28;0;0.0232345;7
28;1;0.205961;7
17;0;-0.00712046;7
17;1;0.196753;7
43;0;0.0294539;7
43;1;0.208268;7
29;0;-0.0100788;7
29;1;0.189054;7
27;0;0.0100788;7
27;1;0.190704;7
37;0;0.00165957;7
37;1;0.185697;7
33;0;0.0283385;7
33;1;0.219186;7
39;0;0.00883928;7
39;1;0.23209;7
10;0;0.0103928;7
10;1;0.196488;7
13;0;-0.0155167;7
13;1;0.230439;7
2;0;0.0100898;7
2;1;0.211608;7
32;0;0.00962558;7
32;1;0.21087;7
19;0;0.00712046;7
19;1;0.198694;7
36;0;0.00963271;7
36;1;0.232181;7
8;0;0.0297903;7
8;1;0.222446;7
22;0;0.0145923;7
22;1;0.182427;7
16;0;0.0201589;7
16;1;0.23066;7
9;0;-0.0103928;7
9;1;0.156542;7
5;0;-0.017684;7
5;1;0.166602;7
24;0;0.00670883;7
24;1;0.219781;7
7;0;0.0387932;7
7;1;0.201808;7
14;0;0.0155167;7
14;1;0.22754;7
15;0;0.0271335;7
15;1;0.199068;7
21;0;-0.0112615;8
21;1;0.186127;8
48;0;0.03914;8
48;1;0.213401;8
26;0;0.00678241;8
26;1;0.223123;8
16;0;0.0159797;8
16;1;0.230342;8
13;0;-0.01701;8
13;1;0.219652;8
41;0;0.00668105;8
41;1;0.205299;8
42;0;0.00615132;8
42;1;0.199399;8
2;0;0.0103161;8
2;1;0.210133;8
35;0;0.0240749;8
35;1;0.213257;8
33;0;0.0293435;8
33;1;0.213257;8
30;0;0.0242679;8
30;1;0.219325;8
27;0;0.0142229;8
27;1;0.190704;8
23;0;0.0352999;8
23;1;0.224056;8
44;0;-0.001526;8
44;1;0.186307;8
12;0;0.0256866;8
12;1;0.200824;8
11;0;0.0350788;8
11;1;0.196636;8
4;0;0.017684;8
4;1;0.203351;8
46;0;0.00338501;8
46;1;0.212339;8
32;0;0.0143036;8
32;1;0.21087;8
25;0;-0.00276759;8
25;1;0.193993;8
17;0;-0.00712046;8
17;1;0.196753;8
34;0;-0.0143036;8
34;1;0.202681;8
20;0;0.0451317;8
20;1;0.21124;8
19;0;0.0112615;8
19;1;0.198694;8
10;0;0.0101294;8
10;1;0.190497;8
5;0;-0.017684;8
5;1;0.166602;8
31;0;0.0327904;8
31;1;0.212747;8
7;0;0.0359459;8
7;1;0.198666;8
39;0;0.011986;8
39;1;0.23209;8
47;0;-0.00338501;8
47;1;0.179815;8
37;0;-0.0014872;8
37;1;0.18183;8
28;0;0.0273786;8
28;1;0.205961;8
22;0;0.0158938;8
22;1;0.18183;8
45;0;0.018674;8
45;1;0.195082;8
3;0;0.0331472;8
3;1;0.231418;8
24;0;0.0105087;8
24;1;0.219781;8
40;0;0.0120715;8
40;1;0.183386;8
15;0;0.0271335;8
15;1;0.199068;8
18;0;0.0376518;8
18;1;0.225598;8
36;0;0.0143107;8
36;1;0.232181;8
1;0;-0.0103161;8
1;1;0.209499;8
6;0;0.034291;8
6;1;0.207752;8
38;0;0.027279;8
38;1;0.226041;8
43;0;0.0337968;8
43;1;0.208268;8
29;0;-0.0142229;8
29;1;0.174105;8
0;0;0.018674;8
0;1;0.207192;8
8;0;0.0290261;8
8;1;0.211386;8
9;0;-0.0101294;8
9;1;0.15178;8
14;0;0.01701;8
14;1;0.216462;8
8;0;0.0251105;9
8;1;0.210615;9
5;0;-0.0168881;9
5;1;0.14532;9
20;0;0.0466419;9
20;1;0.205405;9
2;0;0.00554931;9
2;1;0.20944;9
12;0;0.0266504;9
12;1;0.187707;9
33;0;0.0293435;9
33;1;0.213257;9
21;0;-0.00917563;9
21;1;0.153284;9
37;0;8.62479e-05;9
37;1;0.170313;9
36;0;0.00949714;9
36;1;0.222446;9
40;0;0.0157435;9
40;1;0.183386;9
0;0;0.0146669;9
0;1;0.19952;9
45;0;0.0194478;9
45;1;0.195082;9
27;0;0.0142229;9
27;1;0.190704;9
48;0;0.0355152;9
48;1;0.211386;9
17;0;-0.00395936;9
17;1;0.178968;9
39;0;0.0112403;9
39;1;0.222242;9
19;0;0.00917563;9
19;1;0.193786;9
43;0;0.0297878;9
43;1;0.205995;9
24;0;0.00789151;9
24;1;0.219463;9
23;0;0.0403484;9
23;1;0.224056;9
29;0;-0.0142229;9
29;1;0.174105;9
9;0;-0.0101294;9
9;1;0.15178;9
3;0;0.0323692;9
3;1;0.219648;9
35;0;0.0202936;9
35;1;0.212779;9
32;0;0.0100772;9
32;1;0.206064;9
18;0;0.0379444;9
18;1;0.225071;9
14;0;0.0186018;9
14;1;0.211655;9
15;0;0.0314868;9
15;1;0.199068;9
10;0;0.0101294;9
10;1;0.190497;9
38;0;0.0269468;9
38;1;0.220283;9
42;0;0.00247937;9
42;1;0.19453;9
34;0;-0.00949714;9
34;1;0.202681;9
1;0;-0.00554931;9
1;1;0.209499;9
30;0;0.0200185;9
30;1;0.215419;9
28;0;0.0235811;9
28;1;0.196158;9
46;0;-0.000773847;9
46;1;0.208432;9
41;0;0.010353;9
41;1;0.205299;9
4;0;0.0168881;9
4;1;0.178239;9
11;0;0.0350788;9
11;1;0.196636;9
44;0;0.00263286;9
44;1;0.186307;9
6;0;0.0382408;9
6;1;0.207752;9
16;0;0.0154521;9
16;1;0.224288;9
7;0;0.0355779;9
7;1;0.190117;9
26;0;0.0105851;9
26;1;0.223123;9
31;0;0.0297009;9
31;1;0.211754;9
25;0;-0.00657025;9
25;1;0.189054;9
13;0;-0.0186018;9
13;1;0.213445;9
47;0;0.000773847;9
47;1;0.179815;9
22;0;0.0172783;9
22;1;0.170194;9
43;0;0.0302136;10
43;1;0.201188;10
36;0;0.00875336;10
36;1;0.21565;10
15;0;0.0365164;10
15;1;0.199068;10
16;0;0.0144233;10
16;1;0.219432;10
2;0;0.00532919;10
2;1;0.184839;10
26;0;0.00803491;10
26;1;0.218317;10
47;0;0.00148696;10
47;1;0.175909;10
22;0;0.0172783;10
22;1;0.170194;10
7;0;0.0389194;10
7;1;0.190117;10
48;0;0.0404636;10
48;1;0.211386;10
18;0;0.0415393;10
18;1;0.225071;10
13;0;-0.0202827;10
13;1;0.211211;10
10;0;0.00990474;10
10;1;0.18429;10
11;0;0.0346248;10
11;1;0.19658;10
39;0;0.0103579;10
39;1;0.198575;10
33;0;0.0296816;10
33;1;0.212601;10
1;0;-0.00532919;10
1;1;0.201058;10
24;0;0.0070326;10
24;1;0.213409;10
14;0;0.0202827;10
14;1;0.204591;10
46;0;-0.00148696;10
46;1;0.200071;10
31;0;0.030297;10
31;1;0.207192;10
41;0;0.0059633;10
41;1;0.203899;10
42;0;0.00715339;10
42;1;0.19453;10
0;0;0.0155951;10
0;1;0.192603;10
37;0;0.00185701;10
37;1;0.169243;10
20;0;0.0466419;10
20;1;0.205405;10
25;0;-0.00643706;10
25;1;0.187118;10
4;0;0.016163;10
4;1;0.173839;10
45;0;0.0192765;10
45;1;0.182556;10
23;0;0.036312;10
23;1;0.209942;10
6;0;0.0378134;10
6;1;0.196693;10
44;0;0.00228736;10
44;1;0.174536;10
21;0;-0.0038082;10
21;1;0.153284;10
17;0;-0.00218675;10
17;1;0.166785;10
30;0;0.0238962;10
30;1;0.215419;10
19;0;0.0038082;10
19;1;0.186844;10
27;0;0.0140581;10
27;1;0.190104;10
9;0;-0.00990474;10
9;1;0.139547;10
5;0;-0.016163;10
5;1;0.144062;10
40;0;0.0157435;10
40;1;0.183386;10
38;0;0.0317562;10
38;1;0.220283;10
32;0;0.0141428;10
32;1;0.206064;10
8;0;0.0284499;10
8;1;0.210615;10
29;0;-0.0140581;10
29;1;0.155892;10
12;0;0.0279737;10
12;1;0.167951;10
28;0;0.0237463;10
28;1;0.194111;10
34;0;-0.00875336;10
34;1;0.196864;10
35;0;0.0203054;10
35;1;0.205405;10
3;0;0.0357106;10
3;1;0.219648;10
46;0;-0.002069;11
46;1;0.194568;11
9;0;-0.00939345;11
9;1;0.136396;11
36;0;0.003831;11
36;1;0.213894;11
45;0;0.0236168;11
45;1;0.182556;11
32;0;0.0141428;11
32;1;0.206064;11
10;0;0.00939345;11
10;1;0.182057;11
39;0;0.0102491;11
39;1;0.188776;11
14;0;0.0223163;11
14;1;0.196864;11
30;0;0.0194554;11
30;1;0.211895;11
8;0;0.0273497;11
8;1;0.208858;11
33;0;0.0256821;11
33;1;0.205405;11
31;0;0.0269384;11
31;1;0.204895;11
28;0;0.0198187;11
28;1;0.192354;11
41;0;0.0012382;11
41;1;0.192129;11
7;0;0.0389093;11
7;1;0.188932;11
5;0;-0.0155265;11
5;1;0.140391;11
0;0;0.016539;11
0;1;0.188979;11
47;0;0.00208396;11
47;1;0.164656;11
4;0;0.0155265;11
4;1;0.172847;11
25;0;-0.00436726;11
25;1;0.187118;11
29;0;-0.0140581;11
29;1;0.155892;11
16;0;0.00960875;11
16;1;0.212339;11
42;0;0.011712;11
42;1;0.19453;11
27;0;0.0140581;11
27;1;0.190104;11
12;0;0.0333436;11
12;1;0.167951;11
24;0;0.0070326;11
24;1;0.213409;11
34;0;-0.003831;11
34;1;0.196864;11
3;0;0.0393105;11
3;1;0.219648;11
19;0;-0.00176996;11
19;1;0.185087;11
20;0;0.0448197;11
20;1;0.205348;11
21;0;0.00176996;11
21;1;0.153284;11
11;0;0.0341936;11
11;1;0.187033;11
37;0;0.00353214;11
37;1;0.162871;11
38;0;0.0366786;11
38;1;0.220283;11
44;0;0.002069;11
44;1;0.167951;11
18;0;0.0409969;11
18;1;0.204959;11
23;0;0.0325172;11
23;1;0.205678;11
43;0;0.0347722;11
43;1;0.201188;11
1;0;-0.00584891;11
1;1;0.19889;11
17;0;0.00339141;11
17;1;0.166785;11
26;0;0.00436726;11
26;1;0.198011;11
22;0;0.0138017;11
22;1;0.169243;11
13;0;-0.0223163;11
13;1;0.184839;11
6;0;0.0377912;11
6;1;0.194635;11
35;0;0.0162223;11
