### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
70; 26.842; 4.60644; 64
80; 25.218; 4.43894; 64
90; 24.648; 4.36753; 64
100; 24.434; 4.337; 64
110; 24.306; 4.32278; 64
120; 24.24; 4.31363; 64
130; 24.206; 4.30766; 64
140; 24.192; 4.30453; 64
150; 24.188; 4.30247; 64
160; 24.186; 4.301; 64
170; 24.182; 4.29944; 64
180; 24.182; 4.29825; 64
190; 24.176; 4.297; 64
200; 24.184; 4.29681; 64
210; 24.19; 4.29625; 64
220; 24.188; 4.29531; 64
230; 24.192; 4.29425; 64
240; 24.208; 4.29416; 64
250; 24.208; 4.29375; 64
260; 24.21; 4.29306; 64
270; 24.21; 4.29253; 64
280; 24.22; 4.29197; 64
290; 24.226; 4.29175; 64
300; 24.232; 4.29156; 64
310; 24.248; 4.291; 64
320; 24.254; 4.29028; 64
330; 24.26; 4.28975; 64
340; 24.26; 4.28947; 64
350; 24.27; 4.28916; 64
360; 24.276; 4.28863; 64
370; 24.292; 4.28819; 64
380; 24.304; 4.28834; 64
390; 24.308; 4.28794; 64
400; 24.312; 4.28788; 64
410; 24.328; 4.28766; 64
420; 24.334; 4.28659; 64
430; 24.33; 4.28609; 64
440; 24.336; 4.28559; 64
450; 24.332; 4.28509; 64
460; 24.334; 4.28503; 64
470; 24.336; 4.28472; 64
480; 24.348; 4.28444; 64
490; 24.356; 4.28366; 64
500; 24.366; 4.28281; 64
510; 24.364; 4.28216; 64
520; 24.368; 4.28169; 64
530; 24.368; 4.28094; 64
540; 24.378; 4.28056; 64
550; 24.374; 4.28028; 64
560; 24.392; 4.27984; 64
570; 24.386; 4.27947; 64
580; 24.396; 4.27875; 64
590; 24.392; 4.27813; 64
600; 24.388; 4.27741; 64
610; 24.392; 4.27656; 64
620; 24.402; 4.27609; 64
630; 24.402; 4.27556; 64
640; 24.408; 4.27519; 64
650; 24.412; 4.27463; 64
660; 24.41; 4.27344; 64
670; 24.412; 4.27269; 64
680; 24.42; 4.27197; 64
690; 24.418; 4.27128; 64
700; 24.436; 4.27087; 64
710; 24.426; 4.27075; 64
