### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 500, TIMEINTERVAL = 5, NRUN = 500 ###

Type;Source;Target;Time
0;14;12;34
0;43;41;34
1;42;42;34
0;37;39;34
0;43;45;34
0;32;31;34
1;6;6;34
1;35;35;34
1;30;30;34
1;47;47;34
1;16;16;34
1;1;1;34
1;11;11;34
0;24;22;34
1;24;24;34
0;48;46;34
0;35;36;34
0;37;38;34
1;2;2;34
1;3;3;34
0;48;0;34
1;7;7;34
1;32;32;34
1;48;48;34
1;16;16;35
1;3;3;35
0;35;33;35
1;35;35;35
1;24;24;35
1;2;2;35
1;42;42;35
0;24;25;35
1;43;43;35
1;13;13;35
0;14;12;35
1;7;7;35
0;35;37;35
0;42;40;35
0;32;31;35
1;17;17;35
1;8;8;35
0;27;28;35
0;43;41;35
1;27;27;35
1;38;38;35
0;32;30;35
1;34;34;35
0;47;46;35
1;39;39;35
0;17;15;35
1;4;4;35
0;11;10;35
0;6;5;35
0;20;22;35
1;18;18;35
0;35;36;35
0;20;19;35
0;43;44;35
1;6;6;35
0;43;45;35
1;32;32;35
1;47;47;35
1;20;20;35
1;29;29;35
0;24;26;35
1;11;11;35
0;20;21;35
0;47;0;35
1;1;1;35
1;48;48;35
0;12;10;36
1;35;35;36
1;20;20;36
0;27;28;36
1;32;32;36
1;48;48;36
1;47;47;36
1;13;13;36
1;42;42;36
0;43;45;36
1;34;34;36
1;8;8;36
0;42;40;36
1;12;12;36
1;38;38;36
1;5;5;36
1;3;3;36
1;2;2;36
0;35;33;36
1;4;4;36
0;48;1;36
0;20;19;36
1;6;6;36
0;24;25;36
1;11;11;36
0;20;21;36
1;29;29;36
0;20;22;36
0;32;31;36
1;30;30;36
1;18;18;36
1;27;27;36
0;35;36;36
1;17;17;36
0;24;26;36
1;16;16;36
0;17;15;36
0;43;44;36
0;37;39;36
0;43;41;36
0;48;0;36
1;43;43;36
0;35;37;36
1;7;7;36
0;48;46;36
1;32;32;37
1;47;47;37
0;12;10;37
0;20;21;37
0;43;45;37
0;24;26;37
1;6;6;37
0;32;31;37
1;2;2;37
1;12;12;37
0;42;44;37
1;13;13;37
1;42;42;37
1;7;7;37
1;11;11;37
0;42;41;37
1;4;4;37
0;35;33;37
1;37;37;37
1;1;1;37
1;20;20;37
1;43;43;37
0;17;15;37
1;8;8;37
0;27;28;37
0;24;25;37
1;48;48;37
1;34;34;37
0;42;40;37
0;20;22;37
0;18;16;37
1;38;38;37
1;39;39;37
0;35;36;37
0;6;5;37
1;0;0;37
1;17;17;37
1;3;3;37
1;35;35;37
0;20;19;37
1;30;30;37
0;47;46;37
1;27;27;37
0;17;15;38
0;27;28;38
1;1;1;38
0;42;41;38
1;38;38;38
0;20;21;38
1;17;17;38
0;32;31;38
1;13;13;38
0;42;40;38
1;3;3;38
0;24;25;38
0;12;10;38
1;48;48;38
0;47;46;38
0;4;5;38
1;47;47;38
1;43;43;38
1;7;7;38
1;42;42;38
0;37;39;38
0;35;33;38
0;20;22;38
1;2;2;38
0;35;36;38
1;30;30;38
0;24;26;38
1;11;11;38
1;4;4;38
0;18;16;38
1;37;37;38
0;20;19;38
1;34;34;38
1;12;12;38
0;42;44;38
1;27;27;38
1;8;8;38
1;6;6;38
1;35;35;38
1;0;0;38
1;43;43;39
1;3;3;39
1;25;25;39
0;48;46;39
0;20;22;39
0;30;28;39
1;1;1;39
1;13;13;39
1;42;42;39
0;43;45;39
1;47;47;39
1;2;2;39
1;37;37;39
1;27;27;39
1;0;0;39
0;35;34;39
0;30;29;39
0;17;15;39
0;42;44;39
1;38;38;39
1;8;8;39
1;17;17;39
0;12;10;39
1;39;39;39
1;7;7;39
0;24;26;39
0;42;40;39
0;20;19;39
0;18;16;39
0;4;5;39
0;42;41;39
0;20;21;39
1;6;6;39
1;11;11;39
1;12;12;39
0;35;33;39
1;48;48;39
0;35;36;39
0;32;31;39
1;4;4;39
1;4;4;40
1;27;27;40
0;27;29;40
0;47;46;40
1;37;37;40
0;20;19;40
0;24;26;40
0;20;22;40
0;35;36;40
1;2;2;40
1;1;1;40
1;8;8;40
1;25;25;40
1;11;11;40
0;35;34;40
1;12;12;40
0;17;15;40
1;7;7;40
0;43;45;40
1;47;47;40
1;28;28;40
0;42;40;40
1;38;38;40
0;32;31;40
1;3;3;40
1;48;48;40
0;43;41;40
1;13;13;40
1;5;5;40
1;6;6;40
0;35;33;40
0;20;21;40
1;42;42;40
1;17;17;40
0;12;10;40
1;0;0;40
0;18;16;40
0;43;44;40
0;37;39;40
0;42;41;41
1;34;34;41
0;42;44;41
0;27;26;41
1;4;4;41
1;38;38;41
1;28;28;41
0;17;15;41
0;35;33;41
1;12;12;41
0;47;46;41
1;1;1;41
1;39;39;41
1;47;47;41
0;6;5;41
1;11;11;41
0;35;36;41
0;17;16;41
1;37;37;41
0;32;31;41
1;8;8;41
1;25;25;41
1;3;3;41
1;48;48;41
1;27;27;41
1;42;42;41
0;12;10;41
0;43;45;41
0;42;40;41
1;17;17;41
1;13;13;41
1;2;2;41
0;20;19;41
0;2;0;41
0;20;21;41
1;7;7;41
0;42;40;42
1;37;37;42
0;48;46;42
0;42;41;42
1;1;1;42
1;28;28;42
0;43;45;42
0;3;5;42
1;27;27;42
0;32;31;42
1;12;12;42
0;27;26;42
1;8;8;42
0;17;16;42
0;37;39;42
0;35;33;42
1;4;4;42
1;34;34;42
1;11;11;42
0;17;15;42
0;42;44;42
1;3;3;42
1;13;13;42
0;20;19;42
1;17;17;42
1;47;47;42
1;7;7;42
0;2;0;42
1;38;38;42
1;2;2;42
1;25;25;42
0;12;10;42
0;32;31;43
0;12;10;43
1;27;27;43
0;42;41;43
0;48;46;43
1;39;39;43
0;42;44;43
1;4;4;43
1;34;34;43
1;38;38;43
0;27;26;43
0;17;15;43
1;47;47;43
1;17;17;43
1;11;11;43
0;43;45;43
0;17;16;43
1;19;19;43
0;42;40;43
1;7;7;43
1;12;12;43
1;1;1;43
0;35;33;43
0;27;28;43
1;0;0;43
1;5;5;43
1;13;13;43
1;8;8;43
0;37;36;43
1;2;2;43
0;27;25;43
1;13;13;44
0;1;48;44
0;37;36;44
0;42;41;44
1;38;38;44
0;27;25;44
0;43;45;44
0;17;15;44
0;47;46;44
0;17;16;44
1;34;34;44
0;42;44;44
1;1;1;44
0;35;33;44
0;27;26;44
0;12;10;44
1;7;7;44
0;37;39;44
1;8;8;44
1;4;4;44
0;42;40;44
1;17;17;44
1;2;2;44
1;19;19;44
1;0;0;44
0;33;31;44
1;5;5;44
1;47;47;44
1;12;12;44
1;8;8;45
1;7;7;45
0;27;26;45
1;39;39;45
1;38;38;45
1;34;34;45
1;1;1;45
1;13;13;45
1;17;17;45
1;33;33;45
0;3;5;45
0;43;45;45
1;31;31;45
1;47;47;45
1;2;2;45
0;27;25;45
0;17;15;45
0;12;10;45
0;37;36;45
0;17;19;45
1;4;4;45
0;42;44;45
0;42;40;45
1;12;12;45
1;0;0;45
0;17;16;45
0;17;18;45
0;47;46;45
1;5;5;46
1;7;7;46
0;17;19;46
0;42;44;46
0;34;36;46
1;12;12;46
0;2;4;46
0;27;25;46
0;17;15;46
0;42;40;46
0;47;46;46
0;34;33;46
0;34;35;46
1;8;8;46
1;13;13;46
0;37;39;46
1;2;2;46
0;12;10;46
0;17;16;46
0;17;18;46
0;34;32;46
1;31;31;46
1;38;38;46
0;27;26;46
1;17;17;46
0;34;36;47
0;10;9;47
1;13;13;47
0;4;6;47
1;39;39;47
0;27;25;47
0;17;18;47
1;12;12;47
0;27;26;47
0;42;40;47
0;17;19;47
1;38;38;47
0;34;35;47
0;42;44;47
0;2;1;47
0;17;16;47
1;7;7;47
0;2;3;47
1;10;10;47
0;17;15;47
0;47;46;47
0;25;23;47
0;4;5;47
0;34;32;47
0;33;31;47
0;2;4;47
1;8;8;47
1;9;9;48
1;5;5;48
0;27;26;48
0;47;46;48
0;42;40;48
0;17;16;48
1;38;38;48
0;34;36;48
0;27;25;48
0;17;18;48
1;12;12;48
0;34;32;48
0;42;44;48
0;6;7;48
0;37;39;48
1;8;8;48
0;25;23;48
1;13;13;48
0;17;15;48
0;2;1;48
0;17;19;48
0;2;3;48
0;34;35;48
0;2;4;48
0;4;6;48
1;31;31;48
1;12;12;49
0;34;35;49
0;2;4;49
0;2;3;49
1;39;39;49
0;17;19;49
0;42;44;49
0;27;26;49
0;47;46;49
1;7;7;49
0;3;5;49
1;38;38;49
0;2;1;49
0;34;36;49
0;34;32;49
0;17;16;49
0;17;18;49
0;25;23;49
0;42;40;49
0;17;15;49
0;10;9;49
0;33;31;49
1;8;8;49
1;13;13;49
0;25;23;50
0;17;18;50
0;2;4;50
0;42;44;50
1;5;5;50
0;47;46;50
0;37;39;50
0;17;19;50
0;2;1;50
0;34;32;50
0;17;16;50
0;32;30;50
1;31;31;50
0;17;15;50
0;42;40;50
1;8;8;50
0;27;26;50
1;38;38;50
0;2;3;50
1;13;13;50
0;34;36;50
0;6;7;50
1;12;12;50
1;9;9;50
0;32;30;51
0;17;15;51
0;10;9;51
0;17;16;51
0;2;4;51
0;32;31;51
1;12;12;51
1;38;38;51
0;47;46;51
0;2;1;51
0;3;5;51
1;7;7;51
0;34;36;51
0;17;19;51
1;13;13;51
0;42;40;51
1;8;8;51
1;39;39;51
0;2;3;51
0;23;21;51
0;17;15;52
0;2;4;52
0;34;36;52
1;13;13;52
0;42;40;52
0;47;46;52
1;9;9;52
0;2;1;52
0;32;30;52
1;5;5;52
1;12;12;52
1;21;21;52
1;8;8;52
0;17;19;52
0;6;7;52
1;38;38;52
0;32;31;52
0;17;16;52
0;37;39;52
1;38;38;53
1;8;8;53
0;2;1;53
0;17;16;53
0;3;5;53
1;12;12;53
0;47;46;53
1;13;13;53
0;17;15;53
0;23;21;53
1;39;39;53
0;42;40;53
0;34;36;53
1;7;7;53
0;32;31;53
0;10;9;53
0;17;19;53
0;2;4;53
0;17;16;54
1;13;13;54
0;34;36;54
0;42;40;54
0;37;39;54
0;2;4;54
0;32;31;54
0;17;19;54
0;47;46;54
1;12;12;54
0;2;1;54
1;21;21;54
0;6;7;54
0;16;14;54
1;38;38;54
1;9;9;54
1;8;8;54
0;17;15;54
1;5;5;54
1;7;7;55
0;3;5;55
0;17;19;55
1;12;12;55
0;6;8;55
0;42;40;55
1;13;13;55
0;2;1;55
1;39;39;55
0;23;21;55
0;2;4;55
1;38;38;55
0;17;16;55
0;47;46;55
0;32;31;55
0;17;15;55
0;34;36;55
0;10;9;55
0;2;4;56
0;17;15;56
0;42;40;56
0;2;1;56
1;9;9;56
1;12;12;56
1;38;38;56
0;32;31;56
0;37;39;56
1;8;8;56
0;6;7;56
1;13;13;56
0;17;16;56
0;34;36;56
0;17;19;56
0;47;46;56
1;5;5;56
1;21;21;56
0;34;36;57
0;32;31;57
1;12;12;57
1;7;7;57
0;17;16;57
0;6;8;57
0;23;21;57
0;47;46;57
0;17;15;57
1;13;13;57
1;39;39;57
0;2;1;57
0;42;40;57
0;2;4;57
0;10;9;57
0;17;19;57
0;3;5;57
1;38;38;57
0;42;40;58
0;17;16;58
0;17;19;58
1;9;9;58
1;38;38;58
0;17;15;58
1;5;5;58
0;32;31;58
0;16;14;58
1;13;13;58
0;37;39;58
0;47;46;58
0;6;7;58
0;34;36;58
1;12;12;58
0;2;4;58
1;8;8;58
1;21;21;58
1;12;12;59
0;23;21;59
1;7;7;59
0;34;36;59
0;17;19;59
0;2;4;59
0;3;5;59
0;32;31;59
1;38;38;59
1;39;39;59
0;47;46;59
0;42;40;59
0;6;8;59
0;16;14;59
0;17;16;59
1;13;13;59
0;17;19;60
0;37;38;60
0;6;7;60
0;47;46;60
0;34;36;60
1;21;21;60
1;5;5;60
1;13;13;60
0;16;14;60
0;32;31;60
0;17;16;60
0;37;39;60
1;12;12;60
1;8;8;60
0;2;4;60
0;3;5;61
0;23;21;61
0;8;9;61
1;12;12;61
0;47;46;61
1;39;39;61
0;32;31;61
0;17;16;61
1;7;7;61
0;17;19;61
0;2;4;61
0;6;8;61
1;38;38;61
1;13;13;61
0;16;14;61
1;8;8;62
0;47;46;62
1;13;13;62
0;17;16;62
0;2;4;62
0;17;19;62
0;16;14;62
0;6;7;62
0;32;31;62
0;10;9;62
0;37;38;62
1;12;12;62
1;5;5;62
1;21;21;62
0;37;39;62
0;47;46;63
1;7;7;63
0;23;21;63
1;39;39;63
0;32;31;63
0;6;8;63
0;17;19;63
1;38;38;63
0;13;11;63
0;2;4;63
0;8;9;63
0;17;16;63
1;12;12;63
1;13;13;63
0;3;5;63
0;16;14;63
1;9;9;64
1;21;21;64
0;6;7;64
1;13;13;64
1;12;12;64
1;8;8;64
0;37;38;64
0;37;39;64
0;32;31;64
0;2;4;64
0;17;19;64
1;5;5;64
0;47;46;64
1;11;11;64
0;17;16;64
0;17;16;65
0;2;4;65
0;13;12;65
1;39;39;65
0;8;9;65
0;4;6;65
1;7;7;65
1;38;38;65
0;47;46;65
0;13;11;65
0;17;19;65
0;23;21;65
0;8;10;65
0;3;5;65
0;6;8;65
0;32;31;65
1;13;13;65
0;13;12;66
0;4;6;66
0;32;31;66
0;37;39;66
1;10;10;66
1;5;5;66
0;6;7;66
1;21;21;66
0;37;38;66
0;17;19;66
0;47;46;66
0;17;16;66
1;9;9;66
1;8;8;66
0;2;4;66
1;13;13;66
1;11;11;66
0;32;31;67
1;13;13;67
1;38;38;67
0;6;8;67
0;17;16;67
0;4;5;67
0;4;3;67
0;13;11;67
0;17;19;67
0;47;46;67
0;8;10;67
0;23;21;67
1;7;7;67
0;13;12;67
0;8;9;67
1;39;39;67
0;32;31;68
0;47;46;68
1;11;11;68
1;13;13;68
1;5;5;68
1;21;21;68
0;37;38;68
0;17;16;68
1;10;10;68
0;17;19;68
1;8;8;68
0;6;7;68
0;13;12;68
1;9;9;68
0;4;3;68
0;37;39;68
0;17;19;69
0;8;9;69
0;6;8;69
0;32;31;69
1;38;38;69
0;47;46;69
0;17;16;69
1;39;39;69
0;4;3;69
0;13;12;69
0;13;11;69
1;7;7;69
1;13;13;69
0;23;21;69
0;4;5;69
0;8;10;69
0;17;19;70
1;5;5;70
0;37;38;70
0;32;31;70
0;4;3;70
0;17;16;70
1;13;13;70
0;47;46;70
0;37;39;70
0;13;12;70
1;11;11;70
0;7;9;70
1;10;10;70
1;21;21;70
0;6;7;70
1;8;8;70
1;13;13;71
1;7;7;71
0;13;11;71
1;39;39;71
0;8;9;71
0;17;16;71
0;4;5;71
0;32;31;71
0;13;12;71
0;6;8;71
0;4;3;71
1;38;38;71
0;17;19;71
0;8;10;71
0;23;21;71
0;47;46;71
1;10;10;72
0;32;31;72
0;4;3;72
0;37;39;72
0;47;46;72
0;13;12;72
0;7;9;72
0;37;38;72
0;6;7;72
1;21;21;72
1;5;5;72
0;17;19;72
1;11;11;72
1;8;8;72
0;6;8;73
0;13;11;73
0;17;19;73
1;7;7;73
1;38;38;73
0;13;12;73
0;4;5;73
1;39;39;73
0;8;9;73
0;32;31;73
0;4;3;73
0;23;21;73
0;32;31;74
1;11;11;74
1;8;8;74
0;13;12;74
0;37;38;74
0;7;9;74
1;21;21;74
0;6;7;74
1;5;5;74
0;17;19;74
0;37;39;74
1;38;38;75
0;17;19;75
0;13;11;75
0;13;12;75
0;23;21;75
1;39;39;75
0;6;8;75
0;8;9;75
1;7;7;75
0;32;31;75
0;4;5;75
0;13;12;76
0;37;38;76
1;21;21;76
0;17;19;76
1;11;11;76
1;8;8;76
1;5;5;76
0;7;9;76
0;37;39;76
0;32;31;76
0;6;7;76
1;38;38;77
0;8;10;77
0;13;12;77
0;32;31;77
0;6;8;77
0;13;11;77
0;4;5;77
0;17;19;77
1;39;39;77
1;7;7;77
0;23;21;77
0;8;9;77
1;5;5;78
1;8;8;78
0;12;10;78
0;37;39;78
1;11;11;78
0;7;9;78
1;21;21;78
0;13;12;78
0;37;38;78
0;17;19;78
0;13;12;79
0;17;19;79
0;4;5;79
1;39;39;79
0;8;10;79
0;6;8;79
1;38;38;79
0;13;11;79
0;23;21;79
0;13;12;80
1;11;11;80
0;17;19;80
0;12;10;80
1;21;21;80
0;37;39;80
1;8;8;80
0;37;38;80
1;5;5;80
0;23;21;81
1;38;38;81
1;39;39;81
0;13;11;81
0;4;5;81
0;13;12;81
0;17;19;81
0;12;10;81
0;37;38;82
0;12;10;82
1;11;11;82
1;21;21;82
0;13;12;82
1;5;5;82
0;37;39;82
0;17;19;82
1;38;38;83
0;4;5;83
0;12;11;83
0;12;10;83
0;19;21;83
1;39;39;83
0;17;19;83
1;11;11;84
1;5;5;84
0;37;38;84
1;21;21;84
0;37;39;84
1;39;39;85
1;38;38;85
0;12;11;85
0;19;21;85
0;4;5;85
0;37;39;86
0;37;38;86
1;21;21;86
1;5;5;86
1;11;11;86
1;38;38;87
0;19;21;87
1;39;39;87
0;12;11;87
0;4;5;87
1;5;5;88
0;37;38;88
1;21;21;88
1;11;11;88
0;37;39;88
1;39;39;89
1;38;38;89
0;4;5;89
0;12;11;89
0;19;21;89
0;37;39;90
1;5;5;90
1;21;21;90
1;11;11;90
0;37;38;90
0;12;11;91
1;39;39;91
0;19;21;91
0;4;5;91
1;38;38;91
0;37;38;92
1;11;11;92
1;5;5;92
0;37;39;92
1;21;21;92
0;19;21;93
0;4;5;93
0;12;11;93
1;39;39;93
1;38;38;93
0;37;39;94
1;11;11;94
1;5;5;94
1;21;21;94
0;37;38;94
1;38;38;95
0;4;5;95
0;19;21;95
0;12;11;95
1;39;39;95
1;5;5;96
0;37;39;96
1;21;21;96
1;11;11;96
0;37;38;96
1;38;38;97
1;39;39;97
0;12;11;97
0;19;21;97
0;4;5;97
0;37;39;98
1;21;21;98
0;37;38;98
1;5;5;98
1;11;11;98
0;19;21;99
1;38;38;99
1;39;39;99
0;12;11;99
0;4;5;99
0;37;38;100
1;11;11;100
0;37;39;100
1;21;21;100
1;5;5;100
1;39;39;101
0;12;11;101
0;19;21;101
0;4;5;101
1;38;38;101
0;37;38;102
0;37;39;102
1;11;11;102
1;21;21;102
1;5;5;102
0;19;21;103
1;39;39;103
0;4;5;103
1;38;38;103
0;12;11;103
1;21;21;104
0;37;39;104
1;11;11;104
1;5;5;104
0;37;38;104
1;38;38;105
0;12;11;105
0;4;5;105
1;39;39;105
0;19;21;105
1;21;21;106
1;5;5;106
0;37;38;106
0;37;39;106
1;11;11;106
1;38;38;107
1;39;39;107
0;12;11;107
0;19;21;107
0;4;5;107
1;21;21;108
0;37;39;108
1;11;11;108
1;5;5;108
0;37;38;108
0;19;21;109
0;4;5;109
1;39;39;109
0;12;11;109
1;38;38;109
0;37;38;110
0;37;39;110
1;11;11;110
1;21;21;110
1;5;5;110
1;39;39;111
0;19;21;111
0;12;11;111
1;38;38;111
0;4;5;111
1;21;21;112
0;37;38;112
1;5;5;112
0;37;39;112
1;11;11;112
1;38;38;113
0;12;11;113
1;39;39;113
0;4;5;113
0;19;21;113
1;5;5;114
1;21;21;114
0;37;39;114
0;37;38;114
1;11;11;114
0;19;21;115
1;39;39;115
1;38;38;115
0;4;5;115
0;12;11;115
1;5;5;116
1;11;11;116
0;37;38;116
1;21;21;116
0;37;39;116
1;39;39;117
0;19;21;117
1;38;38;117
0;4;5;117
0;12;11;117
1;21;21;118
1;11;11;118
1;5;5;118
0;37;39;118
0;37;38;118
1;39;39;119
1;38;38;119
0;4;5;119
0;19;21;119
0;12;11;119
1;5;5;120
1;21;21;120
0;37;38;120
0;37;39;120
1;11;11;120
0;19;21;121
0;12;11;121
1;39;39;121
0;4;5;121
1;38;38;121
0;37;38;122
1;21;21;122
1;11;11;122
0;37;39;122
1;5;5;122
1;38;38;123
1;39;39;123
0;12;11;123
0;19;21;123
0;4;5;123
0;37;38;124
1;5;5;124
1;21;21;124
1;11;11;124
0;37;39;124
1;38;38;125
0;12;11;125
0;19;21;125
1;39;39;125
0;4;5;125
0;37;38;126
0;37;39;126
1;5;5;126
1;21;21;126
1;11;11;126
1;39;39;127
1;38;38;127
0;19;21;127
0;12;11;127
0;4;5;127
1;5;5;128
0;37;39;128
1;11;11;128
0;37;38;128
1;21;21;128
1;39;39;129
0;19;21;129
0;4;5;129
1;38;38;129
0;12;11;129
0;37;39;130
0;37;38;130
1;21;21;130
1;11;11;130
1;5;5;130
0;19;21;131
1;38;38;131
0;4;5;131
0;12;11;131
1;39;39;131
0;37;39;132
1;5;5;132
0;37;38;132
1;21;21;132
1;11;11;132
0;19;21;133
0;12;11;133
1;39;39;133
0;4;5;133
1;38;38;133
0;37;39;134
0;37;38;134
1;21;21;134
1;5;5;134
1;11;11;134
1;38;38;135
0;4;5;135
0;12;11;135
1;39;39;135
0;19;21;135
1;11;11;136
1;21;21;136
0;37;39;136
0;37;38;136
1;5;5;136
0;19;21;137
1;38;38;137
0;12;11;137
1;39;39;137
0;4;5;137
0;37;38;138
1;5;5;138
0;37;39;138
1;11;11;138
1;21;21;138
0;12;11;139
1;38;38;139
0;19;21;139
0;4;5;139
1;39;39;139
1;5;5;140
0;37;39;140
1;21;21;140
1;11;11;140
0;37;38;140
0;19;21;141
1;39;39;141
0;4;5;141
1;38;38;141
0;12;11;141
1;21;21;142
0;37;38;142
1;11;11;142
0;37;39;142
1;5;5;142
0;19;21;143
0;12;11;143
1;38;38;143
1;39;39;143
0;4;5;143
0;37;39;144
1;21;21;144
1;5;5;144
1;11;11;144
0;37;38;144
1;39;39;145
0;4;5;145
1;38;38;145
0;12;11;145
0;19;21;145
0;37;39;146
0;37;38;146
1;5;5;146
1;21;21;146
1;11;11;146
0;12;11;147
0;4;5;147
1;39;39;147
0;19;21;147
1;38;38;147
0;37;38;148
1;5;5;148
1;11;11;148
0;37;39;148
1;21;21;148
0;4;5;149
0;19;21;149
1;38;38;149
0;12;11;149
1;39;39;149
0;37;38;150
1;21;21;150
1;5;5;150
1;11;11;150
0;37;39;150
0;4;5;151
0;12;11;151
0;19;21;151
1;38;38;151
1;39;39;151
1;21;21;152
0;37;39;152
1;5;5;152
0;37;38;152
1;11;11;152
1;38;38;153
0;19;21;153
0;12;11;153
1;39;39;153
0;4;5;153
1;5;5;154
0;37;38;154
0;37;39;154
1;21;21;154
1;11;11;154
0;12;11;155
0;4;5;155
0;19;21;155
1;39;39;155
1;38;38;155
0;37;38;156
1;21;21;156
1;5;5;156
1;11;11;156
0;37;39;156
0;12;11;157
1;39;39;157
0;19;21;157
1;38;38;157
0;4;5;157
1;5;5;158
1;11;11;158
1;21;21;158
0;37;38;158
0;37;39;158
0;19;21;159
1;39;39;159
1;38;38;159
0;12;11;159
0;4;5;159
1;5;5;160
1;21;21;160
1;11;11;160
0;37;38;160
0;37;39;160
0;12;11;161
1;38;38;161
0;19;21;161
0;4;5;161
1;39;39;161
1;11;11;162
1;21;21;162
1;5;5;162
0;37;38;162
0;37;39;162
1;39;39;163
0;4;5;163
0;12;11;163
0;19;21;163
1;38;38;163
0;37;39;164
0;37;38;164
1;11;11;164
1;21;21;164
1;5;5;164
1;38;38;165
0;4;5;165
0;19;21;165
0;12;11;165
1;39;39;165
1;21;21;166
1;5;5;166
1;11;11;166
0;37;38;166
0;37;39;166
0;4;5;167
0;19;21;167
1;38;38;167
0;12;11;167
1;39;39;167
1;21;21;168
0;37;39;168
0;37;38;168
1;11;11;168
1;5;5;168
1;39;39;169
0;4;5;169
0;19;21;169
0;12;11;169
1;38;38;169
0;37;39;170
0;37;38;170
1;21;21;170
1;11;11;170
1;5;5;170
0;12;11;171
1;39;39;171
0;4;5;171
0;19;21;171
1;38;38;171
1;21;21;172
1;5;5;172
1;11;11;172
0;37;39;172
0;37;38;172
0;4;5;173
1;39;39;173
0;12;11;173
1;38;38;173
0;19;21;173
1;11;11;174
1;21;21;174
1;5;5;174
0;37;38;174
0;37;39;174
0;4;5;175
1;39;39;175
1;38;38;175
0;12;11;175
0;19;21;175
1;5;5;176
0;37;39;176
0;37;38;176
1;11;11;176
1;21;21;176
0;19;21;177
0;12;11;177
1;39;39;177
1;38;38;177
0;4;5;177
0;37;38;178
0;37;39;178
1;21;21;178
1;11;11;178
1;5;5;178
0;12;11;179
1;39;39;179
0;4;5;179
0;25;24;179
0;19;21;179
1;38;38;179
0;37;38;180
0;37;39;180
1;21;21;180
1;5;5;180
1;11;11;180
1;39;39;181
0;4;5;181
1;38;38;181
0;12;11;181
0;19;21;181
1;11;11;182
0;37;39;182
0;37;38;182
1;5;5;182
1;21;21;182
0;19;21;183
1;38;38;183
0;4;5;183
1;39;39;183
0;12;11;183
1;5;5;184
0;37;38;184
1;21;21;184
1;11;11;184
0;37;39;184
0;4;5;185
1;38;38;185
0;12;11;185
0;19;21;185
1;39;39;185
0;37;38;186
1;21;21;186
0;37;39;186
1;5;5;186
1;11;11;186
1;39;39;187
0;12;11;187
0;4;5;187
1;38;38;187
0;19;21;187
0;37;38;188
1;21;21;188
1;11;11;188
1;5;5;188
0;37;39;188
0;4;5;189
1;39;39;189
1;38;38;189
0;19;21;189
0;12;11;189
1;21;21;190
0;37;38;190
1;11;11;190
0;37;39;190
1;5;5;190
1;39;39;191
0;19;21;191
1;38;38;191
0;4;5;191
0;12;11;191
0;37;38;192
1;11;11;192
1;5;5;192
1;21;21;192
0;37;39;192
0;4;5;193
0;19;21;193
1;38;38;193
1;39;39;193
0;12;11;193
0;37;38;194
1;21;21;194
1;11;11;194
0;37;39;194
1;5;5;194
0;19;21;195
0;4;5;195
1;38;38;195
0;12;11;195
1;39;39;195
0;37;39;196
0;37;38;196
1;11;11;196
1;5;5;196
1;21;21;196
0;4;5;197
0;12;11;197
0;19;21;197
1;38;38;197
1;39;39;197
0;37;38;198
1;21;21;198
0;37;39;198
1;11;11;198
1;5;5;198
0;12;11;199
1;38;38;199
1;39;39;199
0;4;5;199
0;19;21;199
0;37;39;200
1;21;21;200
0;37;38;200
1;5;5;200
1;11;11;200
0;4;5;201
0;19;21;201
1;39;39;201
1;38;38;201
0;12;11;201
0;37;39;202
0;37;38;202
1;21;21;202
1;11;11;202
1;5;5;202
0;4;5;203
1;38;38;203
0;12;11;203
0;19;21;203
1;39;39;203
1;11;11;204
1;21;21;204
0;37;39;204
0;37;38;204
1;5;5;204
1;39;39;205
1;38;38;205
0;4;5;205
0;19;21;205
0;12;11;205
1;5;5;206
0;37;39;206
0;37;38;206
1;11;11;206
1;21;21;206
0;12;11;207
0;4;5;207
1;38;38;207
0;19;21;207
1;39;39;207
1;11;11;208
0;37;39;208
0;37;38;208
1;21;21;208
1;5;5;208
0;19;21;209
0;12;11;209
0;4;5;209
1;38;38;209
1;39;39;209
0;37;38;210
1;11;11;210
0;37;39;210
1;5;5;210
1;21;21;210
0;19;21;211
1;38;38;211
0;12;11;211
1;39;39;211
0;4;5;211
1;21;21;212
1;5;5;212
1;11;11;212
0;37;38;212
0;37;39;212
1;38;38;213
0;12;11;213
1;39;39;213
0;4;5;213
0;19;21;213
0;37;38;214
1;5;5;214
1;11;11;214
0;37;39;214
1;21;21;214
0;12;11;215
1;38;38;215
0;19;21;215
0;4;5;215
1;39;39;215
1;11;11;216
0;37;39;216
1;21;21;216
1;5;5;216
0;37;38;216
0;4;5;217
0;12;11;217
0;19;21;217
1;39;39;217
1;38;38;217
0;37;38;218
1;11;11;218
1;5;5;218
0;37;39;218
1;21;21;218
0;19;21;219
1;39;39;219
1;38;38;219
0;12;11;219
0;4;5;219
1;21;21;220
1;11;11;220
