### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 500, TIMEINTERVAL = 5, NRUN = 500 ###

DU;Type;difference;Time
4;1;0.00429183;67
0;0;0.0230723;67
0;1;0.0469391;67
9;0;0.0195803;67
9;1;0.0374442;67
39;0;0.0550295;67
39;1;0.0668694;67
47;0;0.00463706;67
47;1;0.0368144;67
31;0;0.0497755;68
31;1;0.0470811;68
46;0;0.017688;68
46;1;0.0121322;68
40;0;0.0227745;68
40;1;0.00631779;68
23;0;0.0101333;68
23;1;0.0254964;68
11;0;0.0266495;68
11;1;0.0515525;68
13;0;-0.00669992;68
13;1;0.0614986;68
32;0;0.0062297;68
32;1;0.0296876;68
20;0;0.00235415;68
20;1;0.046939;68
41;0;0.00630468;68
41;1;0.0272572;68
5;0;0.058524;68
5;1;0.0616542;68
22;0;0.00507104;68
22;1;0.0393003;68
21;0;0.0484909;68
21;1;0.0548971;68
27;0;-0.00750953;68
27;1;0.0240924;68
1;0;0.00839871;68
1;1;0.0136125;68
33;0;0.00752354;68
33;1;0.0430788;68
45;0;0.00697601;68
45;1;0.0227337;68
38;0;0.0454022;68
38;1;0.0421293;68
43;0;0.00720817;68
43;1;0.0470399;68
16;0;0.0106323;68
16;1;0.0479173;68
42;0;-0.00630468;68
42;1;0.0389736;68
15;0;0.0430825;68
15;1;0.0462844;68
10;0;0.0117584;68
10;1;0.0936764;68
19;0;0.0277963;68
19;1;0.0500712;68
30;0;0.00779665;68
30;1;0.0136124;68
4;0;-0.00053668;68
4;1;0.00429183;68
47;0;0.00463706;68
47;1;0.0368144;68
0;0;0.0230723;68
0;1;0.0469391;68
17;0;-0.0106323;68
17;1;0.0240924;68
8;0;0.0274985;68
8;1;0.084426;68
35;0;0.00883871;68
35;1;0.0254963;68
28;0;0.0199604;68
28;1;0.0469391;68
7;0;0.0320459;68
7;1;0.0847597;68
18;0;0.0152863;68
18;1;0.00959802;68
12;0;0.0165395;68
12;1;0.0763593;68
48;0;0.0330883;68
48;1;0.046939;68
24;0;0.0145378;68
24;1;0.0401989;68
2;0;0.00053668;68
2;1;0.0136124;68
44;0;0.0242848;68
44;1;0;68
29;0;0.0357951;68
29;1;0.041792;68
9;0;0.0155995;68
9;1;0.0706491;68
36;0;0.0163805;68
36;1;0.0168973;68
37;0;-0.00131518;68
37;1;0.0430788;68
3;0;0.0100713;68
3;1;0.00887603;68
39;0;0.0519722;68
39;1;0.041373;68
34;0;-0.0062297;68
34;1;0.0240924;68
26;0;0.032797;68
26;1;0.0469391;68
6;0;0.0217341;68
6;1;0.0329161;68
14;0;0.0230975;68
14;1;0.0308539;68
25;0;0.00750953;68
25;1;0.0329685;68
37;0;-0.00131518;69
37;1;0.0430788;69
29;0;0.0357951;69
29;1;0.041792;69
19;0;0.0277963;69
19;1;0.0500712;69
9;0;0.0195803;69
9;1;0.0374442;69
8;0;0.017303;69
8;1;0.0273173;69
32;0;0.0062297;69
32;1;0.0296876;69
36;0;0.0163805;69
36;1;0.0168973;69
48;0;0.0330883;69
48;1;0.046939;69
31;0;0.0472339;69
31;1;0.0462724;69
38;0;0.0506908;69
38;1;0.0608752;69
0;0;0.0230723;69
0;1;0.0469391;69
42;0;-0.00630468;69
42;1;0.0389736;69
27;0;-0.00750953;69
27;1;0.0240924;69
30;0;0.00779665;69
30;1;0.0136124;69
34;0;-0.0062297;69
34;1;0.0240924;69
45;0;0.00697601;69
45;1;0.0227337;69
18;0;0.0152863;69
18;1;0.00959802;69
6;0;0.0217341;69
6;1;0.0329161;69
35;0;0.00883871;69
35;1;0.0254963;69
33;0;0.00752354;69
33;1;0.0430788;69
46;0;0.017688;69
46;1;0.0121322;69
17;0;-0.0106323;69
17;1;0.0240924;69
16;0;0.0106323;69
16;1;0.0479173;69
39;0;0.0550295;69
39;1;0.0668694;69
15;0;0.0430825;69
15;1;0.0462844;69
25;0;0.00750953;69
25;1;0.0329685;69
3;0;0.0100713;69
3;1;0.00887603;69
12;0;0.0221673;69
12;1;0.0763593;69
11;0;0.0284106;69
11;1;0.0396684;69
24;0;0.0145378;69
24;1;0.0401989;69
7;0;0.0366086;69
7;1;0.112136;69
13;0;-0.0123278;69
13;1;0.0563504;69
40;0;0.0227745;69
40;1;0.00631779;69
26;0;0.032797;69
26;1;0.0469391;69
1;0;0.00839871;69
1;1;0.0136125;69
28;0;0.0199604;69
28;1;0.0469391;69
21;0;0.0396283;69
21;1;0.0198418;69
43;0;0.00720817;69
43;1;0.0470399;69
2;0;0.00053668;69
2;1;0.0136124;69
47;0;0.00463706;69
47;1;0.0368144;69
5;0;0.050308;69
5;1;0.0223076;69
14;0;0.0230975;69
14;1;0.0308539;69
20;0;0.00235415;69
20;1;0.046939;69
4;0;-0.00053668;69
4;1;0.00429183;69
41;0;0.00630468;69
41;1;0.0272572;69
23;0;0.0101333;69
23;1;0.0254964;69
10;0;0.0126892;69
10;1;0.0396559;69
44;0;0.0242848;69
44;1;0;69
22;0;0.00507104;69
22;1;0.0393003;69
33;0;0.00752354;70
33;1;0.0430788;70
17;0;-0.0106323;70
17;1;0.0240924;70
6;0;0.0217341;70
6;1;0.0329161;70
48;0;0.0330883;70
48;1;0.046939;70
19;0;0.0277963;70
19;1;0.0500712;70
5;0;0.058524;70
5;1;0.0616542;70
37;0;-0.00131518;70
37;1;0.0430788;70
38;0;0.0454022;70
38;1;0.0421293;70
31;0;0.0441581;70
31;1;0.041373;70
45;0;0.00697601;70
45;1;0.0227337;70
35;0;0.00883871;70
35;1;0.0254963;70
0;0;0.0230723;70
0;1;0.0469391;70
43;0;0.00720817;70
43;1;0.0470399;70
40;0;0.0227745;70
40;1;0.00631779;70
4;0;-0.00053668;70
4;1;0.00429183;70
15;0;0.0430825;70
15;1;0.0462844;70
28;0;0.0199604;70
28;1;0.0469391;70
22;0;0.00507104;70
22;1;0.0393003;70
3;0;0.0100713;70
3;1;0.00887603;70
16;0;0.0106323;70
16;1;0.0479173;70
23;0;0.0101333;70
23;1;0.0254964;70
14;0;0.0230975;70
14;1;0.0308539;70
24;0;0.0145378;70
24;1;0.0401989;70
27;0;-0.00750953;70
27;1;0.0240924;70
30;0;0.00779665;70
30;1;0.0136124;70
13;0;-0.0199916;70
13;1;0.0529929;70
34;0;-0.0062297;70
34;1;0.0240924;70
46;0;0.017688;70
46;1;0.0121322;70
39;0;0.0519722;70
39;1;0.041373;70
18;0;0.0152863;70
18;1;0.00959802;70
12;0;0.0298311;70
12;1;0.0763593;70
44;0;0.0242848;70
44;1;0;70
32;0;0.0062297;70
32;1;0.0296876;70
41;0;0.00630468;70
41;1;0.0272572;70
29;0;0.0357951;70
29;1;0.041792;70
11;0;0.037772;70
11;1;0.0515525;70
20;0;0.00235415;70
20;1;0.046939;70
47;0;0.00463706;70
47;1;0.0368144;70
9;0;0.016921;70
9;1;0.0706491;70
10;0;0.0117584;70
10;1;0.0936764;70
2;0;0.00053668;70
2;1;0.0136124;70
26;0;0.032797;70
26;1;0.0469391;70
25;0;0.00750953;70
25;1;0.0329685;70
36;0;0.0163805;70
36;1;0.0168973;70
21;0;0.0484909;70
21;1;0.0548971;70
7;0;0.0261769;70
7;1;0.0802733;70
1;0;0.00839871;70
1;1;0.0136125;70
8;0;0.0274985;70
8;1;0.084426;70
42;0;-0.00630468;70
42;1;0.0389736;70
41;0;0.00630468;71
41;1;0.0272572;71
14;0;0.0230975;71
14;1;0.0308539;71
13;0;-0.0199916;71
13;1;0.0529929;71
47;0;0.00463706;71
47;1;0.0368144;71
7;0;0.0325495;71
7;1;0.112136;71
11;0;0.0328991;71
11;1;0.0315004;71
40;0;0.0227745;71
40;1;0.00631779;71
39;0;0.0550295;71
39;1;0.0668694;71
9;0;0.022434;71
9;1;0.0437621;71
35;0;0.00883871;71
35;1;0.0254963;71
18;0;0.0152863;71
18;1;0.00959802;71
43;0;0.00720817;71
43;1;0.0470399;71
16;0;0.0106323;71
16;1;0.0479173;71
34;0;-0.0062297;71
34;1;0.0240924;71
5;0;0.050308;71
5;1;0.0223076;71
22;0;0.00507104;71
22;1;0.0393003;71
23;0;0.0101333;71
23;1;0.0254964;71
6;0;0.0217341;71
6;1;0.0329161;71
31;0;0.0409034;71
31;1;0.0306798;71
12;0;0.0298311;71
12;1;0.0763593;71
8;0;0.017303;71
8;1;0.0273173;71
3;0;0.0100713;71
3;1;0.00887603;71
2;0;0.00053668;71
2;1;0.0136124;71
27;0;-0.00750953;71
27;1;0.0240924;71
44;0;0.0242848;71
44;1;0;71
32;0;0.0062297;71
32;1;0.0296876;71
30;0;0.00779665;71
30;1;0.0136124;71
25;0;0.00750953;71
25;1;0.0329685;71
17;0;-0.0106323;71
17;1;0.0240924;71
48;0;0.0330883;71
48;1;0.046939;71
38;0;0.0485265;71
38;1;0.0608752;71
28;0;0.0199604;71
28;1;0.0469391;71
19;0;0.0277963;71
19;1;0.0500712;71
37;0;-0.00131518;71
37;1;0.0430788;71
0;0;0.0230723;71
0;1;0.0469391;71
10;0;0.0126892;71
10;1;0.0396559;71
20;0;0.00235415;71
20;1;0.046939;71
4;0;-0.00053668;71
4;1;0.00429183;71
42;0;-0.00630468;71
42;1;0.0389736;71
29;0;0.0357951;71
29;1;0.041792;71
21;0;0.0396283;71
21;1;0.0198418;71
33;0;0.00752354;71
33;1;0.0430788;71
1;0;0.00839871;71
1;1;0.0136125;71
46;0;0.017688;71
46;1;0.0121322;71
45;0;0.00697601;71
45;1;0.0227337;71
36;0;0.0163805;71
36;1;0.0168973;71
26;0;0.032797;71
26;1;0.0469391;71
15;0;0.0430825;71
15;1;0.0462844;71
24;0;0.0145378;71
24;1;0.0401989;71
10;0;0.010211;72
10;1;0.0936764;72
48;0;0.0330883;72
48;1;0.046939;72
33;0;0.00752354;72
33;1;0.0430788;72
20;0;0.00235415;72
20;1;0.046939;72
2;0;0.00053668;72
2;1;0.0136124;72
31;0;0.0383459;72
31;1;0.0290517;72
37;0;-0.00131518;72
37;1;0.0430788;72
3;0;0.0100713;72
3;1;0.00887603;72
39;0;0.0519722;72
39;1;0.041373;72
16;0;0.000784099;72
16;1;0.0240924;72
18;0;0.0152863;72
18;1;0.00959802;72
43;0;0.00720817;72
43;1;0.0470399;72
32;0;0.0062297;72
32;1;0.0296876;72
30;0;0.00779665;72
30;1;0.0136124;72
1;0;0.00839871;72
1;1;0.0136125;72
46;0;0.0157512;72
46;1;0.00683641;72
14;0;0.0336405;72
14;1;0.0308539;72
0;0;0.0230723;72
0;1;0.0469391;72
12;0;0.04348;72
12;1;0.0763593;72
9;0;0.0246028;72
9;1;0.0706491;72
6;0;0.0217341;72
6;1;0.0329161;72
29;0;0.0357951;72
29;1;0.041792;72
45;0;0.00697601;72
45;1;0.0227337;72
15;0;0.0430825;72
15;1;0.0462844;72
35;0;0.00883871;72
35;1;0.0254963;72
38;0;0.0417474;72
38;1;0.0353788;72
40;0;0.0227745;72
40;1;0.00631779;72
24;0;0.0145378;72
24;1;0.0401989;72
28;0;0.0199604;72
28;1;0.0469391;72
47;0;0.00463706;72
47;1;0.0368144;72
13;0;-0.0336405;72
13;1;0.0240924;72
4;0;-0.00053668;72
4;1;0.00429183;72
36;0;0.0163805;72
36;1;0.0168973;72
7;0;0.0184951;72
7;1;0.0605515;72
17;0;-0.000784099;72
17;1;0.0240924;72
41;0;0.00630468;72
41;1;0.0272572;72
34;0;-0.0062297;72
34;1;0.0240924;72
21;0;0.0484909;72
21;1;0.0548971;72
5;0;0.0581772;72
5;1;0.0616542;72
44;0;0.0242848;72
44;1;0;72
26;0;0.032797;72
26;1;0.0469391;72
19;0;0.0277963;72
19;1;0.0500712;72
11;0;0.0498901;72
11;1;0.0515525;72
8;0;0.0274985;72
8;1;0.084426;72
27;0;-0.00750953;72
27;1;0.0240924;72
42;0;-0.00630468;72
42;1;0.0389736;72
22;0;0.00507104;72
22;1;0.0393003;72
23;0;0.0101333;72
23;1;0.0254964;72
25;0;0.00750953;72
25;1;0.0329685;72
8;0;0.017303;73
8;1;0.0273173;73
28;0;0.0199604;73
28;1;0.0469391;73
34;0;-0.0062297;73
34;1;0.0240924;73
37;0;-0.00131518;73
37;1;0.0430788;73
0;0;0.0230723;73
0;1;0.0469391;73
4;0;-0.00053668;73
4;1;0.00429183;73
23;0;0.0101333;73
23;1;0.0254964;73
26;0;0.032797;73
26;1;0.0469391;73
47;0;0.00463706;73
47;1;0.0368144;73
11;0;0.0437365;73
11;1;0.027347;73
44;0;0.0242848;73
44;1;0;73
1;0;0.00839871;73
1;1;0.0136125;73
43;0;0.00720817;73
43;1;0.0470399;73
6;0;0.0217341;73
6;1;0.0329161;73
27;0;-0.00750953;73
27;1;0.0240924;73
41;0;0.00630468;73
41;1;0.0272572;73
19;0;0.0277963;73
19;1;0.0500712;73
7;0;0.0325495;73
7;1;0.112136;73
15;0;0.0430825;73
15;1;0.0462844;73
18;0;0.0152863;73
18;1;0.00959802;73
20;0;0.00235415;73
20;1;0.046939;73
32;0;0.0062297;73
32;1;0.0296876;73
48;0;0.0330883;73
48;1;0.046939;73
38;0;0.0485265;73
38;1;0.0608752;73
24;0;0.0145378;73
24;1;0.0401989;73
46;0;0.0145254;73
46;1;0.00631791;73
12;0;0.04348;73
12;1;0.0763593;73
5;0;0.0478204;73
5;1;0.017188;73
30;0;0.00779665;73
30;1;0.0136124;73
17;0;-0.000784099;73
17;1;0.0240924;73
25;0;0.00750953;73
25;1;0.0329685;73
39;0;0.0539334;73
39;1;0.0668694;73
9;0;0.022434;73
9;1;0.0437621;73
10;0;0.00933993;73
10;1;0.0329686;73
14;0;0.0336405;73
14;1;0.0308539;73
45;0;0.00697601;73
45;1;0.0227337;73
29;0;0.0357951;73
29;1;0.041792;73
13;0;-0.0336405;73
13;1;0.0240924;73
40;0;0.0227745;73
40;1;0.00631779;73
42;0;-0.00630468;73
42;1;0.0389736;73
31;0;0.0350911;73
31;1;0.0172698;73
35;0;0.00883871;73
35;1;0.0254963;73
3;0;0.0100713;73
3;1;0.00887597;73
36;0;0.0163805;73
36;1;0.0168973;73
16;0;0.000784099;73
16;1;0.0240924;73
2;0;0.00053668;73
2;1;0.0136124;73
21;0;0.0396283;73
21;1;0.0198418;73
22;0;0.00507104;73
22;1;0.0393003;73
33;0;0.00752354;73
33;1;0.0430788;73
36;0;0.0163805;74
36;1;0.0168973;74
47;0;0.00463706;74
47;1;0.0368144;74
31;0;0.0350911;74
31;1;0.0172698;74
33;0;0.00752354;74
33;1;0.0430788;74
14;0;0.0336405;74
14;1;0.0308539;74
34;0;-0.0062297;74
34;1;0.0240924;74
29;0;0.0357951;74
29;1;0.041792;74
20;0;0.00235415;74
20;1;0.046939;74
30;0;0.00779665;74
30;1;0.0136124;74
26;0;0.032797;74
26;1;0.0469391;74
23;0;0.0101333;74
23;1;0.0254964;74
32;0;0.0062297;74
32;1;0.0296876;74
27;0;-0.00750953;74
27;1;0.0240924;74
37;0;-0.00131518;74
37;1;0.0430788;74
48;0;0.0330883;74
48;1;0.046939;74
25;0;0.00750953;74
25;1;0.0329685;74
22;0;0.00507104;74
22;1;0.0393003;74
11;0;0.0498901;74
11;1;0.0515525;74
8;0;0.0274985;74
8;1;0.084426;74
12;0;0.04348;74
12;1;0.0763593;74
28;0;0.0199604;74
28;1;0.0469391;74
46;0;0.0145254;74
46;1;0.00631791;74
16;0;0.000784099;74
16;1;0.0240924;74
6;0;0.0217341;74
6;1;0.0329161;74
45;0;0.00697601;74
45;1;0.0227337;74
38;0;0.0417474;74
38;1;0.0353788;74
41;0;0.00630468;74
41;1;0.0272572;74
15;0;0.0430825;74
15;1;0.0462844;74
9;0;0.0246028;74
9;1;0.0706491;74
1;0;0.00839871;74
1;1;0.0136125;74
21;0;0.0484909;74
21;1;0.0548971;74
24;0;0.0145378;74
24;1;0.0401989;74
7;0;0.0184951;74
7;1;0.0605515;74
5;0;0.058937;74
5;1;0.0616542;74
19;0;0.0277963;74
19;1;0.0500712;74
35;0;0.00883871;74
35;1;0.0254963;74
10;0;-0.000855505;74
10;1;0.0329686;74
18;0;0.0152863;74
18;1;0.00959802;74
43;0;0.00720817;74
43;1;0.0470399;74
17;0;-0.000784099;74
17;1;0.0240924;74
4;0;-0.00053668;74
4;1;0.00429183;74
44;0;0.0242848;74
44;1;0;74
13;0;-0.0336405;74
13;1;0.0240924;74
40;0;0.0227745;74
40;1;0.00631779;74
42;0;-0.00630468;74
42;1;0.0389736;74
3;0;0.00563329;74
3;1;0;74
0;0;0.0230723;74
0;1;0.0469391;74
2;0;0.00053668;74
2;1;0.0136124;74
39;0;0.05053;74
39;1;0.0398189;74
30;0;0.00779665;75
30;1;0.0136124;75
24;0;0.0145378;75
24;1;0.0401989;75
28;0;0.0199604;75
28;1;0.0469391;75
22;0;0.00507104;75
22;1;0.0393003;75
38;0;0.0468467;75
38;1;0.0608752;75
19;0;0.0277963;75
19;1;0.0500712;75
11;0;0.0437365;75
11;1;0.027347;75
14;0;0.0336405;75
14;1;0.0308539;75
12;0;0.04348;75
12;1;0.0763593;75
10;0;0.00933993;75
10;1;0.0329686;75
17;0;-0.000784099;75
17;1;0.0240924;75
4;0;-0.00053668;75
4;1;0.00429183;75
32;0;0.0062297;75
32;1;0.0296876;75
42;0;-0.00630468;75
42;1;0.0389736;75
6;0;0.0217341;75
6;1;0.0329161;75
18;0;0.0152863;75
18;1;0.00959802;75
40;0;0.0227745;75
40;1;0.00631779;75
15;0;0.0430825;75
15;1;0.0462844;75
46;0;0.0145254;75
46;1;0.00631791;75
1;0;0.00839871;75
1;1;0.0136125;75
36;0;0.0163805;75
36;1;0.0168973;75
2;0;0.00053668;75
2;1;0.0136124;75
25;0;0.00750953;75
25;1;0.0329685;75
35;0;0.00883871;75
35;1;0.0254963;75
20;0;0.00235415;75
20;1;0.046939;75
21;0;0.0396283;75
21;1;0.0198418;75
0;0;0.0230723;75
0;1;0.0469391;75
41;0;0.00630468;75
41;1;0.0272572;75
37;0;-0.00131518;75
37;1;0.0430788;75
29;0;0.0357951;75
29;1;0.041792;75
43;0;0.00720817;75
43;1;0.0470399;75
3;0;0.00563329;75
3;1;0;75
27;0;-0.00750953;75
27;1;0.0240924;75
23;0;0.0101333;75
23;1;0.0254964;75
39;0;0.0527842;75
39;1;0.0668694;75
8;0;0.017303;75
8;1;0.0273173;75
33;0;0.00752354;75
33;1;0.0430788;75
34;0;-0.0062297;75
34;1;0.0240924;75
9;0;0.022434;75
9;1;0.0437621;75
7;0;0.0313913;75
7;1;0.112136;75
16;0;0.000784099;75
16;1;0.0240924;75
26;0;0.032797;75
26;1;0.0469391;75
31;0;0.0350911;75
31;1;0.0172698;75
44;0;0.0242848;75
44;1;0;75
45;0;0.00697601;75
45;1;0.0227337;75
47;0;0.00463706;75
47;1;0.0368144;75
13;0;-0.0336405;75
13;1;0.0240924;75
5;0;0.0453812;75
5;1;0.0153762;75
48;0;0.0330883;75
48;1;0.046939;75
10;0;-0.000178158;76
10;1;0.0329686;76
42;0;-0.00630468;76
42;1;0.0389736;76
12;0;0.04348;76
12;1;0.0763593;76
38;0;0.0379528;76
38;1;0.0287194;76
35;0;0.00883871;76
35;1;0.0254963;76
21;0;0.0484909;76
21;1;0.0548971;76
19;0;0.0277963;76
19;1;0.0500712;76
24;0;0.0145378;76
24;1;0.0401989;76
46;0;0.0145254;76
46;1;0.00631791;76
3;0;0.00563329;76
3;1;0;76
43;0;0.00720817;76
43;1;0.0470399;76
48;0;0.0330883;76
48;1;0.046939;76
11;0;0.0498901;76
11;1;0.0515525;76
14;0;0.0336405;76
14;1;0.0308539;76
8;0;0.0268211;76
8;1;0.084426;76
18;0;0.0152863;76
18;1;0.00959802;76
20;0;0.00235415;76
20;1;0.046939;76
47;0;0.00463706;76
47;1;0.0368144;76
44;0;0.0242848;76
44;1;0;76
22;0;0.00507104;76
22;1;0.0393003;76
5;0;0.058937;76
5;1;0.0616542;76
16;0;0.000784099;76
16;1;0.0240924;76
34;0;-0.0062297;76
34;1;0.0240924;76
9;0;0.0308319;76
9;1;0.0706491;76
13;0;-0.0336405;76
13;1;0.0240924;76
6;0;0.0217341;76
6;1;0.0329161;76
37;0;-0.00131518;76
37;1;0.0430788;76
26;0;0.032797;76
26;1;0.0469391;76
39;0;0.0489669;76
39;1;0.0390103;76
33;0;0.00752354;76
33;1;0.0430788;76
32;0;0.0062297;76
32;1;0.0296876;76
40;0;0.0227745;76
40;1;0.00631779;76
28;0;0.0199604;76
28;1;0.0469391;76
2;0;0.00053668;76
2;1;0.0136124;76
17;0;-0.000784099;76
17;1;0.0240924;76
31;0;0.0331543;76
31;1;0.0133761;76
25;0;0.00750953;76
25;1;0.0329685;76
41;0;0.00630468;76
41;1;0.0272572;76
7;0;0.012266;76
7;1;0.0591765;76
27;0;-0.00750953;76
27;1;0.0240924;76
36;0;0.0163805;76
36;1;0.0168973;76
23;0;0.0101333;76
23;1;0.0254964;76
4;0;-0.00053668;76
4;1;0.00429183;76
1;0;0.00839871;76
1;1;0.0136125;76
29;0;0.0357951;76
29;1;0.041792;76
45;0;0.00697601;76
45;1;0.0227337;76
15;0;0.0430825;76
15;1;0.0462844;76
0;0;0.0230723;76
0;1;0.0469391;76
30;0;0.00779665;76
30;1;0.0136124;76
47;0;0.00463706;77
47;1;0.0368144;77
13;0;-0.0336405;77
13;1;0.0240924;77
38;0;0.0468467;77
38;1;0.0608752;77
44;0;0.0242848;77
44;1;0;77
0;0;0.0230723;77
0;1;0.0469391;77
32;0;0.0062297;77
32;1;0.0296876;77
34;0;-0.0062297;77
34;1;0.0240924;77
6;0;0.0217341;77
6;1;0.0329161;77
23;0;0.0101333;77
23;1;0.0254964;77
10;0;0.0121919;77
10;1;0.0329686;77
3;0;0.00563329;77
3;1;0;77
45;0;0.00697601;77
45;1;0.0227337;77
12;0;0.04348;77
12;1;0.0763593;77
31;0;0.0312243;77
31;1;0.01065;77
8;0;0.0144511;77
8;1;0.0202097;77
11;0;0.0437365;77
11;1;0.027347;77
5;0;0.0453812;77
5;1;0.0153762;77
35;0;0.00883871;77
35;1;0.0254963;77
42;0;-0.00630468;77
42;1;0.0389736;77
19;0;0.021402;77
19;1;0.0258311;77
18;0;0.0152863;77
18;1;0.00959802;77
25;0;0.00750953;77
25;1;0.0329685;77
48;0;0.0330883;77
48;1;0.046939;77
36;0;0.0163805;77
36;1;0.0168973;77
4;0;-0.00053668;77
4;1;0.00429183;77
39;0;0.0527842;77
39;1;0.0668694;77
30;0;0.00779665;77
30;1;0.0136124;77
29;0;0.0357951;77
29;1;0.041792;77
27;0;-0.00750953;77
27;1;0.0240924;77
26;0;0.032797;77
26;1;0.0469391;77
7;0;0.0299192;77
7;1;0.112136;77
1;0;0.00839871;77
1;1;0.0136125;77
33;0;0.00752354;77
33;1;0.0430788;77
28;0;0.0199604;77
28;1;0.0469391;77
21;0;0.0396283;77
21;1;0.0198418;77
40;0;0.0227745;77
40;1;0.00631779;77
43;0;0.00720817;77
43;1;0.0470399;77
2;0;0.00053668;77
2;1;0.0136124;77
9;0;0.025286;77
9;1;0.0437621;77
14;0;0.0336405;77
14;1;0.0308539;77
46;0;0.0145254;77
46;1;0.00631791;77
20;0;0.00235415;77
20;1;0.046939;77
22;0;0.00507104;77
22;1;0.0393003;77
17;0;-0.000784099;77
17;1;0.0240924;77
41;0;0.00630468;77
41;1;0.0272572;77
24;0;0.0145378;77
24;1;0.0401989;77
16;0;0.000784099;77
16;1;0.0240924;77
37;0;-0.00131518;77
37;1;0.0430788;77
15;0;0.0430825;77
15;1;0.0462844;77
32;0;0.0062297;78
32;1;0.0296876;78
2;0;0.00053668;78
2;1;0.0136124;78
7;0;0.000495374;78
7;1;0.0477288;78
29;0;0.0357951;78
29;1;0.041792;78
3;0;0.00563329;78
3;1;0;78
16;0;0.000784099;78
16;1;0.0240924;78
5;0;0.058937;78
5;1;0.0616542;78
8;0;0.0272943;78
8;1;0.084426;78
10;0;0.0121468;78
10;1;0.0936764;78
37;0;-0.00131518;78
37;1;0.0430788;78
25;0;0.00750953;78
25;1;0.0329685;78
33;0;0.00752354;78
33;1;0.0430788;78
6;0;0.0217341;78
6;1;0.0329161;78
27;0;-0.00750953;78
27;1;0.0240924;78
42;0;-0.00630468;78
42;1;0.0389736;78
39;0;0.0489669;78
39;1;0.0390103;78
44;0;0.0242848;78
44;1;0;78
11;0;0.0485777;78
11;1;0.0515525;78
13;0;-0.0336405;78
13;1;0.0240924;78
9;0;0.0426026;78
9;1;0.0706491;78
21;0;0.0484909;78
21;1;0.054897;78
36;0;0.0163805;78
36;1;0.0168973;78
45;0;0.00697601;78
45;1;0.0227337;78
23;0;0.0101333;78
23;1;0.0254964;78
48;0;0.0330883;78
48;1;0.046939;78
4;0;-0.00053668;78
4;1;0.00429183;78
12;0;0.0392589;78
12;1;0.0742001;78
41;0;0.00630468;78
41;1;0.0272572;78
0;0;0.0230723;78
0;1;0.0469391;78
22;0;0.00507104;78
22;1;0.0393003;78
38;0;0.0379528;78
38;1;0.0287194;78
15;0;0.0430825;78
15;1;0.0462844;78
26;0;0.032797;78
26;1;0.0469391;78
47;0;0.00463706;78
47;1;0.0368144;78
30;0;0.00779665;78
30;1;0.0136124;78
43;0;0.00720817;78
43;1;0.0470399;78
19;0;0.021402;78
19;1;0.025831;78
18;0;0.0152863;78
18;1;0.00959802;78
35;0;0.00883871;78
35;1;0.0254963;78
14;0;0.0336405;78
14;1;0.0308539;78
17;0;-0.000784099;78
17;1;0.0240924;78
40;0;0.0227745;78
40;1;0.00631779;78
28;0;0.0199604;78
28;1;0.0469391;78
31;0;0.0287273;78
31;1;0.00631797;78
1;0;0.00839871;78
1;1;0.0136125;78
20;0;0.00235415;78
20;1;0.046939;78
34;0;-0.0062297;78
34;1;0.0240924;78
46;0;0.0145254;78
46;1;0.00631791;78
24;0;0.0145378;78
24;1;0.0401989;78
44;0;0.0242848;79
44;1;0;79
37;0;-0.00131518;79
37;1;0.0430788;79
9;0;0.0392417;79
9;1;0.0437621;79
32;0;0.0062297;79
32;1;0.0296876;79
12;0;0.0337812;79
12;1;0.0651968;79
43;0;0.00720817;79
43;1;0.0470399;79
23;0;0.0101333;79
23;1;0.0254964;79
19;0;0.0214019;79
19;1;0.025831;79
47;0;0.00463706;79
47;1;0.0368144;79
0;0;0.0230723;79
0;1;0.0469391;79
31;0;0.0287273;79
31;1;0.00631797;79
5;0;0.0453812;79
5;1;0.0153762;79
39;0;0.0514995;79
39;1;0.0668694;79
13;0;-0.0336405;79
13;1;0.0240924;79
7;0;0.000495374;79
7;1;0.0477288;79
27;0;-0.00750953;79
27;1;0.0240924;79
30;0;0.00779665;79
30;1;0.0136124;79
48;0;0.0330883;79
48;1;0.046939;79
10;0;0.0113413;79
10;1;0.0214781;79
34;0;-0.0062297;79
34;1;0.0240924;79
45;0;0.00697601;79
45;1;0.0227337;79
40;0;0.0227745;79
40;1;0.00631779;79
8;0;0.0119501;79
8;1;0.0192292;79
41;0;0.00630468;79
41;1;0.0272572;79
33;0;0.00752354;79
33;1;0.0430788;79
36;0;0.0163805;79
36;1;0.0168973;79
35;0;0.00883871;79
35;1;0.0254963;79
29;0;0.0357951;79
29;1;0.041792;79
38;0;0.0459918;79
38;1;0.0608752;79
28;0;0.0199604;79
28;1;0.0469391;79
16;0;0.000784099;79
16;1;0.0240924;79
14;0;0.0336405;79
14;1;0.0308539;79
15;0;0.0430825;79
