### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 1 ###

value; fitness; appearence; param
0.375; 0.151604; 0.000832986; 19
0.425; 0.326112; 0.302372; 19
0.475; 0.521862; 0.299873; 19
0.525; 0; 0.0941277; 19
0.575; 0; 0; 19
0.625; 0; 0.263639; 19
0.675; 0; 0.0179092; 19
0.725; 0; 0.000832986; 19
0.775; 0; 0.000416493; 19
0.825; 0; 0; 19
0.875; 0; 0; 19
0.925; 0; 0; 19
0.975; 0; 0; 19
0.025; 0; 0; 20
0.075; 0; 0; 20
0.125; 0; 0; 20
0.175; 0; 0.000416493; 20
0.225; 0; 0.00166597; 20
0.275; 0; 0.0362349; 20
0.325; 0; 0.0133278; 20
0.375; 0; 0.0695545; 20
0.425; 0.144107; 0.0216576; 20
0.475; 0.815091; 0.433149; 20
0.525; 0.0408164; 0.031237; 20
0.575; 0; 0.257391; 20
0.625; 0; 0.0308205; 20
0.675; 0; 0.0587256; 20
0.725; 0; 0.00374844; 20
0.775; 0; 0.0395669; 20
0.825; 0; 0.00166597; 20
0.875; 0; 0.000832986; 20
0.925; 0; 0; 20
0.975; 0; 0; 20
0.025; 0; 0; 21
0.075; 0; 0; 21
0.125; 0; 0; 21
0.175; 0; 0; 21
0.225; 0; 0; 21
0.275; 0; 0.00166597; 21
0.325; 0.027905; 0.0612246; 21
0.375; 0.304454; 0.139942; 21
0.425; 0.551019; 0.0445648; 21
0.475; 0.116618; 0.36068; 21
0.525; 0; 0; 21
0.575; 0; 0.239066; 21
0.625; 0; 0; 21
0.675; 0; 0.000832986; 21
0.725; 0; 0.150354; 21
0.775; 0; 0.00166597; 21
0.825; 0; 0; 21
0.875; 0; 0; 21
0.925; 0; 0; 21
0.975; 0; 0; 21
0.025; 0; 0; 22
0.075; 0; 0; 22
0.125; 0; 0; 22
0.175; 0.0245731; 0.0137443; 22
0.225; 0.13661; 0; 22
0.275; 0.536857; 0; 22
0.325; 0.301956; 0.334442; 22
0.375; 0; 0; 22
0.425; 0; 0.0362349; 22
0.475; 0; 0; 22
0.525; 0; 0.380672; 22
0.575; 0; 0.102874; 22
0.625; 0; 0; 22
0.675; 0; 0.0383174; 22
0.725; 0; 0.0937112; 22
0.775; 0; 0; 22
0.825; 0; 0; 22
0.875; 0; 0; 22
0.925; 0; 0; 22
0.975; 0; 0; 22
0.025; 0; 0; 23
0.075; 0; 0; 23
0.125; 0; 0; 23
0.175; 0; 0.0137443; 23
0.225; 0; 0.000416493; 23
0.275; 0; 0.00249896; 23
0.325; 0; 0.00166597; 23
0.375; 0.0807999; 0.511866; 23
0.425; 0.261556; 0.00124948; 23
0.475; 0.129113; 0; 23
0.525; 0.528527; 0.238649; 23
0.575; 0; 0.0553937; 23
0.625; 0; 0.11287; 23
0.675; 0; 0.00124948; 23
0.725; 0; 0.0399834; 23
0.775; 0; 0; 23
0.825; 0; 0; 23
0.875; 0; 0.0204082; 23
0.925; 0; 0; 23
0.975; 0; 0; 23
0.025; 0; 0; 24
0.075; 0; 0; 24
0.125; 0; 0; 24
0.175; 0; 0; 24
0.225; 0; 0; 24
0.275; 0; 0.00208247; 24
0.325; 0; 0.00124948; 24
0.375; 0; 0.100375; 24
0.425; 0; 0; 24
0.475; 0; 0.50187; 24
0.525; 0.0433153; 0.0837153; 24
0.575; 0.239066; 0.177009; 24
0.625; 0.717626; 0.0591421; 24
0.675; 0; 0.0541442; 24
0.725; 0; 0.000832986; 24
0.775; 0; 0.0195752; 24
0.825; 0; 0; 24
0.875; 0; 0; 24
0.925; 0; 0; 24
0.975; 0; 0; 24
