### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.02, INSIDETRADELIMIT = 0.001, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 200, TIMEINTERVAL = 5, NRUN = 500 ###

time; nVar; meanDU; param
30; 50.072; 18.2032; 0.01
35; 50.09; 16.1905; 0.01
40; 50.07; 14.2361; 0.01
45; 49.998; 12.3151; 0.01
50; 49.706; 10.4515; 0.01
55; 48.752; 8.66445; 0.01
60; 46.748; 6.96926; 0.01
65; 43.536; 5.46559; 0.01
70; 39.618; 4.25951; 0.01
75; 35.26; 3.37196; 0.01
80; 31.164; 2.77453; 0.01
85; 27.43; 2.37102; 0.01
90; 24.446; 2.1022; 0.01
95; 21.934; 1.91551; 0.01
100; 20.108; 1.78057; 0.01
105; 18.552; 1.68625; 0.01
110; 17.414; 1.61216; 0.01
115; 16.504; 1.56204; 0.01
120; 15.788; 1.52355; 0.01
125; 15.238; 1.49502; 0.01
130; 14.846; 1.4729; 0.01
135; 14.496; 1.45796; 0.01
140; 14.232; 1.44494; 0.01
145; 14.05; 1.43718; 0.01
150; 13.954; 1.43159; 0.01
155; 13.88; 1.4271; 0.01
160; 13.812; 1.42241; 0.01
165; 13.77; 1.42016; 0.01
170; 13.728; 1.41845; 0.01
175; 13.69; 1.41608; 0.01
180; 13.662; 1.41539; 0.01
185; 13.65; 1.41343; 0.01
190; 13.638; 1.41339; 0.01
195; 13.622; 1.4129; 0.01
0; 50; 31.4323; 0.02
5; 50.006; 29.1903; 0.02
10; 50.016; 26.8301; 0.02
15; 50.042; 24.4964; 0.02
20; 50.064; 22.202; 0.02
25; 50.082; 19.9445; 0.02
30; 50.086; 17.7284; 0.02
35; 50.078; 15.5373; 0.02
40; 50.068; 13.3537; 0.02
45; 49.944; 11.1693; 0.02
50; 49.35; 8.98506; 0.02
55; 47.752; 6.84591; 0.02
60; 43.942; 4.89645; 0.02
65; 37.896; 3.4018; 0.02
70; 30.91; 2.51902; 0.02
75; 25.244; 2.06608; 0.02
80; 21.868; 1.84188; 0.02
85; 19.828; 1.71698; 0.02
90; 18.656; 1.64175; 0.02
95; 17.824; 1.58784; 0.02
100; 17.17; 1.54873; 0.02
105; 16.626; 1.51433; 0.02
110; 16.11; 1.4818; 0.02
115; 15.622; 1.44657; 0.02
120; 15.152; 1.42024; 0.02
125; 14.742; 1.40155; 0.02
130; 14.504; 1.39404; 0.02
135; 14.368; 1.38649; 0.02
140; 14.264; 1.38318; 0.02
145; 14.188; 1.37555; 0.02
150; 14.072; 1.37139; 0.02
155; 14.002; 1.36465; 0.02
160; 13.932; 1.36159; 0.02
165; 13.87; 1.35527; 0.02
170; 13.808; 1.35482; 0.02
175; 13.78; 1.35188; 0.02
180; 13.766; 1.35392; 0.02
185; 13.764; 1.35049; 0.02
190; 13.756; 1.3529; 0.02
195; 13.75; 1.35012; 0.02
0; 50; 31.4515; 0.04
5; 50.01; 29.0768; 0.04
10; 50.026; 26.6811; 0.04
15; 50.04; 24.3069; 0.04
20; 50.048; 21.9647; 0.04
25; 50.054; 19.6242; 0.04
30; 50.052; 17.2998; 0.04
35; 50.05; 14.9756; 0.04
40; 50.016; 12.6295; 0.04
45; 49.8; 10.274; 0.04
50; 48.91; 7.90057; 0.04
55; 46.474; 5.56274; 0.04
60; 40.93; 3.52886; 0.04
65; 32.32; 2.2098; 0.04
70; 23.638; 1.63657; 0.04
75; 18.8; 1.46861; 0.04
80; 17.198; 1.41616; 0.04
85; 16.7; 1.40474; 0.04
90; 16.512; 1.39278; 0.04
95; 16.406; 1.39261; 0.04
100; 16.358; 1.38498; 0.04
105; 16.302; 1.38318; 0.04
110; 16.176; 1.35955; 0.04
115; 15.824; 1.33437; 0.04
120; 15.374; 1.3131; 0.04
125; 15.172; 1.30837; 0.04
130; 15.082; 1.30339; 0.04
135; 15.04; 1.30535; 0.04
140; 15.018; 1.30131; 0.04
145; 15; 1.30265; 0.04
150; 14.972; 1.29661; 0.04
155; 14.922; 1.29596; 0.04
160; 14.862; 1.28898; 0.04
165; 14.794; 1.28857; 0.04
170; 14.758; 1.28408; 0.04
175; 14.746; 1.28633; 0.04
180; 14.746; 1.28388; 0.04
185; 14.734; 1.28612; 0.04
190; 14.734; 1.28367; 0.04
195; 14.73; 1.28596; 0.04
0; 50; 31.4374; 0.08
5; 50.004; 29.0315; 0.08
10; 50.038; 26.6412; 0.08
15; 50.054; 24.2843; 0.08
20; 50.07; 21.9294; 0.08
25; 50.074; 19.5625; 0.08
30; 50.096; 17.2026; 0.08
35; 50.096; 14.8385; 0.08
40; 50.064; 12.4596; 0.08
45; 49.804; 10.0565; 0.08
50; 48.77; 7.63045; 0.08
55; 45.87; 5.27869; 0.08
60; 39.55; 3.2391; 0.08
65; 30.118; 1.89902; 0.08
70; 21.128; 1.38375; 0.08
75; 17.06; 1.26845; 0.08
80; 16.114; 1.24963; 0.08
85; 15.982; 1.24955; 0.08
90; 15.964; 1.2471; 0.08
95; 15.958; 1.24922; 0.08
100; 15.964; 1.24686; 0.08
105; 15.958; 1.24804; 0.08
110; 15.918; 1.24004; 0.08
115; 15.78; 1.22771; 0.08
120; 15.508; 1.2151; 0.08
125; 15.368; 1.21294; 0.08
130; 15.302; 1.21049; 0.08
135; 15.292; 1.21233; 0.08
140; 15.296; 1.21065; 0.08
145; 15.288; 1.21208; 0.08
150; 15.286; 1.21008; 0.08
155; 15.278; 1.21106; 0.08
160; 15.262; 1.2082; 0.08
165; 15.23; 1.20771; 0.08
170; 15.204; 1.20567; 0.08
175; 15.194; 1.20669; 0.08
180; 15.184; 1.20522; 0.08
185; 15.186; 1.20633; 0.08
190; 15.184; 1.2051; 0.08
195; 15.178; 1.20628; 0.08
