### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.02, INSIDETRADELIMIT = 0.001, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 200, TIMEINTERVAL = 5, NRUN = 500 ###

time; nVar; meanDU; param
0; 50; 31.4248; 0.005
5; 50.006; 29.3897; 0.005
10; 50.02; 27.1022; 0.005
15; 50.036; 24.8935; 0.005
20; 50.058; 22.7342; 0.005
25; 50.058; 20.6681; 0.005
30; 50.076; 18.7018; 0.005
35; 50.078; 16.819; 0.005
40; 50.066; 15.0335; 0.005
45; 50.006; 13.3272; 0.005
50; 49.804; 11.7138; 0.005
55; 49.218; 10.1756; 0.005
60; 48.038; 8.73738; 0.005
65; 46.354; 7.4249; 0.005
70; 43.92; 6.25853; 0.005
75; 41.242; 5.27257; 0.005
80; 38.334; 4.44694; 0.005
85; 35.192; 3.75302; 0.005
90; 32.098; 3.17796; 0.005
95; 28.856; 2.71522; 0.005
100; 25.838; 2.37237; 0.005
105; 23.192; 2.11755; 0.005
110; 20.892; 1.92682; 0.005
115; 18.986; 1.79486; 0.005
120; 17.548; 1.69396; 0.005
125; 16.402; 1.62714; 0.005
130; 15.562; 1.57931; 0.005
135; 14.986; 1.55061; 0.005
140; 14.616; 1.52351; 0.005
145; 14.348; 1.51237; 0.005
150; 14.178; 1.49763; 0.005
155; 14.026; 1.49257; 0.005
160; 13.914; 1.48359; 0.005
165; 13.848; 1.48241; 0.005
170; 13.782; 1.47547; 0.005
175; 13.744; 1.47718; 0.005
180; 13.718; 1.47278; 0.005
185; 13.698; 1.47461; 0.005
190; 13.676; 1.46988; 0.005
195; 13.654; 1.47265; 0.005
0; 50; 31.4232; 0.01
5; 50.004; 29.3082; 0.01
10; 50.014; 26.9807; 0.01
15; 50.05; 24.6959; 0.01
20; 50.062; 22.4633; 0.01
25; 50.072; 20.2969; 0.01
