### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
370; 22.722; 3.72563; 0.0005
380; 22.754; 3.72372; 0.0005
390; 22.774; 3.71988; 0.0005
400; 22.814; 3.71588; 0.0005
410; 22.826; 3.71331; 0.0005
420; 22.816; 3.71098; 0.0005
430; 22.848; 3.70825; 0.0005
440; 22.874; 3.70433; 0.0005
450; 22.884; 3.70204; 0.0005
460; 22.91; 3.69923; 0.0005
470; 22.906; 3.69588; 0.0005
480; 22.902; 3.69323; 0.0005
490; 22.91; 3.69143; 0.0005
500; 22.914; 3.68988; 0.0005
510; 22.928; 3.68857; 0.0005
520; 22.948; 3.686; 0.0005
530; 22.964; 3.68363; 0.0005
540; 22.98; 3.68123; 0.0005
550; 23.018; 3.67923; 0.0005
560; 23.026; 3.67735; 0.0005
570; 23.03; 3.67518; 0.0005
580; 23.046; 3.67163; 0.0005
590; 23.068; 3.66812; 0.0005
600; 23.092; 3.66555; 0.0005
610; 23.106; 3.66163; 0.0005
620; 23.114; 3.65784; 0.0005
630; 23.142; 3.65184; 0.0005
640; 23.148; 3.64735; 0.0005
650; 23.17; 3.64347; 0.0005
660; 23.168; 3.64045; 0.0005
670; 23.182; 3.63743; 0.0005
680; 23.206; 3.63433; 0.0005
690; 23.202; 3.63118; 0.0005
700; 23.23; 3.62951; 0.0005
710; 23.244; 3.62547; 0.0005
720; 23.268; 3.62265; 0.0005
730; 23.304; 3.61918; 0.0005
740; 23.292; 3.61763; 0.0005
750; 23.318; 3.61465; 0.0005
760; 23.344; 3.61257; 0.0005
770; 23.368; 3.61041; 0.0005
780; 23.384; 3.60841; 0.0005
790; 23.398; 3.60641; 0.0005
800; 23.416; 3.60343; 0.0005
810; 23.43; 3.60135; 0.0005
820; 23.462; 3.59894; 0.0005
830; 23.468; 3.59616; 0.0005
840; 23.47; 3.59474; 0.0005
850; 23.48; 3.59343; 0.0005
860; 23.512; 3.59229; 0.0005
870; 23.502; 3.59033; 0.0005
880; 23.514; 3.58837; 0.0005
890; 23.526; 3.586; 0.0005
900; 23.524; 3.58318; 0.0005
910; 23.544; 3.58; 0.0005
920; 23.564; 3.57755; 0.0005
930; 23.568; 3.57482; 0.0005
940; 23.572; 3.57314; 0.0005
950; 23.578; 3.57155; 0.0005
960; 23.594; 3.56947; 0.0005
970; 23.588; 3.56759; 0.0005
980; 23.6; 3.56461; 0.0005
990; 23.62; 3.56233; 0.0005
0; 49.844; 31.3289; 0.001
10; 49.882; 23.221; 0.001
20; 49.99; 15.9027; 0.001
30; 45.48; 9.36592; 0.001
40; 36.772; 5.43347; 0.001
50; 28.676; 4.27857; 0.001
60; 24.77; 3.988; 0.001
70; 23.672; 3.89127; 0.001
80; 23.342; 3.85221; 0.001
90; 23.248; 3.82931; 0.001
100; 23.2; 3.81461; 0.001
110; 23.17; 3.80633; 0.001
120; 23.2; 3.79996; 0.001
130; 23.242; 3.79302; 0.001
140; 23.262; 3.78604; 0.001
150; 23.266; 3.77951; 0.001
160; 23.316; 3.77576; 0.001
170; 23.356; 3.77127; 0.001
180; 23.43; 3.76388; 0.001
190; 23.472; 3.75829; 0.001
200; 23.5; 3.75168; 0.001
210; 23.534; 3.74714; 0.001
220; 23.564; 3.74127; 0.001
230; 23.572; 3.73584; 0.001
240; 23.584; 3.73151; 0.001
250; 23.604; 3.72657; 0.001
260; 23.608; 3.71976; 0.001
270; 23.63; 3.71449; 0.001
280; 23.668; 3.70878; 0.001
290; 23.708; 3.70372; 0.001
300; 23.728; 3.6991; 0.001
310; 23.774; 3.69559; 0.001
320; 23.804; 3.68951; 0.001
330; 23.822; 3.68245; 0.001
340; 23.834; 3.67767; 0.001
350; 23.856; 3.67204; 0.001
360; 23.872; 3.66931; 0.001
370; 23.9; 3.66535; 0.001
380; 23.938; 3.65996; 0.001
390; 23.966; 3.65531; 0.001
400; 23.984; 3.65016; 0.001
410; 24.006; 3.64502; 0.001
420; 24.006; 3.64045; 0.001
430; 24.028; 3.63522; 0.001
440; 24.028; 3.62902; 0.001
450; 24.074; 3.62437; 0.001
460; 24.086; 3.62078; 0.001
470; 24.146; 3.61714; 0.001
480; 24.14; 3.61192; 0.001
490; 24.144; 3.60637; 0.001
500; 24.18; 3.60192; 0.001
510; 24.184; 3.59812; 0.001
520; 24.224; 3.59278; 0.001
530; 24.258; 3.58931; 0.001
540; 24.294; 3.58539; 0.001
550; 24.322; 3.58233; 0.001
560; 24.34; 3.57735; 0.001
570; 24.366; 3.57437; 0.001
580; 24.382; 3.5709; 0.001
590; 24.382; 3.56661; 0.001
600; 24.424; 3.56253; 0.001
610; 24.436; 3.55959; 0.001
620; 24.454; 3.55698; 0.001
630; 24.506; 3.5529; 0.001
640; 24.526; 3.54771; 0.001
650; 24.53; 3.54184; 0.001
660; 24.544; 3.53959; 0.001
670; 24.564; 3.53535; 0.001
680; 24.592; 3.5307; 0.001
690; 24.638; 3.52625; 0.001
700; 24.646; 3.52257; 0.001
710; 24.688; 3.51837; 0.001
720; 24.716; 3.51392; 0.001
730; 24.718; 3.50992; 0.001
740; 24.73; 3.50494; 0.001
750; 24.762; 3.50074; 0.001
760; 24.782; 3.49641; 0.001
770; 24.804; 3.49118; 0.001
780; 24.802; 3.48608; 0.001
790; 24.842; 3.48049; 0.001
800; 24.88; 3.47604; 0.001
810; 24.896; 3.47233; 0.001
820; 24.88; 3.46849; 0.001
830; 24.928; 3.46298; 0.001
840; 24.958; 3.45747; 0.001
850; 24.982; 3.45302; 0.001
860; 25.004; 3.44849; 0.001
870; 25.01; 3.44396; 0.001
880; 25.03; 3.43967; 0.001
890; 25.066; 3.43674; 0.001
900; 25.102; 3.43327; 0.001
910; 25.168; 3.42939; 0.001
920; 25.184; 3.426; 0.001
930; 25.202; 3.42241; 0.001
940; 25.178; 3.41804; 0.001
