### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
0; 9.992; 9.93509; 10
10; 9.998; 7.3411; 10
20; 9.996; 4.74261; 10
30; 9.338; 3.14053; 10
40; 8.118; 2.41669; 10
50; 7.046; 2.144; 10
60; 6.508; 2.03188; 10
70; 6.316; 1.98053; 10
80; 6.264; 1.95682; 10
90; 6.25; 1.94388; 10
100; 6.254; 1.93804; 10
110; 6.258; 1.93559; 10
120; 6.264; 1.93522; 10
130; 6.282; 1.93445; 10
140; 6.28; 1.93441; 10
150; 6.284; 1.93416; 10
160; 6.292; 1.93384; 10
170; 6.3; 1.93367; 10
180; 6.306; 1.93351; 10
190; 6.316; 1.93294; 10
200; 6.316; 1.93318; 10
210; 6.322; 1.9329; 10
220; 6.334; 1.93286; 10
230; 6.34; 1.93286; 10
240; 6.354; 1.93294; 10
250; 6.344; 1.93314; 10
260; 6.366; 1.93335; 10
270; 6.374; 1.93335; 10
280; 6.384; 1.93371; 10
290; 6.4; 1.93384; 10
300; 6.406; 1.93371; 10
310; 6.418; 1.93359; 10
320; 6.418; 1.9338; 10
330; 6.426; 1.934; 10
340; 6.436; 1.93457; 10
350; 6.458; 1.93494; 10
360; 6.462; 1.93522; 10
370; 6.472; 1.93441; 10
380; 6.476; 1.93437; 10
390; 6.492; 1.9342; 10
400; 6.506; 1.934; 10
410; 6.512; 1.93396; 10
420; 6.524; 1.93449; 10
430; 6.53; 1.93461; 10
440; 6.54; 1.93429; 10
450; 6.546; 1.93404; 10
460; 6.554; 1.9338; 10
470; 6.556; 1.93339; 10
480; 6.554; 1.93331; 10
490; 6.558; 1.93331; 10
500; 6.568; 1.93302; 10
510; 6.576; 1.93298; 10
520; 6.582; 1.93322; 10
530; 6.594; 1.93335; 10
540; 6.6; 1.93306; 10
550; 6.608; 1.93335; 10
560; 6.618; 1.93327; 10
570; 6.622; 1.93306; 10
580; 6.62; 1.93302; 10
590; 6.624; 1.9329; 10
600; 6.628; 1.93229; 10
610; 6.628; 1.93233; 10
620; 6.632; 1.93208; 10
630; 6.642; 1.93204; 10
640; 6.64; 1.93208; 10
650; 6.644; 1.93208; 10
660; 6.658; 1.93237; 10
670; 6.66; 1.93229; 10
680; 6.658; 1.93257; 10
690; 6.668; 1.93257; 10
700; 6.67; 1.9331; 10
710; 6.68; 1.93302; 10
720; 6.692; 1.93314; 10
730; 6.706; 1.93343; 10
740; 6.706; 1.93363; 10
750; 6.724; 1.93355; 10
760; 6.736; 1.93343; 10
770; 6.74; 1.93412; 10
780; 6.748; 1.93408; 10
790; 6.754; 1.93425; 10
800; 6.752; 1.93425; 10
810; 6.764; 1.93433; 10
820; 6.774; 1.93416; 10
830; 6.782; 1.93412; 10
840; 6.79; 1.93425; 10
850; 6.806; 1.93437; 10
860; 6.812; 1.93425; 10
870; 6.826; 1.93437; 10
880; 6.832; 1.93449; 10
890; 6.832; 1.93453; 10
900; 6.844; 1.93461; 10
910; 6.85; 1.93465; 10
920; 6.86; 1.93461; 10
930; 6.866; 1.93441; 10
940; 6.884; 1.93441; 10
950; 6.886; 1.93449; 10
960; 6.894; 1.93429; 10
970; 6.898; 1.93441; 10
980; 6.912; 1.93474; 10
990; 6.92; 1.93478; 10
0; 24.954; 21.5609; 25
10; 24.962; 15.8505; 25
20; 24.888; 10.4869; 25
30; 22.982; 6.18122; 25
40; 18.976; 4.05212; 25
50; 15.626; 3.34596; 25
60; 13.81; 3.12445; 25
70; 13.346; 3.03016; 25
80; 13.19; 2.98723; 25
90; 13.114; 2.97159; 25
100; 13.094; 2.96518; 25
110; 13.1; 2.96221; 25
120; 13.104; 2.96037; 25
130; 13.102; 2.95914; 25
140; 13.11; 2.95816; 25
150; 13.108; 2.95759; 25
160; 13.114; 2.95698; 25
170; 13.118; 2.95641; 25
180; 13.116; 2.95616; 25
190; 13.128; 2.95592; 25
200; 13.132; 2.95547; 25
210; 13.134; 2.95527; 25
220; 13.134; 2.95518; 25
230; 13.142; 2.9547; 25
240; 13.156; 2.95433; 25
250; 13.162; 2.95437; 25
260; 13.164; 2.95412; 25
270; 13.178; 2.95343; 25
280; 13.172; 2.95314; 25
290; 13.17; 2.95302; 25
300; 13.178; 2.9531; 25
310; 13.182; 2.95282; 25
320; 13.184; 2.95282; 25
330; 13.192; 2.95265; 25
340; 13.196; 2.95253; 25
350; 13.206; 2.95192; 25
360; 13.214; 2.95135; 25
370; 13.22; 2.95123; 25
380; 13.236; 2.95102; 25
390; 13.23; 2.95065; 25
400; 13.236; 2.95053; 25
410; 13.25; 2.9498; 25
420; 13.252; 2.94906; 25
430; 13.254; 2.94902; 25
440; 13.266; 2.94845; 25
450; 13.266; 2.94841; 25
460; 13.284; 2.94825; 25
470; 13.288; 2.94825; 25
480; 13.29; 2.94751; 25
490; 13.296; 2.94723; 25
500; 13.296; 2.94739; 25
510; 13.31; 2.94723; 25
520; 13.318; 2.94714; 25
530; 13.322; 2.9469; 25
540; 13.318; 2.94686; 25
550; 13.324; 2.94694; 25
560; 13.334; 2.94682; 25
570; 13.336; 2.94706; 25
580; 13.342; 2.94637; 25
590; 13.344; 2.946; 25
600; 13.348; 2.94576; 25
610; 13.352; 2.94563; 25
620; 13.352; 2.94547; 25
630; 13.352; 2.94551; 25
640; 13.374; 2.9451; 25
650; 13.368; 2.94469; 25
660; 13.38; 2.94376; 25
670; 13.376; 2.9429; 25
680; 13.38; 2.94274; 25
690; 13.386; 2.94241; 25
700; 13.39; 2.94212; 25
710; 13.398; 2.94204; 25
720; 13.398; 2.94176; 25
730; 13.404; 2.94163; 25
740; 13.404; 2.94106; 25
750; 13.406; 2.94069; 25
760; 13.42; 2.94053; 25
770; 13.426; 2.93996; 25
780; 13.426; 2.93984; 25
790; 13.43; 2.93976; 25
800; 13.434; 2.93943; 25
810; 13.44; 2.93914; 25
820; 13.45; 2.93906; 25
830; 13.466; 2.93837; 25
840; 13.462; 2.93743; 25
