### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
390; 21.28; 3.44143; 0.0075
400; 21.278; 3.44102; 0.0075
410; 21.282; 3.44037; 0.0075
420; 21.288; 3.44041; 0.0075
430; 21.284; 3.44025; 0.0075
440; 21.282; 3.44016; 0.0075
450; 21.284; 3.43971; 0.0075
460; 21.294; 3.43935; 0.0075
470; 21.3; 3.4391; 0.0075
480; 21.304; 3.43882; 0.0075
490; 21.314; 3.43841; 0.0075
500; 21.316; 3.43784; 0.0075
510; 21.324; 3.43718; 0.0075
520; 21.322; 3.43702; 0.0075
530; 21.326; 3.43604; 0.0075
540; 21.322; 3.436; 0.0075
550; 21.332; 3.43575; 0.0075
560; 21.326; 3.43506; 0.0075
570; 21.328; 3.43437; 0.0075
580; 21.328; 3.43339; 0.0075
590; 21.328; 3.43314; 0.0075
600; 21.332; 3.4322; 0.0075
610; 21.328; 3.43127; 0.0075
620; 21.328; 3.43114; 0.0075
630; 21.33; 3.43094; 0.0075
640; 21.334; 3.43012; 0.0075
650; 21.326; 3.42935; 0.0075
660; 21.32; 3.4289; 0.0075
670; 21.326; 3.42878; 0.0075
680; 21.33; 3.42845; 0.0075
690; 21.326; 3.42824; 0.0075
700; 21.326; 3.4278; 0.0075
710; 21.328; 3.42665; 0.0075
720; 21.332; 3.42567; 0.0075
730; 21.336; 3.4251; 0.0075
740; 21.332; 3.42445; 0.0075
750; 21.344; 3.42371; 0.0075
760; 21.34; 3.42302; 0.0075
770; 21.342; 3.4231; 0.0075
780; 21.348; 3.42269; 0.0075
790; 21.354; 3.42237; 0.0075
800; 21.35; 3.42167; 0.0075
810; 21.358; 3.42147; 0.0075
820; 21.37; 3.42041; 0.0075
830; 21.374; 3.41992; 0.0075
840; 21.372; 3.41963; 0.0075
850; 21.374; 3.41926; 0.0075
860; 21.376; 3.41873; 0.0075
870; 21.386; 3.41788; 0.0075
880; 21.382; 3.4173; 0.0075
890; 21.384; 3.416; 0.0075
900; 21.382; 3.41522; 0.0075
910; 21.392; 3.41404; 0.0075
920; 21.39; 3.41404; 0.0075
930; 21.39; 3.41343; 0.0075
940; 21.404; 3.41273; 0.0075
950; 21.406; 3.41233; 0.0075
960; 21.408; 3.41175; 0.0075
970; 21.404; 3.41126; 0.0075
980; 21.422; 3.41094; 0.0075
990; 21.418; 3.41053; 0.0075
0; 49.832; 31.3663; 0.01
10; 49.836; 23.2722; 0.01
20; 49.576; 15.912; 0.01
30; 44.574; 9.32375; 0.01
40; 35.902; 5.36866; 0.01
50; 27.854; 4.22482; 0.01
60; 23.906; 3.94869; 0.01
70; 22.848; 3.85433; 0.01
80; 22.54; 3.81347; 0.01
90; 22.414; 3.79331; 0.01
100; 22.336; 3.78445; 0.01
110; 22.316; 3.77918; 0.01
120; 22.31; 3.77563; 0.01
130; 22.302; 3.774; 0.01
140; 22.296; 3.77273; 0.01
150; 22.298; 3.77155; 0.01
160; 22.304; 3.77082; 0.01
170; 22.302; 3.77008; 0.01
180; 22.3; 3.76939; 0.01
190; 22.298; 3.7691; 0.01
200; 22.31; 3.76898; 0.01
210; 22.308; 3.76865; 0.01
220; 22.308; 3.76816; 0.01
230; 22.306; 3.76796; 0.01
240; 22.312; 3.76739; 0.01
250; 22.312; 3.76677; 0.01
260; 22.308; 3.76592; 0.01
270; 22.31; 3.76535; 0.01
280; 22.316; 3.76514; 0.01
290; 22.32; 3.76445; 0.01
300; 22.328; 3.76351; 0.01
310; 22.336; 3.76261; 0.01
320; 22.334; 3.76237; 0.01
330; 22.336; 3.76179; 0.01
340; 22.346; 3.76143; 0.01
350; 22.35; 3.76139; 0.01
360; 22.348; 3.76126; 0.01
370; 22.358; 3.76045; 0.01
380; 22.348; 3.76016; 0.01
390; 22.352; 3.75971; 0.01
400; 22.358; 3.75894; 0.01
410; 22.356; 3.75808; 0.01
420; 22.354; 3.75804; 0.01
430; 22.358; 3.7573; 0.01
440; 22.358; 3.75628; 0.01
450; 22.358; 3.75624; 0.01
460; 22.368; 3.7562; 0.01
470; 22.38; 3.75608; 0.01
480; 22.38; 3.756; 0.01
490; 22.388; 3.7553; 0.01
500; 22.392; 3.75428; 0.01
510; 22.388; 3.75379; 0.01
520; 22.392; 3.75351; 0.01
530; 22.404; 3.75306; 0.01
540; 22.404; 3.75184; 0.01
550; 22.408; 3.75118; 0.01
560; 22.416; 3.75094; 0.01
570; 22.424; 3.75053; 0.01
580; 22.424; 3.74992; 0.01
590; 22.434; 3.74947; 0.01
600; 22.434; 3.74853; 0.01
610; 22.428; 3.74796; 0.01
620; 22.424; 3.74718; 0.01
630; 22.418; 3.74665; 0.01
640; 22.42; 3.74657; 0.01
650; 22.424; 3.7462; 0.01
660; 22.432; 3.74579; 0.01
670; 22.434; 3.74579; 0.01
680; 22.454; 3.74543; 0.01
690; 22.456; 3.74506; 0.01
700; 22.458; 3.74486; 0.01
710; 22.462; 3.74453; 0.01
720; 22.466; 3.74433; 0.01
730; 22.47; 3.74343; 0.01
740; 22.47; 3.74265; 0.01
750; 22.464; 3.7422; 0.01
760; 22.476; 3.74204; 0.01
770; 22.48; 3.74196; 0.01
780; 22.484; 3.74118; 0.01
790; 22.492; 3.73984; 0.01
800; 22.48; 3.73951; 0.01
810; 22.484; 3.73853; 0.01
820; 22.48; 3.73775; 0.01
830; 22.49; 3.73706; 0.01
840; 22.486; 3.73661; 0.01
